"report_time","all_equity","all_A","float_A","restricted_A","change_from","scrapy_time","code"
"2019-09-30","3.20亿","3.20亿","1.91亿","1.29亿","三季报","2020-02-26 16:39:22","300312"
"2019-09-30","3.13亿","3.13亿","1.84亿","1.29亿","三季报","2020-02-26 16:39:34","300313"
"2019-09-30","2.88亿","2.88亿","1.89亿","9887.14万","三季报","2020-02-26 16:39:38","300314"
"2019-09-30","27.57亿","27.57亿","26.00亿","1.57亿","三季报","2020-02-26 16:39:40","300315"
"2019-09-30","12.84亿","12.84亿","12.04亿","8055.07万","三季报","2020-02-26 16:39:39","300316"
"2019-09-30","8.40亿","8.40亿","6.56亿","1.84亿","三季报","2020-02-26 16:39:45","300317"
"2019-09-30","8.17亿","8.17亿","7.25亿","9150.57万","三季报","2020-02-26 16:39:50","300318"
"2019-09-30","6.95亿","6.95亿","6.37亿","5806.34万","三季报","2020-02-26 16:39:58","300319"
"2019-09-30","6.01亿","6.01亿","5.03亿","9826.12万","三季报","2020-02-26 16:39:55","300320"
"2019-09-30","8880.00万","8880.00万","8274.23万","605.77万","三季报","2020-02-26 16:40:04","300321"
"2019-09-30","4.07亿","4.07亿","3.71亿","3589.09万","三季报","2020-02-26 16:40:09","300322"
"2019-10-18","10.92亿","10.92亿","8.32亿","2.60亿","配售股份上市","2020-02-26 16:40:13","300323"
"2019-09-30","17.11亿","17.11亿","10.55亿","6.56亿","三季报","2020-02-26 16:40:16","300324"
"2019-09-30","10.06亿","10.06亿","9.96亿","931.01万","三季报","2020-02-26 16:40:22","300325"
"2019-09-30","7.22亿","7.22亿","7.05亿","1776.07万","三季报","2020-02-26 16:40:23","300326"
"2019-11-22","2.54亿","2.54亿","2.53亿","84.77万","激励股份上市","2020-02-26 16:40:24","300327"
"2019-09-30","4.60亿","4.60亿","4.60亿","-","三季报","2020-02-26 16:40:28","300328"
"2019-09-30","2.54亿","2.54亿","2.51亿","272.45万","三季报","2020-02-26 16:40:33","300329"
"2019-09-30","1.68亿","1.68亿","1.68亿","35.85万","三季报","2020-02-26 16:40:30","300330"
"2019-09-30","2.26亿","2.26亿","1.33亿","9296.92万","三季报","2020-02-26 16:40:36","300331"
"2019-09-30","8.80亿","8.80亿","7.12亿","1.68亿","三季报","2020-02-26 16:40:35","300332"
"2019-09-30","3.36亿","3.36亿","3.31亿","510.49万","三季报","2020-02-26 16:40:37","300333"
"2019-09-30","3.02亿","3.02亿","2.92亿","1005.20万","三季报","2020-02-26 16:40:43","300334"
"2019-09-30","3.63亿","3.63亿","2.72亿","9084.11万","三季报","2020-02-26 16:40:44","300335"
"2019-09-30","8.06亿","8.06亿","7.05亿","1.01亿","三季报","2020-02-26 16:40:47","300336"
"2019-09-30","8.22亿","8.22亿","7.08亿","1.14亿","三季报","2020-02-26 16:40:54","300337"
"2019-09-30","3.43亿","3.43亿","1.99亿","1.45亿","三季报","2020-02-26 16:40:52","300338"
"2019-09-30","7.96亿","7.96亿","7.43亿","5332.61万","三季报","2020-02-26 16:40:59","300339"
"2019-12-09","2.12亿","2.12亿","1.72亿","3967.43万","配售股份上市","2020-02-26 16:40:58","300340"
"2019-09-30","5.10亿","5.10亿","5.10亿","52.07万","三季报","2020-02-26 16:41:05","300341"
"2019-11-08","4.32亿","4.32亿","4.02亿","2946.88万","激励股份上市","2020-02-26 16:41:11","300342"
"2019-12-11","11.76亿","11.76亿","7.95亿","3.81亿","注销回购股份","2020-02-26 16:41:14","300343"
"2019-09-30","4.96亿","4.96亿","2.97亿","1.99亿","三季报","2020-02-26 16:41:15","300344"
"2019-09-30","4.41亿","4.41亿","3.20亿","1.22亿","三季报","2020-02-26 16:41:21","300345"
"2019-09-30","4.07亿","4.07亿","3.68亿","3867.20万","三季报","2020-02-26 16:41:27","300346"
"2019-11-04","7.50亿","7.50亿","5.29亿","2.21亿","注销回购股份","2020-02-26 16:41:36","300347"
"2019-09-30","4.82亿","4.82亿","3.45亿","1.37亿","三季报","2020-02-26 16:41:32","300348"
"2019-12-06","4.29亿","4.29亿","3.72亿","5714.20万","注销回购股份","2020-02-26 16:41:41","300349"
"2019-09-30","4.77亿","4.77亿","3.10亿","1.67亿","三季报","2020-02-26 16:41:40","300350"
"2019-09-30","3.84亿","3.84亿","2.39亿","1.44亿","三季报","2020-02-26 16:41:43","300351"
"2019-09-30","14.50亿","14.50亿","10.97亿","3.52亿","三季报","2020-02-26 16:41:47","300352"
"2019-09-30","5.11亿","5.11亿","3.67亿","1.44亿","三季报","2020-02-26 16:41:53","300353"
"2019-09-30","1.38亿","1.38亿","7693.22万","6138.80万","三季报","2020-02-26 16:41:57","300354"
"2019-09-30","16.04亿","16.04亿","12.40亿","3.64亿","三季报","2020-02-26 16:42:13","300355"
"2019-09-30","4.11亿","4.11亿","3.69亿","4249.04万","三季报","2020-02-26 16:42:02","300356"
"2019-09-30","5.24亿","5.24亿","4.57亿","6619.05万","三季报","2020-02-26 16:42:03","300357"
"2019-09-30","4.68亿","4.68亿","4.42亿","2619.72万","三季报","2020-02-26 16:42:09","300358"
"2019-09-30","6.34亿","6.34亿","5.00亿","1.34亿","三季报","2020-02-26 16:42:16","300359"
"2019-09-30","4.10亿","4.10亿","3.32亿","7741.21万","三季报","2020-02-26 16:42:22","300360"
"2019-09-30","4.37亿","4.37亿","3.15亿","1.22亿","三季报","2020-02-26 16:42:19","300362"
"2019-09-30","5.43亿","5.43亿","4.28亿","1.15亿","三季报","2020-02-26 16:42:32","300363"
"2019-09-30","7.72亿","7.72亿","5.36亿","2.36亿","三季报","2020-02-26 16:42:27","300364"
"2019-09-30","6.06亿","6.06亿","3.44亿","2.62亿","三季报","2020-02-26 16:42:39","300365"
"2019-11-04","5.26亿","5.26亿","3.42亿","1.84亿","配售股份上市","2020-02-26 16:42:37","300366"
"2019-09-30","11.96亿","11.96亿","8.35亿","3.61亿","三季报","2020-02-26 16:42:46","300367"
"2019-09-30","5.32亿","5.32亿","4.59亿","7287.04万","三季报","2020-02-26 16:42:52","300368"
"2019-09-30","8.01亿","8.01亿","7.20亿","8038.48万","三季报","2020-02-26 16:42:58","300369"
"2019-11-07","9.57亿","9.57亿","7.22亿","2.35亿","其他","2020-02-26 16:43:03","300370"
"2019-09-30","1.68亿","1.68亿","1.09亿","5893.06万","三季报","2020-02-26 16:43:06","300371"
"2019-09-30","4.72亿","4.72亿","2.93亿","1.79亿","三季报","2020-02-26 16:43:08","300373"
"2019-09-30","2.46亿","2.46亿","1.70亿","7549.57万","三季报","2020-02-26 16:43:15","300374"
"2019-11-20","7.49亿","7.49亿","4.38亿","3.11亿","非公开发行股票","2020-02-26 16:43:11","300375"
"2019-10-25","23.20亿","23.20亿","23.08亿","1137.53万","注销回购股份","2020-02-26 16:43:17","300376"
"2019-12-11","7.42亿","7.42亿","5.67亿","1.76亿","注销回购股份","2020-02-26 16:43:19","300377"
"2019-11-28","2.66亿","2.66亿","2.65亿","130.69万","注销回购股份","2020-02-26 16:43:20","300378"
"2019-09-30","2.77亿","2.77亿","2.30亿","4655.44万","三季报","2020-02-26 16:43:22","300379"
"2019-09-30","1.37亿","1.37亿","1.21亿","1623.88万","三季报","2020-02-26 16:43:31","300380"
"2019-09-30","4.29亿","4.29亿","4.29亿","1100.00","三季报","2020-02-26 16:43:26","300381"
"2019-09-30","5.65亿","5.65亿","5.65亿","5.78万","三季报","2020-02-26 16:43:39","300382"
"2019-11-11","15.42亿","15.42亿","14.87亿","5494.59万","配售股份上市","2020-02-26 16:43:36","300383"
"2019-11-08","3.19亿","3.19亿","1.84亿","1.35亿","其他","2020-02-26 16:43:42","300384"
"2019-09-30","2.08亿","2.08亿","1.18亿","9071.38万","三季报","2020-02-26 16:43:45","300385"
"2019-09-30","4.18亿","4.18亿","2.19亿","1.99亿","三季报","2020-02-26 16:43:48","300386"
"2019-11-14","2.92亿","2.92亿","2.89亿","274.00万","股权激励","2020-02-26 16:43:52","300387"
"2019-09-30","6.70亿","6.70亿","5.49亿","1.21亿","三季报","2020-02-26 16:44:02","300388"
"2019-11-28","3.20亿","3.20亿","1.62亿","1.57亿","注销回购股份","2020-02-26 16:43:57","300389"
"2019-09-30","5.51亿","5.51亿","3.26亿","2.25亿","三季报","2020-02-26 16:44:07","300390"
"2019-09-30","3.50亿","3.50亿","3.27亿","2376.97万","三季报","2020-02-26 16:44:13","300391"
"2019-09-30","3.84亿","3.84亿","2.59亿","1.25亿","三季报","2020-02-26 16:44:17","300392"
"2019-09-30","3.59亿","3.59亿","1.74亿","1.85亿","三季报","2020-02-26 16:44:23","300393"
"2019-10-15","1.99亿","1.99亿","1.76亿","2315.29万","注销回购股份","2020-02-26 16:44:24","300394"
"2019-12-09","3.38亿","3.38亿","2.70亿","6799.29万","激励股份上市","2020-02-26 16:44:26","300395"
"2019-09-30","2.76亿","2.76亿","2.50亿","2602.14万","三季报","2020-02-26 16:44:28","300396"
"2019-09-30","2.40亿","2.40亿","1.54亿","8556.93万","三季报","2020-02-26 16:44:32","300397"
"2019-09-30","5.18亿","5.18亿","4.29亿","8815.28万","三季报","2020-02-26 16:44:38","300398"
"2019-09-30","1.98亿","1.98亿","1.34亿","6354.47万","三季报","2020-02-26 16:44:33","300399"
"2019-09-30","2.44亿","2.44亿","1.58亿","8634.66万","三季报","2020-02-26 16:44:48","300400"
"2019-09-30","4.79亿","4.79亿","4.59亿","2027.86万","三季报","2020-02-26 16:44:44","300401"
"2019-10-14","2.02亿","2.02亿","2.02亿","-","限售股份上市","2020-02-26 16:44:52","300402"
"2019-09-30","6.03亿","6.03亿","3.81亿","2.22亿","三季报","2020-02-26 16:44:55","300403"
"2019-09-30","1.73亿","1.73亿","1.11亿","6278.84万","三季报","2020-02-26 16:45:01","300404"
"2019-10-24","2.22亿","2.22亿","1.31亿","9152.34万","注销回购股份","2020-02-26 16:45:05","300405"
"2019-11-15","5.02亿","5.02亿","3.30亿","1.72亿","激励股份上市","2020-02-26 16:45:06","300406"
"2019-09-30","3.05亿","3.05亿","1.98亿","1.07亿","三季报","2020-02-26 16:45:11","300407"
"2019-09-30","17.43亿","17.43亿","16.51亿","9192.29万","三季报","2020-02-26 16:45:13","300408"
"2019-09-30","4.60亿","4.60亿","2.54亿","2.06亿","三季报","2020-02-26 16:45:15","300409"
"2019-09-30","3.82亿","3.82亿","3.57亿","2493.91万","三季报","2020-02-26 16:45:20","300410"
"2019-09-30","4.56亿","4.56亿","1.48亿","3.08亿","三季报","2020-02-26 16:45:26","300411"
"2019-09-30","2.58亿","2.58亿","2.22亿","3625.45万","三季报","2020-02-26 16:45:31","300412"
"2019-10-08","17.80亿","17.80亿","8.34亿","9.46亿","公积金转增股本","2020-02-26 16:45:38","300413"
"2019-10-09","3.25亿","3.25亿","3.01亿","2404.60万","限售股份上市","2020-02-26 16:45:36","300414"
"2019-09-30","4.32亿","4.32亿","2.78亿","1.54亿","三季报","2020-02-26 16:45:46","300415"
"2019-09-30","1.36亿","1.36亿","8657.25万","4900.50万","三季报","2020-02-26 16:45:41","300416"
"2019-09-30","8160.00万","8160.00万","4118.57万","4041.43万","三季报","2020-02-26 16:45:50","300417"
"2019-09-30","11.52亿","11.52亿","6.29亿","5.23亿","三季报","2020-02-26 16:45:53","300418"
"2019-09-30","3.68亿","3.68亿","2.43亿","1.24亿","三季报","2020-02-26 16:45:58","300419"
"2019-09-30","7.16亿","7.16亿","4.69亿","2.46亿","三季报","2020-02-26 16:46:01","300420"
"2019-09-30","2.46亿","2.46亿","1.84亿","6213.38万","三季报","2020-02-26 16:46:03","300421"
"2019-09-30","3.56亿","3.56亿","2.46亿","1.10亿","三季报","2020-02-26 16:46:08","300422"
"2019-09-30","4.99亿","4.99亿","2.52亿","2.48亿","三季报","2020-02-26 16:46:13","300423"
"2019-09-30","2.40亿","2.40亿","1.92亿","4793.29万","三季报","2020-02-26 16:46:15","300424"
"2019-09-30","6.76亿","6.76亿","6.30亿","4562.34万","三季报","2020-02-26 16:46:19","300425"
"2019-12-06","4.21亿","4.21亿","2.47亿","1.74亿","股权激励","2020-02-26 16:46:25","300426"
"2019-10-14","3.58亿","3.58亿","2.48亿","1.11亿","配售股份上市","2020-02-26 16:46:27","300427"
"2019-09-30","5.78亿","5.78亿","1.38亿","4.40亿","三季报","2020-02-26 16:46:32","300428"
"2019-09-30","5.15亿","5.15亿","3.00亿","2.15亿","三季报","2020-02-26 16:46:39","300429"
"2019-09-30","2.72亿","2.72亿","2.24亿","4849.84万","三季报","2020-02-26 16:46:38","300430"
"2019-09-30","3.30亿","3.30亿","2.43亿","8637.03万","三季报","2020-02-26 16:46:54","300431"
"2019-09-30","4.35亿","4.35亿","3.58亿","7680.57万","三季报","2020-02-26 16:46:43","300432"
"2019-09-30","39.27亿","39.27亿","39.11亿","1574.03万","三季报","2020-02-26 16:46:48","300433"
"2019-09-30","4.02亿","4.02亿","2.26亿","1.76亿","三季报","2020-02-26 16:46:59","300434"
"2019-12-10","3.78亿","3.78亿","1.19亿","2.60亿","非公开发行股票","2020-02-26 16:47:02","300435"
"2019-09-30","1.40亿","1.40亿","1.12亿","2760.81万","三季报","2020-02-26 16:47:12","300436"
"2019-09-30","2.18亿","2.18亿","1.34亿","8457.75万","三季报","2020-02-26 16:47:07","300437"
"2019-09-30","2.81亿","2.81亿","2.12亿","6891.00万","三季报","2020-02-26 16:47:16","300438"
"2019-09-30","3.46亿","3.46亿","2.02亿","1.44亿","三季报","2020-02-26 16:47:22","300439"
"2019-09-30","4.48亿","4.48亿","4.46亿","239.73万","三季报","2020-02-26 16:47:23","300440"
"2019-09-30","6.61亿","6.61亿","2.70亿","3.92亿","三季报","2020-02-26 16:47:28","300441"
"2019-09-30","1.00亿","1.00亿","7215.06万","2784.94万","三季报","2020-02-26 16:47:26","300442"
"2019-09-30","2.38亿","2.38亿","1.59亿","7860.56万","三季报","2020-02-26 16:47:32","300443"
"2019-12-11","5.86亿","5.86亿","3.19亿","2.67亿","其他","2020-02-26 16:47:36","300444"
"2019-09-30","1.64亿","1.64亿","9655.31万","6737.12万","三季报","2020-02-26 16:47:39","300445"
"2019-09-30","1.84亿","1.84亿","1.78亿","641.41万","三季报","2020-02-26 16:47:37","300446"
"2019-11-28","2.91亿","2.91亿","1.75亿","1.17亿","注销回购股份","2020-02-26 16:47:47","300447"
"2019-10-10","6.92亿","6.92亿","4.21亿","2.71亿","注销回购股份","2020-02-26 16:47:40","300448"
"2019-11-08","3.03亿","3.03亿","2.48亿","5480.21万","配售股份上市","2020-02-26 16:47:42","300449"
"2019-11-27","8.81亿","8.81亿","8.48亿","3355.30万","注销回购股份","2020-02-26 16:47:46","300450"
"2019-09-30","7.28亿","7.28亿","5.46亿","1.83亿","三季报","2020-02-26 16:47:50","300451"
"2019-09-30","1.39亿","1.39亿","1.10亿","2933.78万","三季报","2020-02-26 16:47:53","300452"
"2019-09-30","2.63亿","2.63亿","1.48亿","1.14亿","三季报","2020-02-26 16:47:52","300453"
"2019-09-30","4.03亿","4.03亿","2.09亿","1.94亿","三季报","2020-02-26 16:47:58","300454"
"2019-09-30","5.10亿","5.10亿","5.00亿","916.79万","三季报","2020-02-26 16:48:03","300455"
"2019-10-18","6.42亿","6.42亿","3.24亿","3.18亿","激励股份上市","2020-02-26 16:48:01","300456"
"2019-09-30","3.76亿","3.76亿","2.52亿","1.24亿","三季报","2020-02-26 16:48:08","300457"
"2019-09-30","3.31亿","3.31亿","2.13亿","1.17亿","三季报","2020-02-26 16:48:15","300458"
"2019-09-30","35.44亿","35.44亿","22.69亿","12.75亿","三季报","2020-02-26 16:48:14","300459"
"2019-09-30","1.68亿","1.68亿","1.68亿","-","三季报","2020-02-26 16:48:25","300460"
"2019-10-18","1.22亿","1.22亿","6247.75万","5916.49万","注销回购股份","2020-02-26 16:48:21","300461"
"2019-10-25","1.88亿","1.88亿","7737.24万","1.11亿","非公开发行股票","2020-02-26 16:48:31","300462"
"2019-09-30","5.58亿","5.58亿","3.77亿","1.81亿","三季报","2020-02-26 16:48:42","300463"
"2019-09-30","3.18亿","3.18亿","1.98亿","1.20亿","三季报","2020-02-26 16:48:34","300464"
"2019-09-30","4.47亿","4.47亿","4.28亿","1884.55万","三季报","2020-02-26 16:48:36","300465"
"2019-09-30","5.39亿","5.39亿","3.38亿","2.01亿","三季报","2020-02-26 16:48:41","300466"
"2019-11-13","2.23亿","2.23亿","1.32亿","9180.50万","其他","2020-02-26 16:48:47","300467"
"2019-09-30","1.89亿","1.89亿","1.86亿","268.52万","三季报","2020-02-26 16:48:53","300468"
"2019-11-28","2.05亿","2.05亿","1.66亿","3940.17万","其他","2020-02-26 16:48:54","300469"
"2019-09-30","1.97亿","1.97亿","1.80亿","1701.98万","三季报","2020-02-26 16:48:58","300470"
"2019-09-30","3.65亿","3.65亿","2.72亿","9298.54万","三季报","2020-02-26 16:49:02","300471"
"2019-10-23","2.09亿","2.09亿","1.63亿","4545.68万","配售股份上市","2020-02-26 16:49:03","300472"
"2019-09-30","1.05亿","1.05亿","1.02亿","342.69万","三季报","2020-02-26 16:49:09","300473"
"2019-10-25","3.01亿","3.01亿","1.43亿","1.58亿","注销回购股份","2020-02-26 16:49:10","300474"
"2019-10-08","3.00亿","3.00亿","1.94亿","1.06亿","公积金转增股本","2020-02-26 16:49:11","300475"
"2019-09-30","7.79亿","7.79亿","7.60亿","1952.60万","三季报","2020-02-26 16:49:15","300476"
"2019-09-30","8.15亿","8.15亿","4.80亿","3.35亿","三季报","2020-02-26 16:49:13","300477"
"2019-09-30","1.27亿","1.27亿","1.26亿","71.86万","三季报","2020-02-26 16:49:17","300478"
"2019-09-30","1.69亿","1.69亿","1.62亿","764.32万","三季报","2020-02-26 16:49:19","300479"
"2019-09-30","1.92亿","1.92亿","9423.74万","9756.56万","三季报","2020-02-26 16:49:22","300480"
"2019-09-30","2.57亿","2.57亿","2.56亿","123.84万","三季报","2020-02-26 16:49:28","300481"
"2019-09-30","3.43亿","3.43亿","2.40亿","1.03亿","三季报","2020-02-26 16:49:32","300482"
"2019-09-30","1.02亿","1.02亿","5044.35万","5152.16万","三季报","2020-02-26 16:49:30","300483"
"2019-09-30","2.08亿","2.08亿","1.39亿","6891.84万","三季报","2020-02-26 16:49:40","300484"
"2019-09-30","4.84亿","4.84亿","2.48亿","2.36亿","三季报","2020-02-26 16:49:35","300485"
"2019-10-30","1.81亿","1.81亿","1.48亿","3249.69万","配售股份上市","2020-02-26 16:49:43","300486"
"2019-10-28","2.07亿","2.07亿","1.10亿","9656.40万","股权激励","2020-02-26 16:49:47","300487"
"2019-09-30","1.67亿","1.67亿","4997.76万","1.17亿","三季报","2020-02-26 16:49:52","300488"
"2019-09-30","9075.00万","9075.00万","7154.06万","1920.94万","三季报","2020-02-26 16:49:58","300489"
"2019-11-05","2.62亿","2.62亿","2.35亿","2725.79万","激励股份上市","2020-02-26 16:50:00","300490"
"2019-09-30","1.61亿","1.61亿","1.18亿","4255.01万","三季报","2020-02-26 16:50:12","300491"
"2019-09-30","8320.00万","8320.00万","6016.79万","2303.21万","三季报","2020-02-26 16:50:06","300492"
"2019-09-30","4.77亿","4.77亿","4.77亿","-","三季报","2020-02-26 16:50:13","300493"
"2019-09-30","2.40亿","2.40亿","1.48亿","9208.28万","三季报","2020-02-26 16:50:14","300494"
"2019-09-30","6.74亿","6.74亿","3.18亿","3.56亿","三季报","2020-02-26 16:50:16","300495"
"2019-12-11","4.03亿","4.03亿","2.83亿","1.19亿","注销回购股份","2020-02-26 16:50:19","300496"
"2019-09-30","2.71亿","2.71亿","1.92亿","7965.67万","三季报","2020-02-26 16:50:24","300497"
"2019-09-30","53.12亿","53.12亿","40.10亿","13.03亿","三季报","2020-02-26 16:50:30","300498"
"2019-09-30","1.86亿","1.86亿","1.25亿","6103.80万","三季报","2020-02-26 16:50:51","300499"
"2019-09-30","1.74亿","1.74亿","1.55亿","1936.11万","三季报","2020-02-26 16:50:41","300500"
"2019-09-30","1.57亿","1.57亿","8364.45万","7288.53万","三季报","2020-02-26 16:50:45","300501"
"2019-09-30","2.36亿","2.36亿","1.58亿","7846.17万","三季报","2020-02-26 16:50:54","300502"
"2019-09-30","2.84亿","2.84亿","1.55亿","1.29亿","三季报","2020-02-26 16:50:57","300503"
"2019-09-30","2.67亿","2.67亿","9925.20万","1.68亿","三季报","2020-02-26 16:51:00","300504"
"2019-09-30","1.01亿","1.01亿","5196.27万","4856.35万","三季报","2020-02-26 16:51:01","300505"
"2019-09-30","6.55亿","6.55亿","4.00亿","2.55亿","三季报","2020-02-26 16:51:07","300506"
"2019-09-30","2.20亿","2.20亿","1.30亿","8980.35万","三季报","2020-02-26 16:51:13","300507"
"2019-09-30","9091.20万","9091.20万","4132.62万","4958.58万","三季报","2020-02-26 16:51:22","300508"
"2019-09-30","2.28亿","2.28亿","1.26亿","1.02亿","三季报","2020-02-26 16:51:17","300509"
"2019-09-30","8.83亿","8.83亿","5.05亿","3.78亿","三季报","2020-02-26 16:51:23","300510"
"2019-09-30","4.29亿","4.29亿","2.46亿","1.83亿","三季报","2020-02-26 16:51:27","300511"
"2019-09-30","2.70亿","2.70亿","2.16亿","5352.00万","三季报","2020-02-26 16:51:32","300512"
"2019-09-30","3.14亿","3.14亿","2.29亿","8451.50万","三季报","2020-02-26 16:51:36","300513"
"2019-09-30","2.00亿","2.00亿","9032.00万","1.10亿","三季报","2020-02-26 16:51:37","300514"
"2019-09-30","2.02亿","2.02亿","1.71亿","3093.27万","三季报","2020-02-26 16:51:46","300515"
"2019-09-30","1.80亿","1.80亿","1.80亿","-","三季报","2020-02-26 16:51:43","300516"
"2019-11-19","1.07亿","1.07亿","6134.41万","4539.39万","注销回购股份","2020-02-26 16:51:54","300517"
"2019-06-30","9334.00万","9334.00万","6196.81万","3137.19万","半年报","2020-02-26 16:51:49","300518"
"2019-09-30","1.60亿","1.60亿","1.14亿","4590.00万","三季报","2020-02-26 16:52:00","300519"
"2019-09-30","2.39亿","2.39亿","1.86亿","5334.40万","三季报","2020-02-26 16:52:02","300520"
"2019-09-30","1.44亿","1.44亿","1.44亿","900.00","三季报","2020-02-26 16:52:06","300521"
"2019-09-30","1.21亿","1.21亿","7659.80万","4438.30万","三季报","2020-02-26 16:52:10","300522"
"2019-09-30","2.33亿","2.33亿","1.54亿","7841.76万","三季报","2020-02-26 16:52:14","300523"
"2019-10-23","2.13亿","2.13亿","1.39亿","7353.68万","注销回购股份","2020-02-26 16:52:20","300525"
"2019-09-30","1.71亿","1.71亿","1.70亿","55.91万","三季报","2020-02-26 16:52:26","300526"
"2019-09-30","9.14亿","9.14亿","9.14亿","-","三季报","2020-02-26 16:52:22","300527"
"2019-09-30","3.73亿","3.73亿","2.16亿","1.57亿","三季报","2020-02-26 16:52:33","300528"
"2019-10-15","4.19亿","4.19亿","2.30亿","1.89亿","注销回购股份","2020-02-26 16:52:29","300529"
"2019-09-30","1.06亿","1.06亿","5179.13万","5381.77万","三季报","2020-02-26 16:52:34","300530"
"2019-09-30","2.80亿","2.80亿","2.80亿","-","三季报","2020-02-26 16:52:39","300531"
"2019-09-30","2.75亿","2.75亿","2.73亿","185.93万","三季报","2020-02-26 16:52:43","300532"
"2019-09-30","1.01亿","1.01亿","6048.17万","4029.95万","三季报","2020-02-26 16:52:44","300533"
"2019-09-30","3.03亿","3.03亿","3.03亿","-","三季报","2020-02-26 16:52:47","300534"
"2019-09-30","1.04亿","1.04亿","6460.90万","3932.90万","三季报","2020-02-26 16:52:54","300535"
"2019-09-30","2.93亿","2.93亿","2.19亿","7395.10万","三季报","2020-02-26 16:52:53","300536"
"2019-09-30","1.93亿","1.93亿","1.18亿","7498.85万","三季报","2020-02-26 16:52:58","300537"
"2019-09-30","1.52亿","1.52亿","6047.96万","9115.02万","三季报","2020-02-26 16:53:01","300538"
"2019-09-30","2.20亿","2.20亿","1.13亿","1.07亿","三季报","2020-02-26 16:53:06","300539"
"2019-09-30","1.25亿","1.25亿","8496.93万","3974.07万","三季报","2020-02-26 16:53:07","300540"
"2019-09-30","1.81亿","1.81亿","1.80亿","117.22万","三季报","2020-02-26 16:53:09","300541"
"2019-09-30","2.32亿","2.32亿","1.62亿","6969.91万","三季报","2020-02-26 16:53:12","300542"
"2019-09-30","1.20亿","1.20亿","1.20亿","-","三季报","2020-02-26 16:53:17","300543"
"2019-09-30","1.44亿","1.44亿","7169.36万","7239.39万","三季报","2020-02-26 16:53:20","300545"
"2019-10-11","1.37亿","1.37亿","7779.20万","5884.95万","限售股份上市","2020-02-26 16:53:30","300546"
"2019-10-08","2.17亿","2.17亿","1.88亿","2869.29万","限售股份上市","2020-02-26 16:53:24","300547"
"2019-12-09","8337.00万","8337.00万","6449.75万","1887.25万","股权激励","2020-02-26 16:53:34","300548"
"2019-10-08","1.33亿","1.33亿","8938.58万","4395.42万","限售股份上市","2020-02-26 16:53:38","300549"
"2019-11-27","1.17亿","1.17亿","1.13亿","424.25万","其他","2020-02-26 16:53:40","300550"
"2019-10-18","1.13亿","1.13亿","6900.31万","4363.69万","限售股份上市","2020-02-26 16:53:42","300551"
"2019-10-21","1.10亿","1.10亿","4725.85万","6267.91万","限售股份上市","2020-02-26 16:53:47","300552"
"2019-10-21","4800.00万","4800.00万","2501.23万","2298.77万","限售股份上市","2020-02-26 16:53:45","300553"
"2019-09-30","9360.00万","9360.00万","4658.92万","4701.08万","三季报","2020-02-26 16:53:48","300554"
"2019-10-21","2.00亿","2.00亿","1.41亿","5892.84万","限售股份上市","2020-02-26 16:53:53","300555"
"2019-11-05","1.15亿","1.15亿","8451.45万","3066.21万","限售股份上市","2020-02-26 16:53:58","300556"
"2019-11-01","5566.85万","5566.85万","5538.35万","28.51万","限售股份上市","2020-02-26 16:53:57","300557"
"2019-11-07","4.01亿","4.01亿","3.79亿","2162.42万","限售股份上市","2020-02-26 16:54:04","300558"
"2019-09-30","2.66亿","2.66亿","1.47亿","1.20亿","三季报","2020-02-26 16:54:09","300559"
"2019-11-01","1.89亿","1.89亿","1.87亿","189.32万","限售股份上市","2020-02-26 16:54:15","300560"
"2019-11-18","2.54亿","2.54亿","1.34亿","1.19亿","限售股份上市","2020-02-26 16:54:17","300561"
"2019-09-30","1.90亿","1.90亿","8456.91万","1.05亿","三季报","2020-02-26 16:54:20","300562"
"2019-11-14","8000.00万","8000.00万","4883.55万","3116.45万","限售股份上市","2020-02-26 16:54:21","300563"
"2019-11-08","1.00亿","1.00亿","2500.00万","7500.00万","A股上市,配售股份上市","2020-02-26 16:54:23","300564"
"2019-11-25","2.08亿","2.08亿","1.17亿","9117.27万","限售股份上市","2020-02-26 16:54:27","300565"
"2019-11-15","1.55亿","1.55亿","9687.81万","5832.24万","限售股份上市","2020-02-26 16:54:26","300566"
"2019-09-30","2.45亿","2.45亿","1.28亿","1.18亿","三季报","2020-02-26 16:54:33","300567"
"2019-09-30","2.30亿","2.30亿","1.29亿","1.02亿","三季报","2020-02-26 16:54:29","300568"
"2019-11-26","2.25亿","2.25亿","1.44亿","8123.06万","限售股份上市","2020-02-26 16:54:39","300569"
"2019-12-06","2.30亿","2.30亿","1.21亿","1.09亿","限售股份上市","2020-02-26 16:54:41","300570"
"2019-09-30","1.20亿","1.20亿","6904.97万","5140.72万","三季报","2020-02-26 16:54:50","300571"
"2019-12-06","1.94亿","1.94亿","1.93亿","65.07万","限售股份上市","2020-02-26 16:54:45","300572"
"2019-12-09","8243.00万","8243.00万","5808.95万","2434.05万","限售股份上市","2020-02-26 16:54:53","300573"
"2019-09-30","1.32亿","1.32亿","6190.38万","7012.62万","三季报","2020-02-26 16:54:55","300575"
"2019-09-30","1.20亿","1.20亿","4011.86万","7988.14万","三季报","2020-02-26 16:54:57","300576"
"2019-09-30","2.18亿","2.18亿","6444.35万","1.53亿","三季报","2020-02-26 16:54:59","300577"
