"report_time","all_equity","all_A","float_A","restricted_A","change_from","scrapy_time","code"
"2019-09-30","194.06亿","194.06亿","194.06亿","16.55万","三季报","2019-12-31 15:54:51","000001"
"2019-09-30","113.02亿","97.24亿","97.15亿","902.65万","三季报","2019-12-31 15:54:45","000002"
"2019-09-30","8397.67万","8397.67万","8260.46万","137.21万","三季报","2020-02-26 14:57:29","000004"
"2019-09-30","10.59亿","10.59亿","10.58亿","59.06万","三季报","2020-02-26 14:57:35","000005"
"2019-09-30","13.50亿","13.50亿","13.48亿","168.71万","三季报","2020-02-26 14:58:03","000006"
"2019-09-30","3.46亿","3.46亿","3.09亿","3750.00万","三季报","2020-02-26 14:57:49","000007"
"2019-09-30","27.81亿","27.81亿","25.94亿","1.87亿","三季报","2020-02-26 14:58:16","000008"
"2019-09-30","25.79亿","25.79亿","25.44亿","3537.71万","三季报","2020-02-26 14:58:05","000009"
"2019-09-30","8.20亿","8.20亿","5.22亿","2.98亿","三季报","2020-02-26 14:58:14","000010"
"2019-09-30","5.96亿","5.28亿","5.26亿","193.13万","三季报","2020-02-26 14:58:21","000011"
"2019-09-30","31.08亿","19.99亿","19.58亿","4127.44万","三季报","2020-02-26 14:58:23","000012"
"2019-09-30","2.02亿","2.02亿","2.02亿","-","三季报","2020-02-26 14:58:30","000014"
"2019-09-30","24.08亿","15.97亿","15.97亿","1.95万","三季报","2020-02-26 14:58:26","000016"
"2019-09-30","5.51亿","3.03亿","3.03亿","4000.00","三季报","2020-02-26 14:58:35","000017"
"2019-09-30","16.98亿","14.34亿","9.96亿","4.39亿","三季报","2020-02-26 14:58:41","000018"
"2019-09-30","11.53亿","11.01亿","4.16亿","6.85亿","三季报","2020-02-26 14:58:45","000019"
"2019-09-30","2.83亿","1.81亿","1.81亿","-","三季报","2020-02-26 14:58:47","000020"
"2019-09-30","14.71亿","14.71亿","14.69亿","193.23万","三季报","2020-02-26 14:58:53","000021"
"2019-09-30","1.39亿","1.39亿","1.39亿","-","三季报","2020-02-26 14:58:54","000023"
"2019-09-30","4.31亿","3.93亿","3.93亿","-","三季报","2020-02-26 14:58:56","000025"
"2019-09-30","4.43亿","3.61亿","3.57亿","460.45万","三季报","2020-02-26 14:58:55","000026"
"2019-09-30","39.64亿","39.64亿","39.64亿","-","三季报","2020-02-26 14:58:57","000027"
"2019-09-30","4.28亿","3.73亿","3.08亿","6549.82万","三季报","2020-02-26 14:58:59","000028"
"2019-09-30","18.11亿","17.63亿","17.60亿","285.23万","三季报","2020-02-26 14:59:06","000030"
"2019-09-30","39.26亿","39.26亿","18.14亿","21.12亿","三季报","2020-02-26 14:59:05","000031"
"2019-09-30","4.13亿","4.13亿","4.11亿","193.60万","三季报","2020-02-26 14:59:07","000032"
"2019-09-30","6.54亿","6.54亿","4.85亿","1.69亿","三季报","2020-02-26 14:59:09","000034"
"2019-09-30","24.39亿","24.39亿","12.81亿","11.58亿","三季报","2020-02-26 14:59:14","000035"
"2019-09-30","14.84亿","14.84亿","14.75亿","891.07万","三季报","2020-02-26 14:59:22","000036"
"2019-09-30","6.03亿","3.39亿","3.39亿","1.41万","三季报","2020-02-26 14:59:17","000037"
"2019-11-11","5.23亿","5.23亿","2.32亿","2.91亿","配售股份上市","2020-02-26 14:59:30","000038"
"2019-09-30","35.83亿","15.23亿","15.22亿","91.50万","三季报","2020-02-26 14:59:25","000039"
"2019-09-30","6.65亿","6.65亿","6.62亿","262.87万","三季报","2020-02-26 14:59:44","000042"
"2019-12-04","10.60亿","10.60亿","6.67亿","3.94亿","非公开发行股票","2020-02-26 14:59:36","000043"
"2019-09-30","5.09亿","4.60亿","4.57亿","281.66万","三季报","2020-02-26 14:59:38","000045"
"2019-09-30","51.96亿","51.96亿","51.75亿","2123.60万","三季报","2020-02-26 14:59:50","000046"
"2019-11-08","4.02亿","4.02亿","4.02亿","6.31万","公积金转增股本","2020-02-26 14:59:57","000048"
"2019-09-30","2.07亿","2.07亿","2.05亿","195.40万","三季报","2020-02-26 14:59:51","000049"
"2019-09-30","20.48亿","20.48亿","18.29亿","2.19亿","三季报","2020-02-26 15:00:02","000050"
"2019-09-30","11.23亿","6.80亿","6.78亿","143.16万","三季报","2020-02-26 15:00:07","000055"
"2019-09-30","11.75亿","9.32亿","9.04亿","2858.92万","三季报","2020-02-26 15:00:11","000056"
"2019-09-30","12.36亿","9.89亿","5.38亿","4.51亿","三季报","2020-02-26 15:00:15","000058"
"2019-09-30","15.99亿","15.99亿","15.99亿","3500.00","三季报","2020-02-26 15:00:17","000059"
"2019-09-30","35.70亿","35.70亿","35.68亿","144.76万","三季报","2020-02-26 15:00:24","000060"
"2019-09-30","16.97亿","16.97亿","16.95亿","154.79万","三季报","2020-02-26 15:00:30","000061"
"2019-09-30","10.46亿","10.46亿","10.45亿","126.43万","三季报","2020-02-26 15:00:33","000062"
"2019-09-30","42.26亿","34.70亿","34.67亿","305.41万","三季报","2020-02-26 15:00:37","000063"
"2019-09-30","7.70亿","7.70亿","6.29亿","1.41亿","三季报","2020-02-26 15:00:39","000065"
"2019-09-30","29.28亿","29.28亿","24.91亿","4.37亿","三季报","2020-02-26 15:00:42","000066"
"2019-09-30","10.07亿","10.07亿","10.07亿","-","三季报","2020-02-26 15:00:40","000068"
"2019-09-30","82.03亿","82.03亿","70.17亿","11.86亿","三季报","2020-02-26 15:00:43","000069"
"2019-09-30","8.13亿","8.13亿","7.92亿","2133.44万","三季报","2020-02-26 15:00:47","000070"
"2019-09-30","27.63亿","27.63亿","26.22亿","1.41亿","三季报","2020-02-26 15:00:51","000078"
"2019-09-30","19.42亿","19.42亿","19.42亿","-","三季报","2020-02-26 15:00:48","000088"
"2019-09-30","20.51亿","20.51亿","20.51亿","-","三季报","2020-02-26 15:00:57","000089"
"2019-09-30","18.69亿","18.69亿","18.68亿","12.98万","三季报","2020-02-26 15:01:02","000090"
"2019-09-30","5.28亿","5.28亿","5.11亿","1715.20万","三季报","2020-02-26 15:01:05","000096"
"2019-09-30","6.06亿","6.06亿","6.06亿","-","三季报","2020-02-26 15:01:12","000099"
"2019-09-30","135.50亿","135.50亿","126.60亿","8.90亿","三季报","2020-02-26 15:01:11","000100"
"2019-09-30","8.78亿","8.78亿","8.06亿","7170.73万","三季报","2020-02-26 15:01:13","000150"
"2019-09-30","2.96亿","2.96亿","2.67亿","2943.60万","三季报","2020-02-26 15:01:19","000151"
"2019-09-30","3.12亿","3.12亿","3.12亿","16.40万","三季报","2020-02-26 15:01:28","000153"
"2019-09-30","12.70亿","12.70亿","12.70亿","-","三季报","2020-02-26 15:01:25","000155"
"2019-09-30","14.33亿","14.33亿","12.80亿","1.53亿","三季报","2020-02-26 15:01:31","000156"
"2019-09-30","78.67亿","64.79亿","63.36亿","1.43亿","三季报","2020-02-26 15:01:37","000157"
"2019-12-11","15.99亿","15.99亿","15.70亿","2870.65万","注销回购股份","2020-02-26 15:01:48","000158"
"2019-09-30","4.81亿","4.81亿","4.81亿","-","三季报","2020-02-26 15:01:42","000159"
"2019-09-30","250.40亿","225.36亿","225.34亿","153.04万","三季报","2020-02-26 15:01:54","000166"
"2019-09-30","40.29亿","40.29亿","12.18亿","28.11亿","三季报","2020-02-26 15:01:59","000301"
"2019-09-30","69.51亿","69.51亿","67.86亿","1.66亿","三季报","2020-02-26 15:02:02","000333"
"2019-09-30","79.34亿","59.91亿","42.45亿","17.46亿","三季报","2020-02-26 15:02:03","000338"
"2019-09-30","10.08亿","10.08亿","10.08亿","14.70万","三季报","2020-02-26 15:02:09","000400"
"2019-09-30","13.48亿","13.48亿","13.47亿","30.83万","三季报","2020-02-26 15:02:13","000401"
"2019-09-30","29.89亿","29.89亿","29.88亿","129.84万","三季报","2020-02-26 15:02:17","000402"
"2019-09-30","2.73亿","2.73亿","2.71亿","117.35万","三季报","2020-02-26 15:02:16","000403"
"2019-09-30","6.96亿","6.96亿","6.95亿","137.32万","三季报","2020-02-26 15:02:22","000404"
"2019-09-30","8.80亿","8.80亿","8.76亿","434.08万","三季报","2020-02-26 15:02:27","000407"
"2019-11-13","19.94亿","19.94亿","4.73亿","15.20亿","配售股份上市","2020-02-26 15:02:23","000408"
"2019-09-30","5.11亿","5.11亿","4.06亿","1.05亿","三季报","2020-02-26 15:02:29","000409"
"2019-09-30","7.65亿","7.65亿","7.40亿","2512.15万","三季报","2020-02-26 15:02:34","000410"
"2019-09-30","2.49亿","2.49亿","2.07亿","4162.29万","三季报","2020-02-26 15:02:36","000411"
"2019-09-30","61.85亿","61.85亿","35.47亿","26.37亿","三季报","2020-02-26 15:02:38","000415"
"2019-09-30","5.32亿","5.32亿","5.32亿","23.04万","三季报","2020-02-26 15:02:50","000416"
"2019-09-30","7.80亿","7.80亿","7.79亿","85.67万","三季报","2020-02-26 15:02:44","000417"
"2019-09-30","5.44亿","5.44亿","5.43亿","29.27万","三季报","2020-02-26 15:02:58","000419"
"2019-09-30","19.71亿","19.71亿","18.50亿","1.20亿","三季报","2020-02-26 15:02:56","000420"
"2019-09-30","5.73亿","5.73亿","5.73亿","-","三季报","2020-02-26 15:03:03","000421"
"2019-09-30","8.98亿","8.98亿","8.98亿","5.37万","三季报","2020-02-26 15:03:02","000422"
"2019-09-30","6.54亿","6.54亿","6.54亿","15.42万","三季报","2020-02-26 15:03:11","000423"
"2019-09-30","78.34亿","78.34亿","69.94亿","8.40亿","三季报","2020-02-26 15:03:05","000425"
"2019-09-30","18.37亿","18.37亿","12.99亿","5.38亿","三季报","2020-02-26 15:03:16","000426"
"2019-09-30","10.19亿","10.19亿","10.19亿","4.16万","三季报","2020-02-26 15:03:22","000428"
"2019-09-30","20.91亿","17.42亿","13.03亿","4.39亿","三季报","2020-02-26 15:03:19","000429"
"2019-09-30","4.05亿","4.05亿","3.32亿","7307.89万","三季报","2020-02-26 15:03:23","000430"
"2019-09-30","29.05亿","16.70亿","16.57亿","1339.37万","三季报","2020-02-26 15:03:31","000488"
"2019-09-30","11.20亿","11.20亿","11.20亿","5.88万","三季报","2020-02-26 15:03:26","000498"
"2019-09-30","7.69亿","7.69亿","7.68亿","123.55万","三季报","2020-02-26 15:03:33","000501"
"2019-09-30","1.85亿","1.85亿","1.83亿","147.27万","三季报","2020-02-26 15:03:39","000502"
"2019-09-30","8.99亿","8.99亿","8.99亿","-","三季报","2020-02-26 15:03:42","000503"
"2019-09-30","3.12亿","3.12亿","3.11亿","90.07万","三季报","2020-02-26 15:03:44","000504"
"2019-09-30","6.86亿","6.21亿","4.06亿","2.15亿","三季报","2020-02-26 15:03:49","000505"
"2019-09-30","9.29亿","9.29亿","9.29亿","34.68万","三季报","2020-02-26 15:03:52","000506"
"2019-09-30","9.30亿","9.30亿","7.72亿","1.58亿","三季报","2020-02-26 15:03:55","000507"
"2019-09-30","8.25亿","8.25亿","8.25亿","3200.00","三季报","2020-02-26 15:04:05","000509"
"2019-09-30","6.09亿","6.09亿","5.49亿","5970.31万","三季报","2020-02-26 15:04:01","000510"
"2019-09-30","9.35亿","6.15亿","5.96亿","1930.93万","三季报","2020-02-26 15:04:10","000513"
"2019-09-30","8.44亿","8.44亿","8.44亿","-","三季报","2020-02-26 15:04:09","000514"
"2019-09-30","19.71亿","19.71亿","19.29亿","4204.77万","三季报","2020-02-26 15:04:21","000516"
"2019-09-30","31.84亿","31.84亿","30.36亿","1.48亿","三季报","2020-02-26 15:04:16","000517"
"2019-09-30","10.30亿","10.30亿","10.30亿","2.05万","三季报","2020-02-26 15:04:23","000518"
"2019-09-30","13.93亿","13.93亿","9.33亿","4.60亿","三季报","2020-02-26 15:04:25","000519"
"2019-09-30","10.12亿","10.12亿","10.12亿","-","三季报","2020-02-26 15:04:31","000520"
"2019-10-15","10.45亿","8.82亿","8.72亿","964.35万","配售股份上市","2020-02-26 15:04:37","000521"
"2019-09-30","6.28亿","6.28亿","6.27亿","63.00万","三季报","2020-02-26 15:04:40","000523"
"2019-09-30","6.70亿","6.70亿","2.72亿","3.98亿","三季报","2020-02-26 15:04:42","000524"
"2019-09-30","5.81亿","5.81亿","5.74亿","637.40万","三季报","2020-02-26 15:04:45","000525"
"2019-09-30","9619.51万","9619.51万","9619.51万","-","三季报","2020-02-26 15:04:48","000526"
"2019-09-30","14.76亿","14.76亿","14.63亿","1348.86万","三季报","2020-02-26 15:04:53","000528"
"2019-09-30","5.84亿","5.84亿","5.70亿","1390.60万","三季报","2020-02-26 15:04:52","000529"
"2019-09-30","8.43亿","6.02亿","5.98亿","396.45万","三季报","2020-02-26 15:05:01","000530"
"2019-09-30","6.85亿","6.85亿","6.85亿","-","三季报","2020-02-26 15:04:55","000531"
"2019-09-30","3.45亿","3.45亿","3.43亿","122.49万","三季报","2020-02-26 15:05:04","000532"
"2019-09-30","6.91亿","6.91亿","6.85亿","591.36万","三季报","2020-02-26 15:05:08","000533"
"2019-09-30","4.92亿","4.92亿","4.91亿","40.94万","三季报","2020-02-26 15:05:12","000534"
"2019-10-10","27.66亿","27.66亿","27.63亿","295.12万","配售股份上市","2020-02-26 15:05:13","000536"
"2019-09-30","18.63亿","18.63亿","5.13亿","13.50亿","三季报","2020-02-26 15:05:18","000537"
"2019-09-30","12.77亿","12.77亿","6.09亿","6.68亿","三季报","2020-02-26 15:05:20","000538"
"2019-09-30","52.50亿","44.52亿","25.54亿","18.98亿","三季报","2020-02-26 15:05:24","000539"
"2019-12-03","70.05亿","70.05亿","69.57亿","4820.55万","配售股份上市","2020-02-26 15:05:29","000540"
"2019-09-30","13.99亿","10.86亿","10.72亿","1413.62万","三季报","2020-02-26 15:05:30","000541"
"2019-09-30","22.67亿","22.67亿","17.90亿","4.76亿","三季报","2020-02-26 15:05:36","000543"
"2019-09-30","9.75亿","9.75亿","9.75亿","-","三季报","2020-02-26 15:05:42","000544"
"2019-09-30","9.87亿","9.87亿","9.59亿","2743.00万","三季报","2020-02-26 15:05:47","000545"
"2019-09-30","7.15亿","7.15亿","6.68亿","4670.83万","三季报","2020-02-26 15:05:58","000546"
"2019-09-30","16.06亿","16.06亿","11.02亿","5.04亿","三季报","2020-02-26 15:05:52","000547"
"2019-06-30","4.99亿","4.99亿","4.99亿","4.67万","半年报","2020-02-26 15:06:04","000548"
"2019-09-30","8.63亿","5.19亿","5.18亿","78.69万","三季报","2020-02-26 15:06:12","000550"
"2019-09-30","4.00亿","4.00亿","4.00亿","-","三季报","2020-02-26 15:06:08","000551"
"2019-09-30","22.87亿","22.87亿","22.84亿","322.98万","三季报","2020-02-26 15:06:21","000552"
"2019-09-30","24.47亿","22.80亿","4.69亿","18.11亿","三季报","2020-02-26 15:06:18","000553"
"2019-09-30","4.81亿","4.81亿","3.63亿","1.18亿","三季报","2020-02-26 15:06:25","000554"
"2019-10-31","9.70亿","9.70亿","9.41亿","2929.64万","股权激励","2020-02-26 15:06:28","000555"
"2019-12-06","14.58亿","14.58亿","14.58亿","45.85万","配售股份上市","2020-02-26 15:06:30","000557"
"2019-09-30","12.89亿","12.89亿","12.88亿","80.41万","三季报","2020-02-26 15:06:37","000558"
"2019-09-30","27.53亿","27.53亿","27.53亿","1.01万","三季报","2020-02-26 15:06:43","000559"
"2019-09-30","23.56亿","23.56亿","17.98亿","5.58亿","三季报","2020-02-26 15:06:50","000560"
"2019-10-14","6.05亿","6.05亿","5.96亿","819.76万","激励股份上市","2020-02-26 15:06:48","000561"
"2019-09-30","39.64亿","39.64亿","39.64亿","-","三季报","2020-02-26 15:06:52","000563"
"2019-10-09","60.08亿","60.08亿","20.06亿","40.02亿","配售股份上市","2020-02-26 15:06:54","000564"
"2019-09-30","4.34亿","4.34亿","4.34亿","-","三季报","2020-02-26 15:06:58","000565"
"2019-09-30","13.36亿","13.36亿","12.03亿","1.32亿","三季报","2020-02-26 15:07:00","000566"
"2019-09-30","6.41亿","6.41亿","2.18亿","4.23亿","三季报","2020-02-26 15:07:06","000567"
"2019-09-30","14.65亿","14.65亿","14.60亿","464.72万","三季报","2020-02-26 15:07:15","000568"
"2019-09-30","5.61亿","4.11亿","4.11亿","-","三季报","2020-02-26 15:07:09","000570"
"2019-09-30","8.14亿","8.14亿","8.06亿","789.53万","三季报","2020-02-26 15:07:20","000571"
"2019-09-30","16.45亿","16.45亿","16.42亿","248.12万","三季报","2020-02-26 15:07:19","000572"
"2019-09-30","6.49亿","6.49亿","6.29亿","1963.26万","三季报","2020-02-26 15:07:21","000573"
"2019-09-30","4.43亿","4.43亿","4.28亿","1487.69万","三季报","2020-02-26 15:07:23","000576"
"2019-09-30","10.09亿","8.37亿","8.36亿","8.01万","三季报","2020-02-26 15:07:29","000581"
"2019-09-30","16.35亿","16.35亿","2.63亿","13.71亿","三季报","2020-02-26 15:07:28","000582"
"2019-09-30","6.13亿","6.13亿","5.98亿","1500.84万","三季报","2020-02-26 15:07:33","000584"
"2019-09-30","8.73亿","6.15亿","6.09亿","599.90万","三季报","2020-02-26 15:07:38","000585"
"2019-09-30","1.93亿","1.93亿","1.93亿","-","三季报","2020-02-26 15:07:44","000586"
"2019-09-30","21.24亿","21.24亿","12.13亿","9.11亿","三季报","2020-02-26 15:07:50","000587"
"2019-09-30","7.75亿","7.75亿","7.75亿","7.61万","三季报","2020-02-26 15:07:53","000589"
"2019-09-30","2.39亿","2.39亿","2.23亿","1623.50万","三季报","2020-02-26 15:07:59","000590"
"2019-09-30","30.07亿","30.07亿","20.37亿","9.70亿","三季报","2020-02-26 15:07:57","000591"
"2019-09-30","19.32亿","19.32亿","19.14亿","1795.65万","三季报","2020-02-26 15:08:05","000592"
"2019-09-30","3.59亿","3.59亿","3.58亿","14.78万","三季报","2020-02-26 15:08:12","000593"
"2019-09-30","7.64亿","7.64亿","7.52亿","1251.74万","三季报","2020-02-26 15:08:09","000595"
"2019-09-30","5.04亿","3.84亿","3.84亿","-","三季报","2020-02-26 15:08:16","000596"
"2019-09-30","9.05亿","9.05亿","8.17亿","8749.14万","三季报","2020-02-26 15:08:21","000597"
"2019-09-30","29.86亿","29.86亿","29.86亿","-","三季报","2020-02-26 15:08:22","000598"
"2019-09-30","8.29亿","8.29亿","7.68亿","6081.16万","三季报","2020-02-26 15:08:34","000599"
"2019-09-30","17.92亿","17.92亿","10.90亿","7.02亿","三季报","2020-02-26 15:08:29","000600"
"2019-09-30","10.81亿","10.81亿","10.80亿","71.96万","三季报","2020-02-26 15:08:39","000601"
"2019-09-30","6.90亿","6.90亿","5.87亿","1.03亿","三季报","2020-02-26 15:08:40","000603"
"2019-09-30","3.53亿","3.53亿","2.73亿","7967.11万","三季报","2020-02-26 15:08:44","000605"
"2019-09-30","7.66亿","7.66亿","7.07亿","5859.77万","三季报","2020-02-26 15:08:50","000606"
"2019-09-30","10.18亿","10.18亿","8.85亿","1.33亿","三季报","2020-02-26 15:09:10","000607"
"2019-09-30","7.50亿","7.50亿","7.50亿","11.15万","三季报","2020-02-26 15:08:55","000608"
"2019-09-30","2.99亿","2.99亿","2.92亿","729.18万","三季报","2020-02-26 15:08:59","000609"
"2019-09-30","2.37亿","2.37亿","2.35亿","147.01万","三季报","2020-02-26 15:09:04","000610"
"2019-09-30","3.38亿","3.38亿","3.19亿","1847.41万","三季报","2020-02-26 15:09:16","000611"
"2019-09-30","11.92亿","11.92亿","11.89亿","299.87万","三季报","2020-02-26 15:09:14","000612"
"2019-09-30","3.64亿","2.76亿","2.66亿","1022.34万","三季报","2020-02-26 15:09:21","000613"
"2019-10-29","7.82亿","7.82亿","7.49亿","3281.63万","配售股份上市","2020-02-26 15:09:24","000615"
"2019-09-30","14.30亿","14.30亿","14.30亿","-","三季报","2020-02-26 15:09:25","000616"
"2019-09-30","90.30亿","90.30亿","2.88亿","87.43亿","三季报","2020-02-26 15:09:30","000617"
"2019-09-30","3.60亿","3.60亿","3.60亿","-","三季报","2020-02-26 15:09:29","000619"
"2019-09-30","18.97亿","18.97亿","18.97亿","7.60万","三季报","2020-02-26 15:09:36","000620"
"2019-09-30","4.25亿","4.25亿","4.25亿","-","三季报","2020-02-26 15:09:39","000622"
"2019-09-30","11.63亿","11.63亿","11.42亿","2099.24万","三季报","2020-02-26 15:09:49","000623"
"2019-10-16","48.03亿","39.01亿","39.01亿","1.89万","配售股份上市","2020-02-26 15:09:44","000625"
"2019-09-30","5.43亿","5.43亿","4.64亿","7892.85万","三季报","2020-02-26 15:09:53","000626"
"2019-09-30","49.41亿","49.41亿","43.03亿","6.38亿","三季报","2020-02-26 15:09:57","000627"
"2019-09-30","3.11亿","3.11亿","1.88亿","1.23亿","三季报","2020-02-26 15:10:02","000628"
"2019-09-30","85.90亿","85.90亿","47.67亿","38.23亿","三季报","2020-02-26 15:10:06","000629"
"2019-09-30","105.27亿","105.27亿","95.61亿","9.66亿","三季报","2020-02-26 15:10:10","000630"
"2019-09-30","24.33亿","24.33亿","24.33亿","-","三季报","2020-02-26 15:10:16","000631"
"2019-09-30","4.66亿","4.66亿","4.65亿","3.42万","三季报","2020-02-26 15:10:18","000632"
"2019-09-30","3.85亿","3.85亿","3.85亿","2300.00","三季报","2020-02-26 15:10:24","000633"
"2019-09-30","3.03亿","3.03亿","3.03亿","-","三季报","2020-02-26 15:10:28","000635"
"2019-09-30","8.95亿","8.95亿","8.95亿","3.00万","三季报","2020-02-26 15:10:31","000636"
"2019-09-30","5.20亿","5.20亿","3.66亿","1.53亿","三季报","2020-02-26 15:10:37","000637"
"2019-09-30","3.09亿","3.09亿","3.09亿","-","三季报","2020-02-26 15:10:40","000638"
"2019-09-30","10.79亿","10.79亿","10.76亿","307.94万","三季报","2020-02-26 15:10:43","000639"
"2019-09-30","12.38亿","12.38亿","11.80亿","5794.69万","三季报","2020-02-26 15:10:49","000650"
"2019-09-30","60.16亿","60.16亿","59.70亿","4581.17万","三季报","2020-02-26 15:10:53","000651"
"2019-09-30","14.76亿","14.76亿","14.74亿","144.82万","三季报","2020-02-26 15:10:58","000652"
"2019-09-30","5.95亿","5.95亿","5.95亿","-","三季报","2020-02-26 15:11:00","000655"
"2019-09-30","53.40亿","53.40亿","52.47亿","9247.78万","三季报","2020-02-26 15:11:06","000656"
"2019-09-30","8.80亿","8.80亿","7.74亿","1.07亿","三季报","2020-02-26 15:11:12","000657"
"2019-09-30","12.86亿","12.86亿","12.86亿","-","三季报","2020-02-26 15:11:17","000659"
"2019-09-30","1.70亿","1.70亿","1.70亿","9.02万","三季报","2020-02-26 15:11:21","000661"
"2019-09-30","10.93亿","10.93亿","10.93亿","11.70万","三季报","2020-02-26 15:11:22","000662"
"2019-09-30","3.37亿","3.37亿","2.55亿","8164.67万","三季报","2020-02-26 15:11:28","000663"
"2019-09-30","9.64亿","9.64亿","9.63亿","7.82万","三季报","2020-02-26 15:11:29","000665"
"2019-09-30","7.04亿","5.23亿","2.94亿","2.30亿","三季报","2020-02-26 15:11:35","000666"
"2019-09-30","24.67亿","24.67亿","24.47亿","1967.40万","三季报","2020-02-26 15:11:33","000667"
"2019-09-30","1.47亿","1.47亿","1.47亿","15.35万","三季报","2020-02-26 15:11:38","000668"
"2019-09-30","6.80亿","6.80亿","6.66亿","1396.30万","三季报","2020-02-26 15:11:41","000669"
"2019-09-30","8.17亿","8.17亿","6.00亿","2.16亿","三季报","2020-02-26 15:11:43","000670"
"2019-09-30","40.50亿","40.50亿","39.72亿","7818.52万","三季报","2020-02-26 15:11:46","000671"
"2019-09-30","8.14亿","8.14亿","8.14亿","1.04万","三季报","2020-02-26 15:11:45","000672"
"2019-09-30","7.92亿","7.92亿","7.90亿","204.01万","三季报","2020-02-26 15:11:48","000673"
"2019-09-30","13.26亿","13.26亿","6.54亿","6.72亿","三季报","2020-02-26 15:11:49","000676"
"2019-09-30","8.64亿","8.64亿","8.64亿","-","三季报","2020-02-26 15:11:54","000677"
"2019-09-30","4.60亿","4.60亿","4.60亿","-","三季报","2020-02-26 15:11:52","000678"
"2019-09-30","3.56亿","3.56亿","3.56亿","4.94万","三季报","2020-02-26 15:12:04","000679"
"2019-09-30","12.41亿","12.41亿","10.57亿","1.84亿","三季报","2020-02-26 15:12:02","000680"
"2019-09-30","7.01亿","7.01亿","6.61亿","3939.99万","三季报","2020-02-26 15:12:07","000681"
"2019-09-30","13.41亿","13.41亿","9.78亿","3.63亿","三季报","2020-02-26 15:12:11","000682"
"2019-11-26","39.24亿","39.24亿","35.63亿","3.62亿","激励股份上市","2020-02-26 15:12:16","000683"
"2019-09-30","14.75亿","14.75亿","12.53亿","2.22亿","三季报","2020-02-26 15:12:21","000685"
"2019-09-30","23.40亿","23.40亿","23.40亿","-","三季报","2020-02-26 15:12:26","000686"
"2019-09-30","7.66亿","7.66亿","7.53亿","1342.11万","三季报","2020-02-26 15:12:28","000687"
"2019-09-30","11.37亿","11.37亿","11.37亿","4300.00","三季报","2020-02-26 15:12:29","000688"
"2019-09-30","21.76亿","21.76亿","20.84亿","9176.52万","三季报","2020-02-26 15:12:37","000690"
"2019-09-30","3.23亿","3.23亿","2.90亿","3278.37万","三季报","2020-02-26 15:12:31","000691"
"2019-09-30","5.33亿","5.33亿","5.33亿","4.71万","三季报","2020-02-26 15:12:43","000692"
"2019-09-30","2.22亿","2.22亿","2.22亿","42.62万","三季报","2020-02-26 15:12:38","000695"
"2019-11-13","6.72亿","6.72亿","5.66亿","1.06亿","配售股份上市","2020-02-26 15:12:52","000697"
"2019-09-30","8.20亿","8.20亿","7.86亿","3382.97万","三季报","2020-02-26 15:12:50","000698"
"2019-09-30","8.27亿","8.27亿","7.17亿","1.10亿","三季报","2020-02-26 15:12:55","000700"
"2019-09-30","4.07亿","4.07亿","4.07亿","-","三季报","2020-02-26 15:12:57","000701"
"2019-09-30","2.67亿","2.67亿","2.67亿","-","三季报","2020-02-26 15:13:01","000702"
"2019-09-30","28.42亿","28.42亿","22.83亿","5.59亿","三季报","2020-02-26 15:13:02","000703"
"2019-09-30","3.34亿","3.34亿","2.82亿","5213.96万","三季报","2020-02-26 15:13:04","000705"
"2019-09-30","4.64亿","4.64亿","4.64亿","1500.00","三季报","2020-02-26 15:13:07","000707"
"2019-09-30","29.69亿","29.69亿","4.49亿","25.19亿","三季报","2020-02-26 15:13:10","000708"
"2019-09-30","106.19亿","106.19亿","106.17亿","171.53万","三季报","2020-02-26 15:13:13","000709"
"2019-11-21","3.55亿","3.55亿","2.31亿","1.24亿","其他","2020-02-26 15:13:19","000710"
"2019-11-25","10.24亿","10.24亿","7.83亿","2.41亿","配售股份上市","2020-02-26 15:13:23","000711"
"2019-09-30","8.96亿","8.96亿","7.96亿","1.00亿","三季报","2020-02-26 15:13:27","000712"
"2019-12-04","4.39亿","4.39亿","3.89亿","5004.34万","非公开发行股票","2020-02-26 15:13:33","000713"
"2019-09-30","4.16亿","4.16亿","4.15亿","66.17万","三季报","2020-02-26 15:13:34","000715"
"2019-09-30","7.46亿","7.46亿","6.24亿","1.22亿","三季报","2020-02-26 15:13:39","000716"
"2019-09-30","24.20亿","24.20亿","24.20亿","-","三季报","2020-02-26 15:13:45","000717"
"2019-11-21","30.35亿","30.35亿","22.89亿","7.45亿","其他","2020-02-26 15:13:51","000718"
"2019-09-30","10.23亿","10.23亿","6.67亿","3.56亿","三季报","2020-02-26 15:13:52","000719"
"2019-09-30","12.90亿","12.90亿","8.63亿","4.26亿","三季报","2020-02-26 15:13:54","000720"
"2019-09-30","4.99亿","4.99亿","4.36亿","6321.55万","三季报","2020-02-26 15:14:00","000721"
"2019-09-30","4.64亿","4.64亿","4.64亿","-","三季报","2020-02-26 15:14:09","000722"
"2019-09-30","40.99亿","40.99亿","37.76亿","3.23亿","三季报","2020-02-26 15:14:03","000723"
"2019-09-30","347.98亿","338.62亿","338.60亿","253.57万","三季报","2020-02-26 15:14:15","000725"
"2019-09-30","8.58亿","5.62亿","5.61亿","110.75万","三季报","2020-02-26 15:14:19","000726"
