"code","first_industry","second_industry","c_industry"
"002809","化工","化学制品","化工 — 化学制品"
"002810","化工","化学制品","化工 — 化学制品"
"002811","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002812","化工","化学制品","化工 — 化学制品"
"002813","汽车","汽车零部件","汽车 — 汽车零部件"
"002815","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002816","机械设备","专用设备","机械设备 — 专用设备"
"002817","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002818","商业贸易","商业物业经营","商业贸易 — 商业物业经营"
"002819","机械设备","仪器仪表","机械设备 — 仪器仪表"
"002820","食品饮料","食品加工","食品饮料 — 食品加工"
"002821","医药生物","化学制药","医药生物 — 化学制药"
"002822","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002823","电气设备","电机","电气设备 — 电机"
"002824","有色金属","工业金属","有色金属 — 工业金属"
"002825","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"002826","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002827","化工","化学制品","化工 — 化学制品"
"002828","采掘","采掘服务","采掘 — 采掘服务"
"002829","国防军工","航天装备","国防军工 — 航天装备"
"002830","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002831","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002832","纺织服装","服装家纺","纺织服装 — 服装家纺"
"002833","机械设备","专用设备","机械设备 — 专用设备"
"002835","计算机","计算机设备","计算机 — 计算机设备"
"002836","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002837","机械设备","专用设备","机械设备 — 专用设备"
"002838","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"002839","银行","银行","银行 — 银行"
"002840","食品饮料","食品加工","食品饮料 — 食品加工"
"002841","电子","光学光电子","电子 — 光学光电子"
"002842","有色金属","稀有金属","有色金属 — 稀有金属"
"002843","机械设备","金属制品","机械设备 — 金属制品"
"002845","电子","光学光电子","电子 — 光学光电子"
"002846","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002847","食品饮料","食品加工","食品饮料 — 食品加工"
"002848","家用电器","视听器材","家用电器 — 视听器材"
"002849","机械设备","仪器仪表","机械设备 — 仪器仪表"
"002850","电子","电子制造","电子 — 电子制造"
"002851","电气设备","电源设备","电气设备 — 电源设备"
"002852","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"002853","轻工制造","家用轻工","轻工制造 — 家用轻工"
"002855","电子","电子制造","电子 — 电子制造"
"002856","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002857","机械设备","仪器仪表","机械设备 — 仪器仪表"
"002858","传媒","文化传媒","传媒 — 文化传媒"
"002859","电子","电子制造","电子 — 电子制造"
"002860","家用电器","白色家电","家用电器 — 白色家电"
"002861","电子","电子制造","电子 — 电子制造"
"002862","轻工制造","家用轻工","轻工制造 — 家用轻工"
"002863","汽车","汽车零部件","汽车 — 汽车零部件"
"002864","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002865","汽车","汽车零部件","汽车 — 汽车零部件"
"002866","电子","电子制造","电子 — 电子制造"
"002867","轻工制造","家用轻工","轻工制造 — 家用轻工"
"002868","农林牧渔","动物保健","农林牧渔 — 动物保健"
"002869","电子","其他电子","电子 — 其他电子"
"002870","机械设备","仪器仪表","机械设备 — 仪器仪表"
"002871","机械设备","通用机械","机械设备 — 通用机械"
"002872","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"002873","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002875","纺织服装","服装家纺","纺织服装 — 服装家纺"
"002876","电子","光学光电子","电子 — 光学光电子"
"002877","机械设备","通用机械","机械设备 — 通用机械"
"002878","传媒","营销传播","传媒 — 营销传播"
"002879","电气设备","高低压设备","电气设备 — 高低压设备"
"002880","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"002881","电子","电子制造","电子 — 电子制造"
"002882","电气设备","高低压设备","电气设备 — 高低压设备"
"002883","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002884","机械设备","通用机械","机械设备 — 通用机械"
"002885","电子","电子制造","电子 — 电子制造"
"002886","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"002887","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"002888","电子","电子制造","电子 — 电子制造"
"002889","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002890","机械设备","专用设备","机械设备 — 专用设备"
"002891","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"002892","电气设备","电机","电气设备 — 电机"
"002893","公用事业","电力","公用事业 — 电力"
"002895","化工","化学制品","化工 — 化学制品"
"002896","机械设备","通用机械","机械设备 — 通用机械"
"002897","通信","通信设备","通信 — 通信设备"
"002898","医药生物","化学制药","医药生物 — 化学制药"
"002899","轻工制造","家用轻工","轻工制造 — 家用轻工"
"002900","医药生物","化学制药","医药生物 — 化学制药"
"002901","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"002902","通信","通信设备","通信 — 通信设备"
"002903","机械设备","通用机械","机械设备 — 通用机械"
"002905","传媒","文化传媒","传媒 — 文化传媒"
"002906","汽车","汽车零部件","汽车 — 汽车零部件"
"002907","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002908","通信","通信设备","通信 — 通信设备"
"002909","化工","化学制品","化工 — 化学制品"
"002910","食品饮料","食品加工","食品饮料 — 食品加工"
"002911","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"002912","计算机","计算机设备","计算机 — 计算机设备"
"002913","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002915","化工","化学制品","化工 — 化学制品"
"002916","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002917","化工","化学制品","化工 — 化学制品"
"002918","建筑材料","其他建材","建筑材料 — 其他建材"
"002919","化工","化学制品","化工 — 化学制品"
"002920","计算机","计算机应用","计算机 — 计算机应用"
"002921","汽车","汽车零部件","汽车 — 汽车零部件"
"002922","电子","电子制造","电子 — 电子制造"
"002923","医药生物","化学制药","医药生物 — 化学制药"
"002925","电子","电子制造","电子 — 电子制造"
"002926","非银金融","证券","非银金融 — 证券"
"002927","电气设备","高低压设备","电气设备 — 高低压设备"
"002928","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"002929","通信","通信设备","通信 — 通信设备"
"002930","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002931","机械设备","专用设备","机械设备 — 专用设备"
"002932","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"002933","国防军工","航空装备","国防军工 — 航空装备"
"002935","国防军工","航天装备","国防军工 — 航天装备"
"002936","银行","银行","银行 — 银行"
"002937","电子","电子制造","电子 — 电子制造"
"002938","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002939","非银金融","证券","非银金融 — 证券"
"002940","医药生物","化学制药","医药生物 — 化学制药"
"002941","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002942","化工","化学制品","化工 — 化学制品"
"002943","机械设备","通用机械","机械设备 — 通用机械"
"002945","非银金融","证券","非银金融 — 证券"
"002946","食品饮料","食品加工","食品饮料 — 食品加工"
"002947","电子","电子制造","电子 — 电子制造"
"002948","银行","银行","银行 — 银行"
"002949","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"002950","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"002951","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002952","电子","光学光电子","电子 — 光学光电子"
"002953","电气设备","高低压设备","电气设备 — 高低压设备"
"002955","计算机","计算机设备","计算机 — 计算机设备"
"002956","食品饮料","食品加工","食品饮料 — 食品加工"
"002957","机械设备","专用设备","机械设备 — 专用设备"
"002958","银行","银行","银行 — 银行"
"002959","家用电器","白色家电","家用电器 — 白色家电"
"002960","机械设备","专用设备","机械设备 — 专用设备"
"002961","非银金融","多元金融","非银金融 — 多元金融"
"002962","电子","光学光电子","电子 — 光学光电子"
"002963","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002965","机械设备","金属制品","机械设备 — 金属制品"
"002966","银行","银行","银行 — 银行"
"002967","综合","综合Ⅱ","综合 — 综合Ⅱ"
"002968","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002969","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"003816","公用事业","电力","公用事业 — 电力"
"300001","电气设备","高低压设备","电气设备 — 高低压设备"
"300002","计算机","计算机应用","计算机 — 计算机应用"
"300003","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300004","机械设备","专用设备","机械设备 — 专用设备"
"300005","纺织服装","服装家纺","纺织服装 — 服装家纺"
"300006","医药生物","化学制药","医药生物 — 化学制药"
"300007","机械设备","仪器仪表","机械设备 — 仪器仪表"
"300008","国防军工","船舶制造","国防军工 — 船舶制造"
"300009","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"300010","计算机","计算机应用","计算机 — 计算机应用"
"300011","电气设备","电源设备","电气设备 — 电源设备"
"300012","综合","综合Ⅱ","综合 — 综合Ⅱ"
"300013","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"300014","电子","其他电子","电子 — 其他电子"
"300015","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"300016","医药生物","化学制药","医药生物 — 化学制药"
"300017","通信","通信设备","通信 — 通信设备"
"300018","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"300019","化工","化学制品","化工 — 化学制品"
"300020","计算机","计算机应用","计算机 — 计算机应用"
"300021","农林牧渔","农业综合Ⅱ","农林牧渔 — 农业综合Ⅱ"
"300022","商业贸易","专业零售","商业贸易 — 专业零售"
"300023","非银金融","多元金融","非银金融 — 多元金融"
"300024","机械设备","通用机械","机械设备 — 通用机械"
"300025","通信","通信设备","通信 — 通信设备"
"300026","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"300027","传媒","文化传媒","传媒 — 文化传媒"
"300029","电气设备","电源设备","电气设备 — 电源设备"
"300030","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"300031","传媒","互联网传媒","传媒 — 互联网传媒"
"300032","电子","光学光电子","电子 — 光学光电子"
"300033","计算机","计算机应用","计算机 — 计算机应用"
"300034","国防军工","航天装备","国防军工 — 航天装备"
