"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"002325","刘年新","刘年新","刘年新","苏毅","刘年新","刘望"
"002326","王莺妹、何人宝","王莺妹、何人宝","王莺妹","张江山","王莺妹","何人宝"
"002327","林国芳、陈国红","林国芳、陈国红","林国芳","龚芸","林国芳","林国芳"
"002328","宋琳","宋琳","宋琳","李文君","宋琳","郑伟强"
"002329","黄嘉棣","黄嘉棣","黄嘉棣","王婉芳","黄嘉棣","陈易一"
"002330","郑和平","郑和平","郑思敏","李光强","郑思敏","于瑞波"
"002331","周发展","周发展","周发展","潘大圣","周发展","廖凯"
"002332","仙居县国有资产投资集团有限公司","仙居县国有资产监督管理委员会","张宇松","张王伟","张宇松","张宇松"
"002333","吴明福","吴明福","吴明福","施健","吴明福","钱芳"
"002334","黄申力","黄申力","黄申力","鄢光敏","黄申力","黄申力"
"002335","陈成辉","陈成辉","陈成辉","林韬","陈成辉","陈成辉"
"002336","西安曲江新区管理委员会","西安曲江新区管理委员会","何浩","蔡慧明","何浩","徐志强"
"002337","张建浩","张建浩","张晓辰","焦君涵","张晓辰","史航"
"002338","中国科学院长春光学精密机械与物理研究所","中国科学院长春光学精密机械与物理研究所","贾平","高劲松","贾平","高劲松"
"002339","杨志强、王良、严中华、冯东、王浩、张志伟、耿生民、孙合友","杨志强、王良、严中华、冯东、王浩、张志伟、耿生民、孙合友","王良","姚斌","王良","严中华"
"002340","许开华、王敏","许开华、王敏","许开华","欧阳铭志","许开华","蒋振康"
"002341","侯毅","侯毅","侯毅","文成炜","侯毅","侯毅"
"002342","杨建忠、杨建国、杨会德、杨子","杨建忠、杨建国、杨会德、杨子","杨建忠","张云","杨建忠","张虹"
"002343","江西出版集团公司","江西省人民政府","吴卫东","严明","吴卫东","马中骏"
"002344","海宁市国有资产监督管理局","海宁市人民政府","张月明","孙宇民","张月明","张月明"
"002345","廖木枝","廖木枝","廖木枝","徐俊雄","廖木枝","廖创宾"
"002346","陆仁军、蒋陆峰","陆仁军、蒋陆峰","陆仁军","郭加广","陆仁军","蒋陆峰"
"002347","邰正彪","邰正彪","邰正彪","杨晓明","邰正彪","邰正彪"
"002348","杨旭恩、杨广城、杨镇欣、杨镇凯、杨楚丽、杨康华","杨旭恩、杨广城、杨镇欣、杨镇凯、杨楚丽、杨康华","杨旭恩","章耿源","杨旭恩","杨旭恩"
"002349","南通市国有资产监督管理委员会","南通市国有资产监督管理委员会","尹红宇","王剑锋","尹红宇","周云中"
"002350","张新育","张新育","张新育","郭文亮","张新育","申威"
"002351","张文东","张文东","张文东","李晓东","张文东","张文东"
"002352","王卫","王卫","王卫","甘玲","王卫","王卫"
"002353","孙伟杰、王坤晓、刘贞峰","孙伟杰、王坤晓、刘贞峰","孙伟杰","张志刚","孙伟杰","王继丽"
"002354","--","--","沈中华","刘玉萍","李春","徐德伟"
"002355","周治","周治","高赫男","宋晓刚","高赫男","高赫男"
"002356","-",,"王磊","王磊","王磊","于阳"
"002357","刘锋","刘锋","董和玉","曹洪","董和玉","蔡亮发"
"002358","楚金甫","楚金甫","杨合岭","韩瑞","杨合岭","曹宏"
"002359","赵晶、赵培林","赵晶、赵培林","孙明健","陈岩","陈岩","陈岩"
"002360","张云升","张云升","张云升","邬庆文","张云升","邬庆文"
"002361","刘志坚","刘志坚","刘志坚","吴昌国","刘志坚","刘志坚"
"002362","刘迎建、徐冬青","刘迎建、徐冬青","刘迎建","朱德永","刘迎建","刘昌平"
"002363","张乔敏、张海燕","张乔敏、张海燕","张海燕","刘建","张海燕","张海燕"
"002364","朱国锭","朱国锭","朱国锭","陈志云","朱国锭","赵大春"
"002365","陈勇","陈勇","陈勇","吴晓波","陈勇","吴玉熙"
"002366","王雪欣","王雪欣","王雪欣","马明","王雪欣","孙录友"
"002367","王友林","王友林","王友林","吴贤","王友林","王友林"
"002368","中国电子科技集团有限公司","国务院国有资产监督管理委员会","刘学林","孙国锋","刘学林","吕翊"
"002369","夏传武","夏传武","昌智","魏代英","昌智","陈新民"
"002370","陈尧根","陈尧根","陈尧根","沈依伊","陈尧根","陈尧根"
"002371","北京电子控股有限责任公司","北京电子控股有限责任公司","赵晋荣","王晓宁","赵晋荣","陶海虹"
"002372","章卡鹏、张三云","章卡鹏、张三云","金红阳","谭梅","金红阳","金红阳"
"002373","夏曙东","夏曙东","夏曙东","张兴明","夏曙东","夏曙东"
"002374","钱建蓉","钱建蓉","钱建蓉","李海霞","钱建蓉","贡明"
"002375","丁欣欣、张杏娟","丁欣欣、张杏娟","丁泽成","戴轶钧","张小明","张小明"
"002376","威海市人民政府国有资产监督管理委员会","威海市人民政府国有资产监督管理委员会","丛强滋","荣波","丛强滋","宋森"
"002377","高庆寿","高庆寿","王昕","彭雅超","王昕","吕华生"
"002378","黄泽兰","黄泽兰","黄泽兰","刘佶","黄世春","黄世春"
"002379","张士平","张士平","赵前方","肖萧","赵前方","朱凯"
"002380","刘国耀、胡歙眉、刘建耀、胡梓章","刘国耀、胡歙眉、刘建耀、胡梓章","刘国耀","赵文庆","刘国耀","胡歙眉"
"002381","沈耿亮","沈耿亮","沈耿亮","张梁铨","沈耿亮","沈会民"
"002382","李振平","李振平","刘文静","钟舒乔","刘文静","李炳容"
"002383","郑州航空港经济综合实验区管理委员会","郑州航空港经济综合实验区管理委员会","郭信平","左玉立","郭信平","郭信平"
"002384","袁永峰、袁永刚、袁富根","袁永峰、袁永刚、袁富根","袁永刚","冒小燕","袁永刚","袁永峰"
"002385","邵根伙","邵根伙","邵根伙","陈忠恒","邵根伙","张立忠"
"002386","宜宾市政府国有资产监督管理委员会","宜宾市政府国有资产监督管理委员会","罗云","何波","罗云","邓敏"
"002387","王文学","王文学","程涛","刘宇宙","程涛","张德强"
"002388","许伟明、徐琦","许伟明、徐琦","许雷宇","伍娜","许雷宇","胡大富"
"002389","中国航天科技集团有限公司","国务院国有资产监督管理委员会","胡梅晓","杜志喜","胡梅晓","胡梅晓"
"002390","朱吉满、白莉惠","朱吉满、白莉惠","安怀略","陈船","安怀略","孔令忠"
"002391","于国权","于国权","于国权","马长庆","于国权","孙霞林"
"002392","赵继增","赵继增","赵继增","何枫","赵继增","赵伟"
"002393","天津市国有资产监督管理委员会","天津市国有资产监督管理委员会","齐铁栓","马霏霏","齐铁栓","王福军"
"002394","孔祥军,崔恒富,陈警娇,黄长根","孔祥军,崔恒富,陈警娇,黄长根","薛庆龙","潘志刚","薛庆龙","于拥军"
"002395","唐炳泉","唐炳泉","唐越峰","沈铭","唐越峰","刘连伟"
"002396","福建省电子信息(集团)有限责任公司","福建省人民政府国有资产监督管理委员会","黄奕豪","刘万里","黄奕豪","阮加勇"
"002397","姜天武","姜天武","姜天武","李军","姜天武","李菁"
"002398","蔡永太","蔡永太","蔡永太","林祥毅","蔡永太","蔡永太"
"002399","李锂、李坦","李锂、李坦","李锂","步海华","李锂","单宇"
"002400","广东省国有资产监督管理委员会","广东省国有资产监督管理委员会","陈钿隆","廖浩","陈钿隆","何滨"
"002401","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","蔡惠星","戴静","蔡惠星","周群"
"002402","刘建伟","刘建伟","刘建伟","罗珊珊","刘建伟","刘建伟"
"002403","陈合林、陈文君、陈灵巧、林菊香","陈合林、陈文君、陈灵巧、林菊香","陈合林","刘学亮","陈合林","陈合林"
"002404","周国建","周国建","周国建","郑晓","周国建","徐鸿"
"002405","-","-","吴劲风","孟庆昕","吴劲风","程鹏"
"002406","刘延生","刘延生","刘延生","李丹青","刘延生","刘娅雪"
"002407","李世江","李世江","李世江","陈相举","李世江","李凌云"
"002408","张劲","张劲","车成聚","张军","车成聚","车成聚"
"002409","沈琦、沈馥、沈锡强、骆颖、窦靖芳","沈琦、沈馥、沈锡强、骆颖、窦靖芳","沈琦","覃红健","沈琦","沈琦"
"002410","刁志中","刁志中","刁志中","李树剑","刁志中","袁正刚"
"002411","李宗松","李宗松","谷晓嘉","苏熳","谷晓嘉","香兴福"
"002412","刘令安","刘令安","刘令安","罗永青","刘令安","刘正清"
"002413","-","-","戴斌","刘训雨","戴斌","刘峰"
"002414","黄立","黄立","黄立","陈丽玲","黄立","张燕"
"002415","中国电子科技集团有限公司","国务院国有资产监督管理委员会","陈宗年","黄方红","陈宗年","胡扬忠"
"002416","黄绍武","黄绍武","黄文辉","吴海南","黄文辉","周友盟"
"002417","周世平","周世平","周世平","骆丹丹","周世平","周世平"
"002418","陈汉康","陈汉康","王亚骏","李文波","王亚骏","郭建君"
"002419","中国航空工业集团有限公司","国务院国有资产监督管理委员会","高书林","万颖","高书林","张旭华"
"002420","熊海涛","熊海涛","熊海涛","叶昌焱","熊海涛","徐建新"
"002421","刘磅","刘磅","刘磅","林雨斌","刘磅","刘磅"
"002422","刘革新","刘革新","刘革新","冯昊","刘革新","刘思川"
"002423","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","孙彦敏","姜正华","孙彦敏","孙彦敏"
"002424","姜伟","姜伟","姜伟","牛民","姜伟","牛民"
"002425","陈玉琴、郑合明","陈玉琴、郑合明","郑合明","彭玲","郑合明","何啸威"
"002426","高玉根","高玉根","高玉根","殷勤","高玉根","高玉根"
"002427","-",,"-","武雪原","邵瑞泽","温福君"
"002428","包文东、吴开惠","包文东、吴开惠","包文东","金洪国","包文东","包文东"
"002429","顾伟","顾伟","顾伟","方振宇","顾伟","欧军"
"002430","杭州市国有资产监督管理委员会","杭州市国有资产监督管理委员会","蒋明","汪加林","蒋明","毛绍融"
"002431","河南省财政厅","河南省财政厅","潘晓林","陈思思","潘晓林","刘歆"
"002432","刘毅","刘毅","刘毅","邬彤","刘毅","刘毅"
"002433","柯树泉","柯树泉","柯少彬","陈英","柯少彬","柯少彬"
"002434","黄河清、吴月华","黄河清、吴月华","黄河清","张雷刚","黄河清","顾勇亭"
"002435","郁全和,郁霞秋,邱其琴,黄忠和","郁全和,郁霞秋,邱其琴,黄忠和","郁霞秋","卢斌","郁霞秋","陆一峰"
"002436","邱醒亚","邱醒亚","邱醒亚","蒋威","邱醒亚","邱醒亚"
"002437","朱吉满、白莉惠","朱吉满、白莉惠","朱吉满","王禹","朱吉满","张大勇"
"002438","韩力","韩力","韩力","章其强","吴建新","吴建新"
"002439","王佳、严立","王佳、严立","王佳","姜朋","王佳","王佳"
"002440","张爱娟、阮静波、阮加春、阮靖淅、阮吉祥、张云达","张爱娟、阮静波、阮加春、阮靖淅、阮吉祥、张云达","阮静波","刘波平","阮静波","徐万福"
"002441","吴开贤","吴开贤","吴开贤","张海娜","吴开贤","吴森杰"
"002442","刘江山","刘江山","魏亮","刘飞舟","魏亮","刘飞舟"
"002443","李巧思、封堃、孙进峰","李巧思、封堃、孙进峰","孙进峰","蔡超","孙进峰","沈淦荣"
"002444","仇建平、王玲玲","仇建平、王玲玲","仇建平","周思远","仇建平","仇建平"
"002445","江阴高新技术创业园管理委员会","江阴高新技术创业园管理委员会","王新立","孙畅","王新立","赵宇"
"002446","杨华","杨华","杨华","陈嘉","杨华","杨华"
"002447","薛成标","薛成标","-","蒋蕾","-","-"
"002448","薛德龙","薛德龙","薛德龙","刘向宁","薛德龙","党增军"
"002449","广东省广晟资产经营有限公司","广东省广晟资产经营有限公司","何勇","刘艾璨子","何勇","王森"
"002451","问泽鸿","问泽鸿","朱志兰","张勰","朱志兰","朱志兰"
"002452","马孝武","马孝武","马孝武","林林","马晓","马晓"
"002453","张景明","张景明","沈明宏","吕博","沈明宏","王剑"
"002454","陈福成","陈福成","陈焕雄","陈睿","CHENHUANXIONG","纪安康"
"002455","郑铁江、王亚娟","郑铁江、王亚娟","郑铁江","陈慧敏","郑铁江","蒋国强"
"002456","蔡荣军","蔡荣军","蔡荣军","肖燕松","蔡荣军","谭振林"
"002457","陈家兴","陈家兴","马跃","范仁平","马跃","张敬泽"
"002458","曹积生","曹积生","曹积生","林杰","曹积生","迟汉东"
"002459","靳保芳","靳保芳","靳保芳","武廷栋","靳保芳","靳保芳"
"002460","李良彬","李良彬","李良彬","欧阳明","李良彬","李良彬"
"002461","广州市人民政府国有资产监督管理委员会","广州市人民政府国有资产监督管理委员会","王志斌","朱维彬","王志斌","王志斌"
"002462","中国光大集团股份公司","国务院国有资产监督管理委员会","续文利","王新侠","续文利","许帅"
"002463","吴礼淦家族","吴礼淦家族","吴礼淦","李明贵","吴礼淦","吴传彬"
"002464","李化亮","李化亮","李化亮","孙铁明","李化亮","朱恩乐"
"002465","广州市国资委","广州市国资委","杨海洲","舒剑刚","杨海洲","余青松"
"002466","蒋卫平","蒋卫平","蒋卫平","李波","蒋卫平","吴薇"
"002467","李小龙","李小龙","李小龙","李波","李小龙","梁京"
"002468","陈德军、陈小英","陈德军、陈小英","陈德军","陈泉","陈德军","陈向阳"
"002469","曲思秋","曲思秋","曲思秋","高勇","曲思秋","孙波"
"002470","万连步","万连步","万连步","崔彬","万连步","万连步"
"002471","杨飞","杨飞","俞雷","潘志娟","俞雷","张乃明"
"002472","吴长鸿、陈菊花、蒋亦卿、陈剑峰","吴长鸿、陈菊花、蒋亦卿、陈剑峰","吴长鸿","陈海霞","吴长鸿","吴长鸿"
