业务名称
其他佐餐开味菜(含海带丝和萝卜产品)
洗护类
智能表
生态工程
汽车电控零组件及汽车轻量化零件
理货收入
军工业
手机功能性器件
自动化设备配件
全案服务
终端电器
装饰施工业务
港澳台地
定制橱柜及其配套家居产品
省煤器类业务
摩托车制造业
六氟磷酸锂
兰州地区
标准肝素原料药
港口费
建材行业(自产品销售)-东部区域
其他资产管理
电汽
网络优化覆盖设备
出版
交通装备制造
旅游产品
硬件产品
商业(主营业务)
恒力国贸
咨询业务
商业及信息服务业
亚洲(不含中国)
减水剂
金属类商品贸易
其他货物装卸及相关业务
石油化工产品贸易
其他用途光引发剂
工业炸药生产装备系统
玩具
吹瓶
网资管理
环境市政行业
体验式按摩服务
无锡东方天郡
VOCs废气处理设备
板材
碳酸氢氨、合成氨及其副产品
泰兴凤凰项目
纺机及配件
大宗贸易---乙二醇贸易
盐制品
聚醚单体
其他通用零部件制造业
市政产品
疫苗制品
头孢克肟
节能环保
通信电子设备
公共建筑设计
MA-电机及组件泵
入网配套费
瓦楞纸箱
偏光片
生态修复项目
宽带业务收入
企业馆
冶金行业
汽车零部件制造
移动终端
邮品
铜板带
干粉砂浆第三方系统服务
滨海国际
网络通信服务
营销及分销
终端设计
高强度螺栓
自有物业租赁收入
北区区域
热轧板卷
非航空服务业
碳酸氢氨、合成氨、甲醇、氨水
铝压铸行业
机器人
液氨
第三方检测
系统集成包
自制软件销售
制药产品
福建省外机构
贸易服务业
模具检具
一般图书出版与发行
国际国内贸易
智能电网配电设备
植物营养
阿莫西林克拉维酸钾片
鸡肉产品
LED专业照明
农牧业
净水龙头及配件(外销)
照明产品销售
智慧城市管理领域
电信
技术转让或许可
素金饰品
香料产品
广西自治区
零配件销售及其他
LNG聚氨酯泡沫板
功能饮品
材料收入
航空货运
精密推台锯
企业业务
汽车拉索
度假村
分动箱油泵
景区业务
甲萘威
化工产品(硫酸硫精矿)
汽车照明产品
小麦
混炼胶及其他
赛事管理及运营
家居电器
其他钢铁产品
保险佣金
掺混肥
机荷西段
品牌服装华南
自动售货机
门店销售
软件园租赁收入
印刷和记录媒介复制业
无纺深加工产品
石化、化工
投资咨询服务收入
软件与信息服务
电影放映
加工劳务
咨询业务行业
白兰地
科技园区
化工材料
铜精矿
绒面材料
饲料级磷酸盐
青岛以外地区
总行
健康行业
其他(含其它业务收入)
环保水务
超材料研发业务
保护器、起动器
碳纤维及织物
轨道交通扣件系统
运输机械
产城综合开发业务
专用汽车
冷鲜猪肉
医疗设备
河南省
医药及其它物流贸易
L-色氨酸
卫星导航
禽产业
试剂硫酸
北京地区(华北地区)
速运物流及供应链-海外
养殖
高压
网络游戏收入
网上商品交易业务
触控显示模组
PET瓶及瓶坯
发动机密封件
原料、薄膜及袋制品
悬架系统弹簧
电信行业
劳务及其他
网点智能化集成与设备
轨道交通装备及其延伸产业
数控系统与机床
塑米原料等化工产品
纸铝复合无菌包装材料
同步器齿环
信息产品
光纤及光棒
中高端黄酒
智能控制电子行业
电信增值业
金属结构制造业
其他生态产品及业务
外埠地区
石化系列
创可贴
综合环境治理
船员租赁
贸易代理
原料药
双面板
点支承玻璃幕墙构配件
数字出版及媒体传播分部
标准化考点设备
电子油门踏板总成
诊断试剂及耗材
染料及染料中间体
LNG(LPG)气体销售
百令片
软件和信息技术业
WCDMA/HSPA系列
内分泌药
化工制造
油墨业务
现金处理及办公类设备
迅游网游加速器
LNG装着
化工业务其他类产品
工程技术及运维服务
丙烯酸胶类
机柜出租服务
其他辗制锻件
智能控制类
杭州地区
北京金自能源分部
欧俄区
氢气
电动火车
磨料磨具分部
彬长矿区
体检服务
提取物及其他
夹治具
集成业务
地产行业
火力发电
草酸盐
工业机器人及智能制造系统
境外及港澳台
工商用智能燃气表
纺织印染助剂产品
非输液
超市联营
证券投资业务
裤子类
健身器械
铝瓶
其他泵及配件
南方区域
智能驾培系统服务
电子节能灯
食醋类
中国内地
黄金金条
状态数据服务
水泵制造业
核心网
其他饲料
输配电及控制设备
引线框架产品
存储器芯片
运营、技术服务
调节免疫功能药物
天然橡胶
坚果、果仁
彩印包装材料
畜皮咬胶
移动游戏
节能服务行业
火车轮轴及轮对
计算机通信行业
珐琅板绿色建筑幕墙材料
航空机载设备维修
风控服务
农药中间体及其他
风衣
成人药
石墨化加工
纤维类色浆
存放同业款项利息收入
牛磺酸
重型商用压缩机电机
上海销售区
含嵌入式软件的芯片及套件
服饰
防粘原纸
采掘装备
抵销分部间销售
ZQ/ZQKT座式滑动轴承系列
增值业务
便携式消费电子类
化工设备制造销售
扣件系统用塑料件
光学元件
抗氧化剂
公共安全与反恐
贸易及其他
陆上风电业务
运营服务
体外诊断仪器
新三板业务
燃气设备
成都锦尚中心项目
宁泌泰胶囊
特高铬球段
通信接入设备
锰酸锂正极材料
微面
工业硅
PVC装饰材料
电踏车电机
涂料品行业
勘测设计与试验检测
VTBS立式推动轴承系列
孔府家事业部
宁波堇天府
客运业务
盖总成
输变电业务
化纤行业
装卸堆存
网络可视化基础架构产品
运动控制类
船舶运输及其他
维修市场气门
智能恒温及售卖类设备
钢管业务
国际快递产品
客房收入
供应链业务
环保业务
非空调用电机
面板业务
路桥行业
电子新材料
华东(不含上海)
EMS
其他电子类
物资分部
EP
TEENIEWEENIE-男装
粉末冶金产品
胶管钢丝
华北、华东及东北区
工业废弃物处理
甲基叔丁基醚
黄金珠宝业
散装搬运核心装置
其中:其他租赁收入
彩涂印花钢卷
苗木销售、租赁
配制酒
铝防伪盖
饲料销售
石化行业
运营
提供劳务收入
海外地区(包括中国港澳台)
后端视频监控产品
显示控制行业
碳酸钡
矿用防爆产品
羊毛毛条
期刊
铝型材销售
智能电网变电设备
铅精粉(含银)
传染病检测
EDXRF
手机纹理装饰膜片
机械配件
开关管
制冷配件产业
汽车发动机附件系统软管及总成
游戏开发收入
镀锌钢丝
项目前期品牌咨询委托管理服务收入
客户肽
其他业
ATM产品销售
CMC
婴童服饰
有色金属冶炼及压延加工
花茶
艺术品拍卖
营养保健食品
亚洲区
重型机械分部
智慧应用
资产管理
安装
山东地区
OEM
节能业务
芯片封装及测试
双甘膦
汽车板
卤水
输配电线路复合外绝缘
二辛脂
铝管销售
工业控制类
劳务
计算机外设设备制造
建材行业(自产品销售)-32.5R级水泥
烟草配套业
智能安全芯片
影视娱乐
医疗器械及计生毒用品
小家电销售
IDC解决方案
工业材料
可见光传感器
加盟管理服务
橡胶
港口服务板块
出口-男鞋
煤炭供应链
电子器件制造行业
自来水生产和供应
配套产品柴油机气门
时尚珠宝首饰
工业境内市场
高新电子
化妆品-石斛面膜
锅炉管
铝棒
其他建筑五金产品
COF产品
造纸及纸制品业
铸造件
投资性房地产
西服类
高性能工程化聚丙烯
影视
一体化电接触组件
教材及助学类读物
安防
环境监测信息管理系统
电气机械及器材制造业
信息软件
交流电源等
毛纺业
低压电力线载波通信产品
电子信息业务
集成电路贸易
塔河种业
缓冲包材
职业鞋靴
主营-其他
新能源业
智能滑雪机
次品钢材、边角料
物管费
半导体化学材料
商品房销售及一级土地开发
自来水业务报告分部
外销收入
新能源零件
平板显示模组设备
自动化类产品
金属导体(铜丝+铝杆)
监理勘察及其他
分子诊断试剂及配套仪器
其他文化主题馆
其他类电机
机柜制造
钢压延加工业
触摸屏
互联网营销广告(北京)
嵌入式与融合计算平台
南郊中茵城
有机化学原料制造
专用装备制造及安装
商用车齿轮
养殖产品
供暖收入
材料销售收入
综合物流服务
日化用品
激光全息防伪纸
西矿财务利息收入
金刚石工具
信息技术
调味品
医药原料药
沪宁高速
雏鸡、种鸡及其他
石化空冷器
境内地区
智慧医疗及商业
小包裹服务
商业展览
智能硬件
哈乐复合肥系列
户内开关柜
华南
湿巾系列
IT支持与维护
儿童教育服务行业
技术事业部
针剂
油缸配件及铸件等
化肥及化肥原料销售
激光器
冷轧卷
钻井服务项目
华西南区
广告及互联网业务推广服务
化肥行业
建筑、安装
EPC项目
PPP及BOT运营
出口运输
工业服务
畜牧业
中兴监理
女装外套
狂犬病人免疫球蛋白
益智玩具
建筑材料
新疆省内
委托经营管理
广州
智能电网设备
电
光纤激光器件
医疗终端
模组
银锭
锂产品
汽车精细化学品
其他化工产品
工业建筑
酱汁类调味料
产城综合开发业务-综合园区开发业务
通信设备制造业
垃圾渗滤液处理业务报告分部
注射液
自动识别设备行业
医疗器械
电池及配件销售
模具销售
非医疗行业
制糖业
特种工程塑料
环保咨询设计与治理板块
非现金类自助设备
地铁
家用电器零部件
中档白酒
内蒙地区
电商业务
飞机制造
运输业
涡轮增压器
特A+类
光伏发电产品
预应力锚具
京津冀晋
环网柜
定子段
模具产品
固废危废无害化处置收入
无线数据终端
工业设计等
交运设备行业
出版业务-其他
化工原料贸易
绢纺产品
脱硝催化剂
品牌线上服务-品牌线上营销服务
环卫服务业务
电视剧制作发行及相关业务收入
外贸产品
通信及相关设备制造业
纸基胶带
交通运输装备及相关服务
工程建设及监理咨询
租赁及物业管理
通用橡胶机械设备
污水处理业
金融及供应链服务业务
医药商业类
泉州市
摩托车
高级辅助驾驶系统
内饰件产品
养殖行业
市政工程
铝锭/铝棒
销售零部件
葵花子
家用医疗
外省
光电防务与要地监控
电动汽车智能充换电系统
普通复合肥
油气开采业务
乙二醇
HVAC/座舱空调系统
变电站类
复合肥
果干类
配件销售及其他
佛山市内
人发头套
其他零件产品
山西省内
西安以外地区
玩具业务
健康产业产品
影城卖品收入
包装食用油
读写装置
光伏行业
其他分销业务
糖醇类
售后服务
变压器油
矿山开采
镀膜机系列
O2O引流服务
客流分析系统
林业资源开发
新闻纸
轮毂、底座等主产品
摩托车零部件
