股票代码,pid,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
300619,65413,58.90万,0.79%,无质押,流通A股,10,2019-09-30
300619,17479,796.81万,10.67%,65.86%,受限流通股,3,2019-09-30
300619,65414,500.21万,6.70%,32.59%,受限流通股,4,2019-09-30
300619,65415,308.00万,4.12%,无质押,流通A股,5,2019-09-30
300619,65416,210.00万,2.81%,无质押,受限流通股,6,2019-09-30
300619,65417,192.00万,2.57%,75.00%,流通A股,7,2019-09-30
300619,65418,132.22万,1.77%,无质押,流通A股,8,2019-09-30
300619,50986,58.90万,0.79%,无质押,"受限流通股,流通A股",9,2019-09-30
300620,65419,107.31万,1.19%,无质押,流通A股,8,2019-09-30
300620,65420,95.30万,1.05%,无质押,流通A股,9,2019-09-30
300621,65421,156.16万,0.75%,无质押,流通A股,10,2019-09-30
300621,21849,763.89万,3.67%,99.49%,受限流通股,3,2019-09-30
300621,65422,675.00万,3.24%,78.22%,受限流通股,4,2019-09-30
300621,65423,298.60万,1.43%,无质押,流通A股,7,2019-09-30
300621,9654,225.00万,1.08%,无质押,受限流通股,8,2019-09-30
300621,65424,178.86万,0.86%,无质押,流通A股,9,2019-09-30
300622,26282,3295.66万,26.99%,无质押,受限流通股,1,2019-09-30
300622,65425,98.69万,0.81%,无质押,流通A股,10,2019-09-30
300622,19771,2744.35万,22.48%,63.71%,受限流通股,2,2019-09-30
300622,65426,222.47万,1.82%,无质押,流通A股,6,2019-09-30
300622,65427,211.01万,1.73%,无质押,流通A股,7,2019-09-30
300622,65428,174.22万,1.43%,无质押,流通A股,8,2019-09-30
300622,65429,100.00万,0.82%,无质押,流通A股,9,2019-09-30
300623,65430,85.08万,0.32%,无质押,流通A股,10,2019-09-30
300623,53421,2736.00万,10.15%,无质押,受限流通股,2,2019-09-30
300623,12105,1368.00万,5.07%,无质押,"受限流通股,流通A股",4,2019-09-30
300623,3061,870.42万,3.23%,无质押,"受限流通股,流通A股",5,2019-09-30
300623,42264,855.00万,3.17%,9.12%,"受限流通股,流通A股",6,2019-09-30
300623,5036,96.19万,0.36%,无质押,受限流通股,9,2019-09-30
300624,53019,1564.29万,19.21%,-,受限流通股,1,2019-11-08
300624,65431,465.21万,5.71%,-,流通A股,4,2019-11-08
300625,35054,6227.03万,22.24%,-,"受限流通股,流通A股",1,2019-09-30
300625,65432,36.33万,0.13%,-,流通A股,10,2019-09-30
300625,51862,5102.90万,18.22%,-,"受限流通股,流通A股",2,2019-09-30
300625,46997,5096.58万,18.20%,-,"受限流通股,流通A股",3,2019-09-30
300625,23665,2454.04万,8.76%,-,"受限流通股,流通A股",4,2019-09-30
300625,65433,568.66万,2.03%,-,流通A股,6,2019-09-30
300625,65434,323.19万,1.15%,-,流通A股,7,2019-09-30
300625,65435,155.71万,0.56%,-,流通A股,8,2019-09-30
300625,65436,45.68万,0.16%,-,流通A股,9,2019-09-30
300626,31388,7373.25万,40.96%,87.59%,受限流通股,1,2019-09-30
300626,65437,97.41万,0.54%,无质押,流通A股,10,2019-09-30
300626,39080,434.25万,2.41%,无质押,"受限流通股,流通A股",4,2019-09-30
300626,65438,359.00万,1.99%,无质押,流通A股,5,2019-09-30
300626,65439,244.19万,1.36%,无质押,流通A股,6,2019-09-30
300626,65440,151.30万,0.84%,无质押,流通A股,8,2019-09-30
300626,65441,103.83万,0.58%,无质押,流通A股,9,2019-09-30
300627,45690,5852.40万,24.00%,22.78%,"受限流通股,流通A股",1,2019-09-30
300627,14472,220.72万,0.91%,35.79%,"受限流通股,流通A股",10,2019-09-30
300627,25752,551.79万,2.26%,37.51%,"受限流通股,流通A股",5,2019-09-30
300627,48971,463.68万,1.90%,25.88%,"受限流通股,流通A股",6,2019-09-30
300628,35868,1.28亿,21.37%,-,受限流通股,1,2019-09-30
300628,9801,1.04亿,17.36%,-,受限流通股,2,2019-09-30
300628,52583,6400.00万,10.68%,-,受限流通股,3,2019-09-30
300628,13456,4800.00万,8.01%,-,受限流通股,4,2019-09-30
300628,45070,2800.00万,4.67%,-,受限流通股,6,2019-09-30
300628,65442,2800.00万,4.67%,-,受限流通股,7,2019-09-30
300629,43763,3603.55万,29.72%,77.70%,受限流通股,1,2019-10-15
300629,65443,852.24万,7.03%,无质押,受限流通股,2,2019-10-15
300630,26751,9659.70万,35.16%,-,受限流通股,1,2019-09-30
300630,65444,2025.00万,7.37%,-,受限流通股,3,2019-09-30
300631,65445,89.00万,0.84%,无质押,流通A股,10,2019-09-30
300631,65446,319.13万,3.02%,无质押,流通A股,4,2019-09-30
300631,65447,287.81万,2.73%,无质押,流通A股,6,2019-09-30
300631,65448,267.04万,2.53%,无质押,流通A股,7,2019-09-30
300631,65449,186.39万,1.77%,无质押,流通A股,8,2019-09-30
300631,65450,177.42万,1.68%,69.89%,流通A股,9,2019-09-30
300632,26326,5369.31万,29.34%,6.30%,"受限流通股,流通A股",1,2019-09-30
300632,38888,5349.35万,29.23%,44.95%,受限流通股,2,2019-09-30
300632,65451,423.12万,2.31%,14.42%,受限流通股,4,2019-09-30
300632,65452,166.81万,0.91%,无质押,流通A股,7,2019-09-30
300632,65453,142.65万,0.78%,无质押,受限流通股,8,2019-09-30
300633,46228,1.02亿,25.07%,7.54%,受限流通股,1,2019-09-30
300633,30072,1.02亿,25.07%,7.54%,受限流通股,2,2019-09-30
300633,9722,2414.75万,5.95%,9.28%,流通A股,3,2019-09-30
300633,2910,1918.68万,4.73%,5.73%,流通A股,5,2019-09-30
300633,19174,963.80万,2.38%,15.56%,流通A股,8,2019-09-30
300633,49632,952.29万,2.35%,无质押,流通A股,9,2019-09-30
300634,21563,2160.00万,5.40%,无质押,受限流通股,6,2019-12-12
300635,9534,2589.81万,19.00%,-,受限流通股,1,2019-11-20
300635,34686,2335.20万,17.13%,-,受限流通股,2,2019-11-20
300635,65454,951.96万,6.98%,-,流通A股,3,2019-11-20
300635,4986,770.08万,5.65%,-,受限流通股,4,2019-11-20
300635,39428,770.08万,5.65%,-,受限流通股,5,2019-11-20
300636,23320,1587.29万,19.61%,-,"受限流通股,流通A股",1,2019-10-16
300637,65455,119.00万,0.51%,无质押,流通A股,10,2019-09-30
300637,65456,311.01万,1.32%,无质押,流通A股,7,2019-09-30
300638,47085,6007.50万,44.84%,29.40%,受限流通股,1,2019-11-29
300638,27048,640.80万,4.78%,23.41%,受限流通股,3,2019-11-29
300638,9004,164.70万,1.23%,64.85%,受限流通股,7,2019-11-29
300640,2058,1.04亿,47.05%,24.97%,受限流通股,1,2019-09-30
300640,11799,122.40万,0.55%,无质押,"受限流通股,流通A股",10,2019-09-30
300640,20420,1620.00万,7.34%,无质押,"受限流通股,流通A股",2,2019-09-30
300640,65457,810.00万,3.67%,无质押,受限流通股,3,2019-09-30
300640,65458,796.50万,3.61%,无质押,流通A股,4,2019-09-30
300640,46654,796.50万,3.61%,无质押,"受限流通股,流通A股",5,2019-09-30
300640,65459,609.72万,2.76%,无质押,流通A股,6,2019-09-30
300640,65460,259.23万,1.18%,无质押,流通A股,7,2019-09-30
300640,51267,171.00万,0.78%,无质押,"受限流通股,流通A股",8,2019-09-30
300640,12538,171.00万,0.78%,无质押,"受限流通股,流通A股",9,2019-09-30
300641,65461,65.19万,0.13%,-,流通A股,10,2019-09-30
300641,65462,124.43万,0.25%,-,流通A股,6,2019-09-30
300641,65463,90.00万,0.18%,-,流通A股,7,2019-09-30
300641,65464,71.97万,0.15%,-,流通A股,8,2019-09-30
300641,65465,66.80万,0.14%,-,流通A股,9,2019-09-30
300642,38927,1819.65万,20.03%,-,受限流通股,1,2019-12-06
300643,65466,144.33万,0.72%,无质押,受限流通股,10,2019-09-30
300643,65467,1253.15万,6.27%,74.26%,"受限流通股,流通A股",2,2019-09-30
300643,65468,295.00万,1.48%,无质押,流通A股,7,2019-09-30
300643,65469,163.02万,0.82%,无质押,流通A股,8,2019-09-30
300643,65470,144.33万,0.72%,无质押,受限流通股,9,2019-09-30
300644,65471,924.90万,14.45%,无质押,受限流通股,1,2019-12-02
300644,35152,423.18万,6.61%,无质押,受限流通股,3,2019-12-02
300644,27674,340.00万,5.31%,47.06%,受限流通股,5,2019-12-02
300644,65472,144.10万,2.25%,无质押,流通A股,7,2019-12-02
300644,65473,121.75万,1.90%,无质押,受限流通股,9,2019-12-02
300645,65474,113.07万,0.89%,无质押,流通A股,10,2019-09-30
300645,65475,368.98万,2.91%,100.00%,受限流通股,5,2019-09-30
300645,65476,116.80万,0.92%,无质押,流通A股,9,2019-09-30
300647,30984,5427.00万,22.80%,49.29%,受限流通股,1,2019-09-30
300647,65477,3483.00万,14.64%,48.58%,受限流通股,2,2019-09-30
300647,65478,1379.30万,5.80%,无质押,流通A股,5,2019-09-30
300647,53434,1044.59万,4.39%,无质押,受限流通股,6,2019-09-30
300647,3197,1020.60万,4.29%,30.34%,受限流通股,7,2019-09-30
300647,43426,533.88万,2.24%,无质押,"受限流通股,流通A股",8,2019-09-30
300647,42252,361.66万,1.52%,无质押,受限流通股,9,2019-09-30
300648,47893,2212.42万,16.34%,43.62%,受限流通股,1,2019-09-30
300648,40708,1967.02万,14.53%,6.90%,受限流通股,2,2019-09-30
300648,24678,1678.22万,12.39%,36.65%,受限流通股,3,2019-09-30
300648,17221,1678.22万,12.39%,56.31%,受限流通股,4,2019-09-30
300648,65479,339.59万,2.51%,无质押,流通A股,5,2019-09-30
300648,65480,151.91万,1.12%,无质押,流通A股,6,2019-09-30
300648,65481,117.08万,0.86%,无质押,流通A股,7,2019-09-30
300648,65482,116.12万,0.86%,无质押,流通A股,8,2019-09-30
300648,65483,112.54万,0.83%,无质押,流通A股,9,2019-09-30
300649,65484,288.00万,2.25%,无质押,受限流通股,10,2019-09-30
300649,47554,992.00万,7.75%,无质押,受限流通股,2,2019-09-30
300649,7012,832.00万,6.50%,无质押,受限流通股,3,2019-09-30
300649,26493,832.00万,6.50%,无质押,受限流通股,4,2019-09-30
300649,12685,832.00万,6.50%,无质押,受限流通股,5,2019-09-30
300649,49671,800.00万,6.25%,无质押,受限流通股,6,2019-09-30
300649,65485,384.00万,3.00%,68.75%,受限流通股,8,2019-09-30
300649,65486,320.00万,2.50%,无质押,受限流通股,9,2019-09-30
300650,17599,3304.80万,30.78%,34.34%,受限流通股,1,2019-09-30
300650,65487,107.20万,1.00%,无质押,流通A股,10,2019-09-30
300650,3018,1308.15万,12.19%,15.29%,"受限流通股,流通A股",2,2019-09-30
300650,35298,1308.15万,12.19%,53.51%,"受限流通股,流通A股",3,2019-09-30
300650,19920,773.90万,7.21%,无质押,"受限流通股,流通A股",4,2019-09-30
300650,65488,329.88万,3.07%,无质押,流通A股,6,2019-09-30
300650,49028,153.00万,1.43%,90.59%,"受限流通股,流通A股",8,2019-09-30
300651,50877,2795.46万,21.71%,无质押,受限流通股,1,2019-09-30
300651,31747,2638.30万,20.49%,无质押,受限流通股,2,2019-09-30
300651,134,2517.73万,19.56%,20.39%,"受限流通股,流通A股",3,2019-09-30
300651,65489,385.82万,3.00%,无质押,受限流通股,4,2019-09-30
300651,65490,98.88万,0.77%,无质押,流通A股,6,2019-09-30
300651,65491,77.12万,0.60%,无质押,流通A股,8,2019-09-30
300651,65492,77.11万,0.60%,无质押,流通A股,9,2019-09-30
300652,65493,121.00万,1.38%,无质押,流通A股,10,2019-09-30
300652,2818,660.00万,7.50%,无质押,受限流通股,3,2019-09-30
300652,2081,528.00万,6.00%,无质押,受限流通股,4,2019-09-30
300652,45229,236.87万,2.69%,无质押,"受限流通股,流通A股",6,2019-09-30
300652,65494,220.20万,2.50%,无质押,流通A股,7,2019-09-30
300652,65495,176.00万,2.00%,无质押,流通A股,8,2019-09-30
300652,65496,147.51万,1.68%,无质押,流通A股,9,2019-09-30
300653,65497,3402.00万,42.53%,-,受限流通股,1,2019-10-25
300655,65498,141.31万,0.93%,无质押,流通A股,10,2019-09-30
300655,65499,1526.66万,10.08%,47.16%,流通A股,2,2019-09-30
300655,4158,835.53万,5.52%,无质押,"受限流通股,流通A股",3,2019-09-30
300655,65500,527.66万,3.48%,无质押,流通A股,5,2019-09-30
300655,21950,401.51万,2.65%,无质押,"受限流通股,流通A股",6,2019-09-30
300655,65501,328.76万,2.17%,无质押,流通A股,7,2019-09-30
300655,65502,264.55万,1.75%,无质押,流通A股,8,2019-09-30
300655,39175,142.15万,0.94%,无质押,"受限流通股,流通A股",9,2019-09-30
300656,65503,1424.93万,14.39%,13.90%,受限流通股,1,2019-09-30
300656,65504,163.23万,1.65%,无质押,流通A股,10,2019-09-30
300656,52562,1340.37万,13.54%,77.63%,"受限流通股,流通A股",2,2019-09-30
300656,12832,1223.31万,12.36%,50.49%,"受限流通股,流通A股",3,2019-09-30
300656,35898,920.97万,9.30%,57.55%,"受限流通股,流通A股",4,2019-09-30
300656,65505,615.04万,6.21%,无质押,流通A股,6,2019-09-30
300656,28800,391.29万,3.95%,无质押,"受限流通股,流通A股",7,2019-09-30
300656,25024,254.66万,2.57%,82.07%,"受限流通股,流通A股",8,2019-09-30
300656,65506,167.83万,1.70%,无质押,流通A股,9,2019-09-30
300657,3831,440.62万,2.13%,无质押,受限流通股,10,2019-09-30
300657,65507,736.30万,3.56%,无质押,流通A股,4,2019-09-30
300657,52005,676.35万,3.27%,50.27%,"受限流通股,流通A股",6,2019-09-30
300657,65508,617.56万,2.98%,无质押,流通A股,8,2019-09-30
300657,65509,609.65万,2.94%,无质押,受限流通股,9,2019-09-30
300658,3570,4095.00万,27.00%,42.49%,受限流通股,1,2019-09-30
300658,5869,2047.50万,13.50%,无质押,受限流通股,2,2019-09-30
300658,65510,1023.75万,6.75%,无质押,受限流通股,3,2019-09-30
300658,41968,1023.75万,6.75%,无质押,受限流通股,4,2019-09-30
300658,11525,1023.75万,6.75%,无质押,受限流通股,5,2019-09-30
300658,65511,1023.75万,6.75%,无质押,受限流通股,6,2019-09-30
300658,65512,122.83万,0.81%,无质押,流通A股,9,2019-09-30
300659,23987,3932.07万,29.60%,-,受限流通股,1,2019-09-30
300659,65513,145.08万,1.09%,-,"受限流通股,流通A股",10,2019-09-30
300659,34560,2596.87万,19.55%,-,"受限流通股,流通A股",2,2019-09-30
300659,28619,338.88万,2.55%,-,"受限流通股,流通A股",5,2019-09-30
300659,65514,170.61万,1.28%,-,"受限流通股,流通A股",8,2019-09-30
300661,65515,170.50万,1.65%,无质押,流通A股,9,2019-12-06
300663,20094,9063.01万,29.99%,65.21%,受限流通股,1,2019-09-30
300663,65516,774.28万,2.56%,无质押,流通A股,6,2019-09-30
300665,50560,3084.12万,25.36%,19.45%,受限流通股,1,2019-09-30
300665,65517,136.78万,1.12%,无质押,流通A股,10,2019-09-30
300665,26735,368.57万,3.03%,无质押,"受限流通股,流通A股",2,2019-09-30
300665,15010,351.78万,2.89%,无质押,"受限流通股,流通A股",4,2019-09-30
300665,2183,280.07万,2.30%,无质押,"受限流通股,流通A股",5,2019-09-30
300665,65518,213.81万,1.76%,无质押,受限流通股,7,2019-09-30
300665,65519,203.30万,1.67%,无质押,受限流通股,8,2019-09-30
300665,65520,173.40万,1.43%,无质押,流通A股,9,2019-09-30
300666,33210,6183.27万,28.27%,-,受限流通股,1,2019-12-11
300667,11035,3015.02万,28.99%,49.50%,受限流通股,1,2019-09-30
300667,65521,55.00万,0.53%,无质押,流通A股,10,2019-09-30
300667,10969,1543.48万,14.84%,13.56%,"受限流通股,流通A股",2,2019-09-30
300667,65522,991.50万,9.53%,无质押,流通A股,3,2019-09-30
300667,33087,319.39万,3.07%,无质押,受限流通股,4,2019-09-30
300667,65523,149.50万,1.44%,无质押,流通A股,6,2019-09-30
300667,18081,125.80万,1.21%,无质押,"受限流通股,流通A股",7,2019-09-30
300667,65524,62.00万,0.60%,无质押,流通A股,8,2019-09-30
300667,65525,55.27万,0.53%,无质押,流通A股,9,2019-09-30
300668,40369,4735.46万,44.53%,-,受限流通股,1,2019-09-30
300668,65526,20.93万,0.20%,-,流通A股,10,2019-09-30
300668,11271,895.60万,8.42%,-,"受限流通股,流通A股",2,2019-09-30
300668,50117,895.59万,8.42%,-,"受限流通股,流通A股",3,2019-09-30
300668,65527,41.58万,0.39%,-,流通A股,8,2019-09-30
300668,65528,27.93万,0.26%,-,流通A股,9,2019-09-30
300669,65529,82.42万,0.97%,-,流通A股,10,2019-09-30
300669,29542,895.00万,10.50%,-,受限流通股,3,2019-09-30
300669,53312,240.00万,2.82%,-,受限流通股,4,2019-09-30
300669,65530,150.31万,1.76%,-,流通A股,5,2019-09-30
300669,65531,121.00万,1.42%,-,流通A股,6,2019-09-30
300669,65532,120.00万,1.41%,-,受限流通股,7,2019-09-30
300669,65533,120.00万,1.41%,-,流通A股,8,2019-09-30
300670,20229,1.15亿,39.55%,-,受限流通股,1,2019-11-22
300672,65534,270.01万,1.50%,无质押,流通A股,10,2019-09-30
300672,20568,808.72万,4.49%,无质押,受限流通股,5,2019-09-30
300672,65535,446.00万,2.48%,无质押,流通A股,6,2019-09-30
300672,65536,370.00万,2.06%,无质押,流通A股,7,2019-09-30
300672,65537,346.54万,1.93%,无质押,流通A股,8,2019-09-30
300672,65538,276.19万,1.53%,无质押,流通A股,9,2019-09-30
300673,32990,5310.00万,36.22%,9.42%,受限流通股,1,2019-09-30
300673,65539,101.50万,0.69%,无质押,流通A股,10,2019-09-30
300673,36847,2036.16万,13.89%,无质押,受限流通股,2,2019-09-30
300673,4220,540.00万,3.68%,无质押,受限流通股,3,2019-09-30
300673,65540,522.00万,3.56%,19.40%,受限流通股,4,2019-09-30
300673,65541,432.00万,2.95%,无质押,受限流通股,6,2019-09-30
300673,65542,387.00万,2.64%,无质押,受限流通股,7,2019-09-30
300676,65543,638.86万,1.60%,无质押,流通A股,5,2019-09-30
300677,11256,8243.56万,41.57%,28.18%,受限流通股,1,2019-11-20
300679,15000,7134.70万,25.41%,6.47%,受限流通股,1,2019-12-04
300679,65544,3427.96万,12.21%,73.52%,受限流通股,2,2019-12-04
300679,7020,3054.30万,10.88%,无质押,"受限流通股,流通A股",3,2019-12-04
300680,18600,2078.66万,27.97%,3.03%,受限流通股,1,2019-09-30
300680,65545,70.34万,0.95%,无质押,流通A股,10,2019-09-30
300680,24551,692.15万,9.31%,无质押,受限流通股,2,2019-09-30
300680,42014,388.57万,5.23%,无质押,受限流通股,3,2019-09-30
300680,65546,201.16万,2.71%,无质押,流通A股,4,2019-09-30
300680,65547,106.15万,1.43%,无质押,流通A股,6,2019-09-30
300680,7186,100.90万,1.36%,无质押,"受限流通股,流通A股",7,2019-09-30
300680,65548,87.54万,1.18%,无质押,流通A股,8,2019-09-30
300680,65549,84.37万,1.14%,无质押,流通A股,9,2019-09-30
300681,28320,3150.00万,41.67%,32.63%,受限流通股,1,2019-09-30
300681,19864,900.00万,11.90%,16.67%,受限流通股,2,2019-09-30
300681,33440,450.00万,5.95%,17.78%,受限流通股,3,2019-09-30
300681,65550,157.50万,2.08%,100.00%,受限流通股,5,2019-09-30
300681,48022,135.00万,1.79%,无质押,受限流通股,6,2019-09-30
300681,65551,112.50万,1.49%,无质押,受限流通股,8,2019-09-30
300681,65552,95.18万,1.26%,无质押,流通A股,9,2019-09-30
300682,24938,2512.27万,3.70%,无质押,"受限流通股,流通A股",7,2019-09-30
300683,65553,64.37万,0.62%,-,流通A股,10,2019-09-30
300683,26772,980.00万,9.48%,-,受限流通股,2,2019-09-30
300683,65554,316.70万,3.06%,-,流通A股,3,2019-09-30
300683,65555,300.00万,2.90%,-,受限流通股,4,2019-09-30
300683,65556,127.65万,1.24%,-,流通A股,7,2019-09-30
300684,22627,6256.82万,24.82%,14.98%,受限流通股,1,2019-12-12
300684,52886,6239.21万,24.75%,无质押,受限流通股,2,2019-12-12
300686,44718,4788.00万,23.42%,无质押,受限流通股,1,2019-09-30
300686,65557,76.15万,0.37%,无质押,流通A股,10,2019-09-30
300686,50262,4100.64万,20.06%,99.98%,受限流通股,2,2019-09-30
300686,65558,820.48万,4.01%,无质押,受限流通股,3,2019-09-30
300686,65559,576.01万,2.82%,无质押,受限流通股,5,2019-09-30
300686,65560,376.52万,1.84%,无质押,流通A股,6,2019-09-30
300686,65561,316.10万,1.55%,无质押,流通A股,7,2019-09-30
300686,65562,223.08万,1.09%,无质押,受限流通股,8,2019-09-30
300686,65563,172.39万,0.84%,无质押,流通A股,9,2019-09-30
300687,44103,3571.29万,16.41%,26.54%,"受限流通股,流通A股",1,2019-09-30
300687,53992,1981.10万,9.10%,39.93%,"受限流通股,流通A股",3,2019-09-30
