股票代码,pid
300805,42263
300806,34699
300808,308
430142,19433
430198,30374
430223,28512
430229,14080
430372,27312
430447,53667
430515,49646
430532,52236
430539,6736
600000,22752
600004,52979
600006,48883
600007,19728
600008,14798
600009,33463
600010,31769
600011,14217
600012,8143
600015,12967
600016,45254
600017,51587
600018,17386
600019,20328
600020,35412
600021,24326
600022,52181
600023,44984
600025,28967
600026,383
600027,29235
600028,25049
600029,42364
600030,153
600031,206
600033,8908
600035,42649
600036,45765
600037,23560
600038,18237
600039,21617
600048,40447
600050,36109
600051,28654
600052,34493
600053,44514
600054,22350
600055,51844
600056,37587
600057,50557
600058,40890
600059,18910
600060,25496
600061,47014
600062,22997
600063,48902
600064,43262
600066,16130
600067,23315
600069,26173
600070,11623
600071,7882
600072,11485
600073,951
600075,21673
600076,1327
600077,44409
600078,35517
600079,19233
600080,22909
600081,8955
600082,38715
600083,30156
600084,36267
600085,17956
600086,26136
600088,49758
600089,42740
600090,38414
600091,3827
600093,1098
600094,20227
600095,32943
600096,15864
600097,33943
600098,45607
600099,37214
600100,40599
600101,45301
600103,36984
600104,12476
600105,36544
600106,3099
600107,31929
600108,28228
600109,28180
600110,10762
600111,15080
600112,46702
600113,14391
600114,11751
600115,45531
600116,41204
600117,21027
600118,30567
600119,40747
600120,44749
600121,32647
600122,46296
600123,17081
600125,27441
600126,31153
600127,5273
600128,38118
600129,47674
600130,3395
600131,43316
600132,63
600133,42955
600135,6889
600136,19443
600137,13331
600138,3138
600139,50780
600141,5381
600143,13895
600146,32603
600148,46344
600149,44901
600150,27198
600151,18098
600152,39398
600153,41952
600155,6730
600156,51918
600157,9152
600158,24201
600159,52714
600160,48469
600161,8340
600162,53527
600163,4329
600165,42790
600166,6612
600167,18733
600168,39755
600169,51115
600170,44272
600171,18051
600172,6382
600173,18034
600175,9696
600176,31366
600177,32193
600178,1506
600179,2639
600180,14246
600182,14831
600183,42104
600184,17165
600185,534
600186,3077
600187,49019
600188,6151
600189,39527
600190,45045
600191,17474
600192,45878
600193,16517
600195,33159
600196,6588
600197,49533
600198,26878
600199,5974
600200,182
600201,48547
600202,40757
600203,41221
600206,107
600207,2532
600208,35312
600209,22300
600210,22095
600211,10230
600212,3467
600213,29191
600215,48224
600216,23433
600217,40891
600218,19278
600219,17778
600220,14155
600221,11481
600222,24368
600223,9263
600225,21829
600226,21880
600227,24135
600228,47130
600229,10540
600230,27846
600231,31679
600232,28660
600233,40170
600234,6012
600235,26648
600236,37710
600237,48838
600238,18926
