股票代码,pid
603080,6118
603083,43875
603086,10426
603101,21911
603106,28470
603116,35292
603117,14832
603121,24828
603129,39836
603133,5766
603136,2658
603139,316
603156,18342
603157,27183
603160,2213
603166,9136
603168,5331
603187,2527
603189,49072
603198,7790
603208,43385
603217,7184
603223,9813
603226,5358
603229,21270
603236,35956
603238,10033
603239,51527
603260,17836
603267,44407
603277,21063
603279,49905
603298,3826
603300,40978
603305,20417
603308,24927
603309,675
603313,10657
603316,2538
603319,24472
603322,22750
603329,1144
603330,6933
603338,47453
603339,34439
603345,29832
603355,46112
603358,463
603363,6319
603366,19469
603367,26771
603368,45975
603377,9334
603378,41099
603383,15224
603386,23590
603387,24163
603388,42466
603393,42628
603416,52365
603429,36987
603444,40161
603477,17413
603489,22142
603499,8820
603501,5990
603505,39725
603506,7129
603516,24660
603517,35744
603519,1480
603528,882
603538,15199
603555,17932
603556,52438
603557,36283
603558,47214
603566,51470
603567,18151
603583,38709
603585,42118
603586,457
603587,21979
603588,38775
603596,28869
603601,33010
603602,39881
603603,45329
603607,5284
603609,26716
603610,4502
603611,34323
603612,51819
603628,1410
603633,47941
603636,1517
603656,43691
603658,17148
603659,16195
603660,13452
603661,31214
603662,46239
603666,16229
603668,9867
603676,41407
603686,40367
603688,7825
603690,40100
603696,50034
603708,31256
603716,9872
603718,52345
603725,46946
603727,17693
603737,31380
603755,29896
603766,37631
603773,19294
603776,33405
603779,12355
603800,39785
603806,14846
603811,36624
603813,17854
603819,53015
603822,27007
603823,17469
603825,41151
603826,51503
603833,12540
603839,37343
603855,53621
603856,33168
603858,25774
603868,17916
603869,47120
603880,29375
603882,877
603885,5775
603886,34680
603889,31893
603890,37294
603903,41930
603912,12042
603919,54378
603920,14569
603933,53397
603938,28004
603939,44905
603978,14821
603982,20803
603985,53017
603986,22195
603990,24559
603991,31375
603998,27701
688002,51564
688003,40639
688005,52911
688007,35774
688010,6766
688018,50769
688022,4304
688025,51205
688033,6626
688036,30725
688058,28160
688068,48523
688108,1286
688111,1077
688168,50764
688288,11317
688299,5223
688310,13699
688321,28498
688363,13711
688369,12569
688388,35391
688389,38624
831274,36536
831406,15964
831475,9814
831895,22374
832003,50690
832709,16257
832861,37828
833047,26257
833629,37904
833645,21936
834021,10861
834779,37686
835147,36645
838966,39151
872521,52305
