股票代码,公司名称
002880,光明区人民政府
002882,郑有水
002883,陈凤军、刘翔、廖芳龄、周晓慧、陈峻、孙家骏
002884,王海波、施宗梅
002885,张立品、窦晓月
002886,吴宪、何征
002887,卢云慧、祁永
002888,HONGBO YAO、HUIFANG CHEN
002891,郝忠礼、肖爱玲
002892,聂葆生、聂鹏举
002895,李光明、李进
002896,周国英、岑国建
002897,陈献孟、方建斌、蒋友安、方建文
002898,蔡南桂、唐霖
002900,秦剑飞、周莉
002901,林志雄、林志军
002902,杨先进、焦彩红
002903,许世雄、许燕鸣、许亮
002905,李玉珍、李根长
002906,邹淦荣、李道勇、吴卫、张元泽、陈世银、李光辉、曾仁武、孙永镝
002907,游谊竹、游洪涛、王瑛
002911,佛山市国有资产监督管理委员会
002912,深圳市人民政府国有资产监督管理委员会
002913,贺波、程涌
002916,国务院国有资产监督管理委员会
002917,明刚、明景谷
002918,萧华、霍荣铨、邓啟棠、张旗康
002920,惠州市人民政府国有资产监督管理委员会
002923,陈新民、李希
002926,泸州市国有资产监督管理委员会
002927,黄正乾、吴月平
002929,李建国、蒋鹂北
002932,陈莉莉、王颖
002933,戴岳、郝萌乔、戴小林、王苹
002935,中国电子科技集团公司
002937,张忠良、张华芬、张瑞琪、张哲瑞
002939,国务院国有资产监督管理委员会
002940,方南平、吕慧浩
002941,新疆维吾尔自治区人民政府国有资产监督管理委员会
002946,Liu Chang、刘永好
002950,崔金海、万小香、崔辉、崔星炜
002951,李文秀、李海坚、李海峰
002952,贾继涛
002955,邢修青、王京、邢正
002959,李一峰、张红
002961,林志斌、林鸿斌、林丽芳
002963,刘清梅、戴宝林、戴聪棋
002965,陈荣、谢祥娃
002967,广州市人民政府国有资产监督管理委员会
002968,王宣、李茂顺、陈建华、廖才勇
002969,陈民、厉翠玲
003816,国务院国有资产监督管理委员会
300002,李力、王宁
300004,杨子江、杨泽文、杨子善
300005,盛发强、王静
300007,任红军、钟超
300009,宋礼华、宋礼名
300012,万云翔、万峰
300014,刘金成、骆锦红
300016,王代雪
300018,"邓志刚,王永业,张小波,刘屹,尹健,卢春明,尹力光"
300019,15万
300020,王辉、刘健
300021,王浩宇、仇玲
300022,王新明、王红艳
300023,赵敏、邢连鲜
300024,中国科学院
300026,成都市国有资产监督管理委员会
300027,王忠军、王忠磊
300032,金绍平
300034,国务院国有资产监督管理委员会
300035,余新、李爱武
300037,覃九三、周达文、钟美红、郑仲天、张桂文、邓永红
300038,张志勇、张敏
300039,穆来安
300041,章锋、吴正明、刘鹏、史襄桥、赵勇刚、王争业
300043,陈雁升、陈冬琼
300045,高小离、王琦、熊运鸿
300047,3455万
300051,龚少晖
300052,李瑞杰、张云霞
300053,珠海市人民政府国有资产监督管理委员会
300054,朱双全、朱顺全
300055,王飘扬
300062,陈曼虹、陈添旭、吴昊、周玉成
300066,李建林、李强祖
300067,纪立军、张烈寅
300072,北京市海淀区人民政府国有资产监督管理委员会
300073,国务院国有资产监督管理委员会
300074,姚莉红、刘海东、叶顺彭
300076,开封市人民政府
300078,路楠
300080,河南省国有资产监督管理委员会
300082,朱建民、刘兆滨、董振鹏、仲崇纲
300085,张学君、陈向军、李军
300088,安徽省国有资产监督管理委员会
300089,蔡廷祥、吴淡珠
300090,开晓胜
300091,南通市人民政府国有资产监督管理委员会
300092,林祯华、林祯荣、林祯富
300099,王晶华、黄自伟
300100,邬建斌、邬维静、邬晓静
300103,孙建西、李太杰
300105,国务院国有资产监督管理委员会
300106,新疆生产建设兵团第八师国有资产监督管理委员会
300109,王东虎、王坚强、杨海江
300110,西安曲江新区管理委员会
300111,吴建龙
300114,国务院国有资产监督管理委员会
300117,田家玉
300120,董树林、张国祥、张秋凤
300121,王传华
300126,吴明厅、应媛琳
300128,富国平
300129,柳志成、黄京明、夏权光、张锦楠、张福林
300133,傅梅城、赵依芳
300135,周德洪、周秀凤
300140,国务院国有资产监督管理委员会
300143,海尔集团公司
300145,无锡市人民政府国有资产监督管理委员会
300147,陈淑梅、王永辉
300149,曾宪经、黄雁玲
300150,牛俊杰、王铁
300152,毛凤丽
300153,严伟立、谢松峰、戚韶群、马恩曦
300156,吴道洪
300160,卢相杞、卢秀强、陆秀珍
300162,李漫铁、王丽珊、李琛、李跃宗
300166,管连平、霍卫平
300169,吴海宙、孙剑、吕泽伟
300170,陈迪清、范建震
300173,佛山市人民政府国有资产监督管理委员会
300174,王延安、卢元健
300175,戚大广
300179,方海江、付玉霞
300180,尤小平、尤金焕、尤小华、陈林真、尤小玲、尤小燕
300183,崔健、胡亚军、王锐
300188,国务院国有资产监督管理委员会
300192,吴贤良、吴艳红
300196,杨鹏威、杨国文
300199,曾少贵、曾少强、曾少彬
300202,柳永诠、柳长庆、周素芹
300203,王健、姚纳新
300204,周志文、冯宇霞
300205,华中科技大学
300207,王明旺、王威
300208,青岛市人民政府国有资产监督管理委员会
300209,孙伯荣
300210,郭松森
300211,王振洪、王桂珍
300212,国务院国有资产监督管理委员会
300213,林菁、郑贵祥
300215,胡德霖、胡醇
300217,谭荣生、谭克、谭伟
300218,"姚和平,王义峰,杨滁光,陈茂祥"
300219,泸州市国有资产监督管理委员会
300223,刘强、李杰
300224,秘波海
300225,刘少林
300226,郭广昌
300227,侯若洪、姚彩虹
300230,史佩浩、王亦嘉
300233,赵鸿富、赵叶青
300234,邢翰学、吴剑鸣、邢翰科
300236,王福祥、孙江燕
300237,潍坊市国有资产监督管理委员会
300238,张永明、林玲
300240,姚勤、吴有毅、沈黎明
300242,郭英成、郭英智
300245,苏博
300246,燕金元、王石
300247,吕向阳、张长虹
300249,孙屹峥、张菀
300253,周炜、王英
300254,翁占国、赵群、张振标
300255,高树华
300256,萍乡经济技术开发区管理委员会
300258,夏汉关、黄静
300259,费战波、费占军
300260,李水波、申安韵
300261,蔡彤、汪新芽、毛海峰、王卓颖、马立凡
300263,李占明、李明强、李占强、李明卫
300268,联想控股股份有限公司
300269,刘虎军、熊瑾玉
300273,郝镇熙、蔡孟珂
300279,陈柏林
300280,郑岚、姚海燕
300281,广州市人民政府
300282,程璇、林荣滨
300283,陈晓、林萍
300284,符冠华、王军华
300287,杨振华、曹忻军、陈洪顺、王守言
300289,广州经济技术开发区管理委员会
300293,郭洪生
300297,柯宗贵、柯宗庆
300300,吴艳、王麒诚
300303,李晓丹、邢美正
300305,常州市钟楼区人民政府
300306,潘建根、孟欣
300309,高怀雪、徐博
300310,童文伟、史亚洲、钟飞鹏、唐军、刘昱
300312,张庆文、戴芙蓉
300314,陈再宏、陈云勤、陈再慰
300316,曹建伟、邱敏秀
300317,丁孔贤、李雳、丁蓓
300318,杜江涛、郝虹
300319,深圳市国有资产监督管理委员会
300320,钱胡寿、钱振宇
300328,株洲市人民政府国有资产监督管理委员会
300329,金海芬、陈海伦、陈朝峰
300330,上海市国有资产监督管理委员会
300334,天津工业大学
300335,常厚春、李祖芹、马革
300337,沈健生、沈于蓝
300338,罗建文、罗旭东、罗华东
300339,周红卫、姚宁
300342,佛山市南海区国有资产监督管理局
300344,樊立、樊志
300345,朱红玉、朱明楚、朱红专
300347,叶小平、曹晓春
300349,杨斌、施正余
300351,范永贵、范正军、范纪军、娄爱芹、卢素珍、汪敏华
300357,胡赓熙、陈燕霓
300359,陈炽昌、林小雅
300363,居年丰、陶荣、张和兵
300365,江春华、方文、罗新伟、陈显龙
300367,四川省政府国有资产监督管理委员会
300368,邯郸市人民政府国有资产监督管理委员会
300376,何思模
300377,唐球、鄢建红
300380,高勇、高鸣
300385,杨建平、许惠芬
300387,方胜玲、王仁宗
300390,裴振华、容建芬
300391,郭锡禄
300393,林建伟、张育政
300394,邹支农、欧洋
300395,邓家贵、吴学民
300402,陕西省国有资产监督管理委员会
300403,石华山、梁颖光
300407,孔祥洲、王伟
300410,徐地华、徐国凤、徐地明
300411,周建灿、周纯
300413,湖南广播电视台
300415,甄荣辉、陈敬财、梁敬华
300417,杨耀光、李源、邓志溢、杨伟光
300419,孙成文
300420,蔡敏、侯友夫、寿招爱
300422,王双飞、宋海农、许开绍、杨崎峰
300424,卜范胜、柳少娟、黄欣、李凤瑞
300425,国务院国有资产监督管理委员会
300427,杨保田、杨成
300428,"臧立根,臧立中,臧立国,臧永兴,臧娜,臧亚坤,臧永建,臧永奕,臧永和,臧洁爱欣,刘霞,陈庆会"
300429,钱晓春、管军
300430,梁学贤、梁凯
300432,安治富
300433,周群飞、郑俊龙
300435,章有春、章有虎
300436,李国平、叶理青、李国栋
300442,姜卫东、舒石泉、姜晓伟、张锡亮
300445,姜维利、何欣
300446,国务院国有资产监督管理委员会
300453,彭义兴、雷凤莲
300454,何朝曦、熊武、冯毅
300455,国务院国有资产监督管理委员会
300457,王维东、许小菊
300461,竹田享司、竹田周司
300463,唐勇、郭雷、王登明、刘启林
300464,蔡耿锡、谢晓华
300466,厉达、厉冉、王茜
300467,袁旭、章建伟、陈俊
300470,四川省机械研究设计院
300472,朱业胜、曾维斌、姜承法
300474,喻丽丽、曾万辉
300477,刘泽刚、韦强、张仁增、何昀、高星
300481,王中锋、杨瑞娜
300482,李文美、王继华
300483,吴海江、吴海林、吴君亮、吴汝德、吴君美
300484,邱文渊、徐学海
300486,姚卜文、姚长杰
300488,陈尔容、陈子彦、陈子怡
300490,"黄文宝,汪晓兵"
300491,贾彤颖、李明谦、马晓峰
300492,易定宏、伍景玉
300493,葛琼、郎晓刚
300495,王迎燕、徐晶
300498,"温均生,温志芬,温鹏程,温小琼,梁焕珍,伍翠珍,温子荣,陈健兴,刘容娇,孙芬,古金英"
300501,林武辉、朱秀梅
300502,高光荣、胡学民、黄晓雷、韩玉兰
300504,李俊霞、李俊画、李世宏、李跃亨
300508,汤同奎、郑之开
300509,何德平、何云涛
300510,洛阳市老城区人民政府
300511,杨勇萍、张帆
300512,史中伟、徐满花、史正
300513,钱苏晋、张小红
300514,崔涛、崔霞、崔奕
300516,中国船舶重工集团有限公司
300520,董永东、史兴领、杨杨、许广德
300521,唐晖、李明之、朱凡
300522,吕仕铭、王敏
300523,清华大学
300526,张顺、杨学君
300527,国务院国有资产监督管理委员会
300528,江苏省人民政府
300531,"郭颂,陈弋寒、刘丹"
300534,甘肃省国有资产监督管理委员会
300535,严建林、栗工
300536,吴亮、赵晓敏、吴世雄
300538,华青翠、邵羽南
300539,胡志军、黄秀珠、胡永纪
300542,李福华、康路、张燕生
300543,陈静、刘沛然、刘孝朋、刘晓昕
300546,高晶、郑嵩
300547,文谟统、文建树
300548,朱伟、丁勇
300550,杨一兵、杨波
300557,国务院国有资产监督管理委员会
300558,丁列明、YINXIANG WANG
300559,袁斌、寇健
300563,任凤娟、汤晓楠、汤建康
300564,徐先林、徐江
300568,陈秀峰、陈良
300570,张致民、张艺明、张映华、蔡乐、林升德、蔡波、姜丽娟、肖湘杰、黄伟新、郑余滨
300571,郭庆、张晖
300575,吴耀军、张骥
300576,林海望、黄勇、刘启升、杨遇春、刘群英
300578,黄元元
300579,北京市国有资产经营有限责任公司
300583,米超杰
300584,曹于平、姜晓群
300585,刘军胜
300587,王美雨、许吉锭、许孔斌
300588,何开文、岳亚梅
300589,夏刚、晏志清
300591,林大耀、林大洲、林彩虹、林大权
300594,李敬茂、李敬恩、马筠
300597,吉林大学
300598,王继平、刘荷艺
300604,赵轶、徐昕
300605,魏晓曦、欧霖杰
300606,胡秀英、杨璐、杨勍、杨稹
300612,张秀兵、万丽莉
300615,石伟平、薛枫
300616,李连柱、周淑毅
300617,陈晓晖、陈晓凌、陈晓鸣
300618,梁杰、梁建坤
300619,张启发、梁可、陆连锁
300622,ALEXANDER LIU、LOUISA FAN
300623,黄善兵、黄健、李燕
300625,张宇涛、张贤庆、林岩、陈松辉
300628,吴仲毅、陈智松、卢荣富、周继伟
300629,王刚、雷炳秀、王婧
300630,范敏华、朱小平
300631,薛加玉
300632,林文坤、林瑞梅
300633,陈志强、吴坤祥
300634,曾之俊、杨良志
300635,吴君晔、李涛
300636,庞正伟、梁忠诚
300637,樊彬、樊培仁、杨美意
300639,王建瑜、管乔中、管秩生、管子慧
300641,曹正国、沈杏秀
300644,刘越、吴劲松、刘曙阳、严渝荫
300647,刘郁、张魁、杜建军
300648,李有财、江美珠、刘作斌、汤平
300649,何韦、刘克章、吕明华、周为、葛荣
300651,李春荣、李剑刚、李剑峰、施美华
300652,沈仁荣、於彩君
300653,秘波海
300656,许香灿、许文焕
300658,谢继华、谢继权、谢影秋、谢淑冬、林彬彬、谢道平
300662,高勇、李跃章
300664,王洪春、王春林
300667,代啸宁、朱红艳
300673,陈振标、郑香兰
300675,深圳市人民政府国有资产监督管理委员会
300678,中国科学院控股有限公司
300679,陈育宣、林德英
300680,倪茂生、倪铭
300682,徐长军、郑新标
300683,陈亚、吴洪新
300684,叶露、吴晓宁、吴憾
300685,郑立谋
300686,吴加维、陈奕纯
300687,张成康、刘伟超、刘国华、欧阳湘英、曹金乔
300691,龚俊强、邱盛平、肖明志
300693,方兴、肖学礼、盛剑明
300695,孔爱祥、孔辰寰
300696,冉光文、范庆新、丁洪涛、谢鹏
300697,陈力皎、冯岳军
300698,张德生
300699,王言卿、陈亮
300700,段志明、杨辉煌
300702,林洁、屠勇军
300706,陈钦忠、陈秀梅
300709,王明喜、黄逸超
300710,许梦飞、许泉海
300711,广州市国有资产管理委员会
300712,林一文、季征南、宋发兴、卓秀者、王劲军、卢庆议、钱有武、陈强
300716,邵鉴棠、杨娜
300722,江西省国有资产监督管理委员会
300723,李捍雄、吴美容
300724,余仲、梁美珍、左国军
300726,曾琛、钟若农、曾继疆
300727,叶剑平、俞彩娟
300729,项乐宏、姜艺
300730,费耀平、李杰、李建华、刘星沙、刘应龙
300732,常兴文、汤意、王世杰、李智、毛振杰、刘东旭、林明、王国锋、杜战军、苏沛东、杨锋、杨磊、岳建光、张建平
300733,魏晓林、喻英莲、魏永春
300737,陈伟忠、阮宜宝
300741,朱林瑶
300743,韩琼、潘浦敦、刘建海
300745,吴壬华、毛丽萍
300746,岑政平、欧薇舟
300747,国务院国有资产监督管理委员会
300748,蔡报贵、胡志滨、李忻农
300749,林新达、林彩菊
300750,曾毓群、李平
300751,周剑、王正根
300752,吴新理、吕小霞
300756,邓志毅、刘喜旺、李勇
300757,戴军、王宏军、夏承周
300758,徐惠祥、臧婕
300760,李西廷、徐航
300761,程立力、沈静
300763,王一鸣、林伊蓓、王峻适
300765,蔡东晨
300769,吉学文、孔令涌、赵旭、WANG CHEN、WANG JOSEPH YUANZHENG
300770,广东广播电视台
300772,浙江省人民政府国有资产监督管理委员会
300777,杨永岗、温月芳
300780,雷永志、雷永强
300781,李明、王建朝
300782,许志翰、Chenhui Feng、Zhuang Tang
300788,中国中信集团有限公司
300789,周艳、陈唐龙
300790,张品光、姜先海、张伟、谭家勇、何敏超、金永红、谷晶晶、林炎明、张品章
300791,林培青、陈琼
300793,严文华、严帆
300795,潘建军、方欢胜、姚宗宪
300797,国务院国有资产监督管理委员会
300799,张军、何朝晖
300803,黄少雄、徐兵
300805,梁定郊、黄勇、曾俊、张黎、吴芳、袁金涛
300806,金闯、施蓉
300808,卓楚光、郭少燕
430142,国占昌、国佳
430223,陈先新、曾长姣
430372,柯伯成、柯伯留
430532,GEORGE MOHAN ZHANG、张北
430539,雷响、张俊娥
600004,广东省人民政府
600006,国务院国有资产监督管理委员会
600007,香格里拉(亚洲)有限公司、中国人寿保险(集团)公司
600008,北京市国有资产监督管理委员会
600009,上海市国有资产监督管理委员会
600010,内蒙古自治区人民政府
600011,国务院国有资产监督管理委员会
600012,安徽省人民政府国有资产监督管理委员会
600017,日照市人民政府
600018,上海市国有资产监督管理委员会
600019,国务院国有资产监督管理委员会
600020,河南省人民政府
600021,国务院国有资产监督管理委员会
600022,山东省国有资产监督管理委员会
600023,浙江省人民政府国有资产监督管理委员会
600025,国务院国有资产监督管理委员会
600026,国务院国有资产监督管理委员会
600027,国务院国有资产监督管理委员会
600028,国务院国有资产监督管理委员会
600029,国务院国有资产监督管理委员会
600033,福建省人民政府国有资产监督管理委员会
600035,湖北省人民政府国有资产监督管理委员会
600037,北京市市政府
600038,国务院国有资产监督管理委员会
600039,四川省国有资产监督管理委员会
600048,国务院国有资产监督管理委员会
600050,国务院国有资产监督管理委员会
600052,楼忠福
600053,吴刚、黄晓捷、吴强、蔡蕾、覃正宇
600054,黄山市国有资产监督管理委员会
600055,吴光明、吴群
600056,国务院国有资产监督管理委员会
600057,厦门市人民政府国有资产监督管理委员会
600058,国务院国有资产监督管理委员会
600059,绍兴市国有资产监督管理委员会
600060,青岛市人民政府国有资产监督管理委员会
600061,国务院国有资产监督管理委员会
600062,国务院国有资产监督管理委员会
600063,安徽省人民政府国有资产监督管理委员会
600064,南京市人民政府国有资产监督管理委员会
600066,"汤玉祥,牛波,张宝锋,杨张峰,游明设,王建军,谢群鹏"
600067,薛黎曦、韩国龙
600068,国务院国有资产监督管理委员会
600069,孟平
600070,赵林中等17名自然人
600071,国务院国有资产监督管理委员会
600072,国务院国有资产监督管理委员会
600073,上海市国有资产监督管理委员会
600075,新疆生产建设兵团农八师国有资产监督管理委员会
600076,无锡市人民政府国有资产监督管理委员会
600078,李兴
600079,艾路明
600081,国务院国有资产监督管理委员会
600082,天津市人民政府
600083,罗静
600085,北京市国有资产监督管理委员会
600088,中央电视台
600090,张美华、李青
600091,肖卫华
600093,冷天辉
600096,云南省人民政府国有资产监督管理委员会
600097,上海市国有资产监督管理委员会
600098,广州市人民政府国有资产监督管理委员会
600099,国务院国有资产监督管理委员会
600100,教育部
600101,国务院国有资产管理委员会
600103,福建省人民政府国有资产监督管理委员会
600104,上海市国有资产监督管理委员会
600105,莫林弟、莫思铭
600107,解直锟
600108,甘肃省人民政府国有资产监督管理委员会
600109,陈金霞
600111,内蒙古自治区人民政府
600112,潘琦
600113,温州市人民政府国有资产监督管理委员会
600115,国务院国有资产监督管理委员会
600116,国务院国有资产监督管理委员会
600117,青海省政府国有资产监督管理委员会
600118,国务院国有资产监督管理委员会
600119,上海市国有资产监督管理委员会
600120,浙江省人民政府国有资产监督管理委员会
600121,河南省人民政府国有资产监督管理委员会
600122,袁亚非
600123,晋城市国有资产管理委员会
600125,中国铁路总公司
600126,浙江省人民政府国有资产监督管理委员会
600127,长沙市人民政府国有资产监督管理委员会
600128,江苏省人民政府国有资产监督管理委员会
600129,重庆市涪陵区国有资产监督管理委员会
600131,国务院国有资产监督管理委员会
600132,CARLSBERG FOUNDATION(嘉士伯基金会)
600133,湖北省人民政府国有资产监督管理委员会
600135,国务院国有资产监督管理委员会
600136,艾路明
600137,翁荣金、翁关荣、翁荣弟
600138,中国青旅集团有限公司
600139,阙文彬
600141,兴山县人民政府国有资产监督管理委员会
600148,国务院国有资产监督管理委员会
600149,廊坊市自然资源和规划局
600150,国务院国有资产监督管理委员会
600151,国务院国有资产监督管理委员会
600153,厦门市国有资产监督管理委员会
600156,湖南省人民政府国有资产监督管理委员会
600158,国家体育总局
600159,北京市顺义区国有资产监督管理委员会
600160,浙江省人民政府国有资产监督管理委员会
600161,国务院国有资产监督管理委员会
600162,刘志强、翟美卿
600163,福建省人民政府国有资产监督管理委员会
600165,虞建明
600166,北京市人民政府国有资产监督管理委员会
600167,苏壮强、苏冠荣、苏素玉、苏武雄、苏壮奇
600168,武汉市人民政府国有资产监督管理委员会
600169,山西省人民政府国有资产监督管理委员会
600170,上海市国有资产监督管理委员会
600171,国务院国有资产监督管理委员会
600173,"陈建成,陈嫣妮"
600176,国务院国有资产监督管理委员会
600178,国务院国有资产监督管理委员会
600179,郭东泽、郭东圣
600182,林美凤、林振伟、陈应毅
600184,国务院国有资产监督管理委员会
600185,珠海市人民政府国有资产监督管理委员会
600186,顾华梅
600187,姜照柏
600188,山东省人民政府国有资产监督管理委员会
600189,吉林省人民政府国有资产监督管理委员会
600191,肖卫华
600192,甘肃省人民政府国有资产监督管理委员会
600193,陈冠全
600195,国务院国有资产监督管理委员会
600196,郭广昌
600197,新疆生产建设兵团第四师国资委
600198,国务院国有资产监督管理委员会
600199,阜阳市国有资产监督管理委员会
600201,260.8万
600202,哈尔滨市人民政府国有资产监督管理委员会
600203,福建省国有资产监督管理委员会
600206,国务院国有资产监督管理委员会
600207,河南省发展和改革委员会
600212,徐益明
600213,山东省人民政府国有资产监督管理委员会
600217,中华全国供销合作总社
600218,全椒县人民政府
600219,南山村村民委员会
600220,陆克平
600221,海南省政府国有资产监督管理委员会
600222,巩义市竹林镇政府
600223,山东省人民政府国有资产监督管理委员会
600225,天津市国有资产监督管理委员会
600228,北京市国有文化资产管理中心
600229,青岛市财政局
600230,国务院国有资产监督管理委员会
600231,朝阳市国有资产监督管理委员会
600233,喻会蛟、张小娟
600234,吴太交
600235,嘉兴市国有资产监督管理委员会
600236,国务院国有资产监督管理委员会
600237,应建仁、徐美儿
600238,王贵海
600239,云南省人民政府国有资产监督管理委员会
600241,辽宁省人民政府国有资产监督管理委员会
600243,于世光、朱砂
600246,王忆会
600248,陕西省人民政府国有资产监督管理委员会
600249,柳州市人民政府国有资产监督管理委员会
600250,南京市人民政府国有资产监督管理委员会
600251,新疆生产建设兵团农业建设第二师
600252,广西壮族自治区人民政府国有资产监督管理委员会
600255,冯青青
600256,孙广信
600257,罗祖亮
600258,北京市人民政府国有资产监督管理委员会
600259,广东省人民政府国有资产监督管理委员会
600260,公安县凯乐塑管厂
600261,陈森洁及其家族关联人
600262,国务院国有资产监督管理委员会
600265,郑家纯
600266,北京市国有资产监督管理委员会
600267,台州市椒江区人民政府
600268,国务院国有资产监督管理委员会
600269,江西省交通运输厅
600271,国务院国有资产监督管理委员会
600272,上海市静安区国有资产监督管理委员会
600275,翦英海
600278,上海市国有资产监督管理委员会
600279,重庆两江新区管理委员会
600280,祝义财
600281,山西省国有资产监督管理委员会
600282,郭广昌
600283,水利部综合事业局
600284,上海市浦东新区国有资产监督管理委员会
600285,熊维政、熊伟
600287,江苏省人民政府国有资产监督管理委员会
600288,郑素贞
600290,陈道荣
600291,肖卫华
600292,国务院国有资产监督管理委员会
600295,"王林祥,赵魁,张银荣,侯永旺,王俊峰"
600297,孙广信
600298,宜昌市国有资产监督管理委员会
600299,中国国有资产监督管理委员会
600301,广西壮族自治区人民政府国有资产监督管理委员会
600302,西安市人民政府国有资产监督管理委员会
600303,张秀根
600305,镇江市国有资产监督管理委员会
600306,黄茂如
600307,甘肃省人民政府国有资产监督管理委员会
600309,烟台市国有资产监督管理委员会
600310,广西贺州市人民政府国资委
600311,张严德
600312,国务院国有资产监督管理委员会
600313,国务院国有资产监督管理委员会
600316,国务院国有资产监督管理委员会
600317,招商局集团有限公司
600318,安徽省供销合作社联合社
600320,国务院国有资产监督管理委员会
600322,天津市人民政府国有资产监督管理委员会
600323,佛山市南海区公有资产管理委员会
600325,珠海市人民政府国有资产监督管理委员会
600326,西藏自治区人民政府国有资产监督管理委员会
600328,国务院国有资产监督管理委员会
600329,天津市人民政府国有资产监督管理委员会
600331,刘沧龙
600332,广州市国有资产监督管理委员会
600333,长春市国有资产监督管理委员会
600335,国务院国有资产监督管理委员会
600336,青岛市人民政府国有资产监督管理委员会
600338,黄瑛、黄建荣
600339,中国石油天然气集团有限公司
600343,国务院国有资产监督管理委员会
600345,国务院国有资产监督管理委员会
600346,陈建华、范红卫
600348,山西省国有资产监督管理委员会
600350,山东省国有资产监督管理委员会
600352,阮水龙、阮伟祥、项志峰
600356,牡丹江市国有资产监督管理办公室
600358,江西省国有资产监督管理委员会
600359,新疆生产建设兵团第一师国有资产监督管理委员会
600361,海南省文化交流促进会
600362,江西省国有资产监督管理委员会
600366,竺韵德
600367,青岛市人民政府国有资产监督管理委员会
600368,广西壮族自治区人民政府国有资产监督管理委员会
600369,重庆市国有资产监督管理委员会
600370,卞兴才
600371,鲁伟鼎
600372,国务院国有资产监督管理委员会
600373,江西省人民政府
600375,马鞍山市人民政府
600376,北京市人民政府国有资产监督管理委员会
600377,江苏省国有资产监督管理委员会
600378,国务院国有资产监督管理委员会
600379,国务院国有资产监督管理委员会
600382,张坚力、张伟标
600385,黄俊钦
600386,北京市国有资产监督管理委员会
600387,海南省慈航公益基金会
600390,国务院国有资产监督管理委员会
600391,国务院国有资产监督管理委员会
600392,中华人民共和国财政部
600395,贵州省国有资产监督管理委员会
600396,国务院国有资产监督管理委员会
600397,江西省国有资产监督管理委员会
600399,沈文荣
600400,周海江、周耀庭、周海燕、刘连红、顾萃
600403,河南省人民政府国有资产监督管理委员会
600406,国务院国有资产监督管理委员会
600410,85.25万
600415,义乌市国有资产监督管理委员会
600416,湖南省国有资产管理委员会
600418,安徽省国有资产监督管理委员会
600419,新疆生产建设兵团第十二师国有资产监督管理委员会
600420,国务院国有资产监督管理委员会
600421,楼永良
600422,汪力成
600423,柳州市国有资产监督管理委员会
600425,新疆生产建设兵团农一师国有资产监督管理委员会
600426,山东省国有资产监督管理委员会
600428,国务院国有资产监督管理委员会
600429,北京市国有资产监督管理委员会
600433,国务院国有资产监督管理委员会
600435,国务院国有资产监督管理委员会
600436,漳州市国有资产监督管理委员会
600444,国务院国有资产监督管理委员会
600448,滨州市人民政府国有资产监督管理委员会
600449,国务院国有资产监督管理委员会
600452,国务院国有资产监督管理委员会
600456,陕西省国有资产监督管理委员会
600458,国务院国有资产监督管理委员会
600459,云南省国有资产监督管理委员会
600460,陈向东、范伟宏、郑少波、江忠永、罗华兵、宋卫权、陈国华
600461,南昌市国有资产监督管理委员会
600462,韩越
600463,北京市顺义区人民政府国有资产监督管理委员会
600468,天津市国有资产监督管理委员会
600469,国务院国有资产监督管理委员会
600475,无锡市国有资产监督管理委员会
600476,中华人民共和国财政部
600479,株洲市人民政府国有资产监督管理委员会
600480,国务院国有资产监督管理委员会
600482,国务院国资委
600483,福建省人民政府国有资产监督管理委员会
600486,国务院国有资产监督管理委员会
600488,天津市人民政府国有资产监督管理委员会
600489,国务院国有资产监督管理委员会
600490,姜照柏
600495,国务院国有资产监督管理委员会
600496,金良顺
600497,国务院国有资产监督管理委员会
600498,国务院国有资产监督管理委员会
600500,国务院国有资产监督管理委员会
600501,国务院国有资产监督管理委员会
600502,安徽省人民政府国有资产监督管理委员会
600505,国务院国有资产监督管理委员会
600506,中华人民共和国财政部
600507,方威
600508,国务院国有资产监督管理委员会
600509,新疆生产建设兵团农八师石河子市国有资产监督管理委员会
600510,常州市新北区人民政府
600511,国务院国有资产监督管理委员会
600513,扬州市人民政府国有资产监督管理委员会
600515,海南省慈航公益基金会
600516,方威
600517,国务院国有资产监督管理委员会
600519,贵州省人民政府国有资产监督管理委员会
600520,罗其芳、周文育
600523,国务院国有资产监督管理委员会
600525,15.28万
600526,浙江省国有资产监督管理委员会
600528,国务院国有资产监督管理委员会
600529,沂源县行政事业单位国有资产管理办公室
600530,上海大众企业管理有限公司职工持股会
600531,济源市人民政府
600532,俞倪荣、谢雨彤
600533,南京栖霞国有资产经营有限公司
600535,闫凯境、闫希军、吴迺峰、李畇慧
600536,国务院国有资产监督管理委员会
600537,古耀明
600538,朱蓉娟、彭韬
600540,新疆生产建设兵团农业第五师国有资产监督管理委员会
600543,甘肃省人民政府国有资产监督管理委员会
600546,山西省人民政府国有资产监督管理委员会
600547,山东省人民政府国有资产监督管理委员会
600548,深圳市人民政府国有资产监督管理委员会
600549,福建省国有资产监督管理委员会
600550,国务院国有资产监督管理委员会
600551,安徽省人民政府
600552,国务院国有资产监督管理委员会
600555,海南省慈航公益基金会
600556,SINA Corporation、李檬
600558,自贡市国有资产监督管理委员会
600559,衡水市财政局
600560,国务院国有资产监督管理委员会
600561,南昌市国有资产监督管理委员会
600562,国务院国有资产监督管理委员会
600563,厦门市法拉发展总公司职工代表大会
600565,罗韶宇
600567,吴明武、徐丽凡
600568,许德来
