股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
601939,中国证券金融股份有限公司,21.89亿,0.88%,-,流通A股,3,2019-09-30
601939,中国宝武钢铁集团有限公司,20.00亿,0.80%,-,流通H股,4,2019-09-30
601939,国家电网有限公司,16.11亿,0.64%,-,流通H股,5,2019-09-30
601939,益嘉投资有限责任公司,8.56亿,0.34%,-,流通H股,7,2019-09-30
601939,中央汇金资产管理有限责任公司,4.97亿,0.20%,-,流通A股,8,2019-09-30
601939,香港中央结算有限公司,4.31亿,0.17%,-,流通A股,9,2019-09-30
601949,中国出版集团公司,13.86亿,76.05%,-,受限流通股,1,2019-09-30
601949,中欧基金-兴业银行-上海兴瀚资产管理有限公司,436.68万,0.24%,-,流通A股,10,2019-09-30
601949,全国社会保障基金理事会转持一户,3553.74万,1.95%,-,受限流通股,2,2019-09-30
601949,全国社保基金一零三组合,3300.68万,1.81%,-,流通A股,3,2019-09-30
601949,中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划,1767.37万,0.97%,-,流通A股,4,2019-09-30
601949,中国文化产业投资基金(有限合伙),1421.55万,0.78%,-,流通A股,5,2019-09-30
601949,中国联合网络通信集团有限公司,1421.55万,0.78%,-,流通A股,6,2019-09-30
601949,学习出版社有限公司,716.19万,0.39%,-,流通A股,7,2019-09-30
601949,中国银行股份有限公司-中金科创主题3年封闭运作灵活配置混合型证券投资基金,609.78万,0.33%,-,流通A股,8,2019-09-30
601952,江苏省农垦集团有限公司,9.35亿,67.84%,-,受限流通股,1,2019-09-30
601952,全国社会保障基金理事会转持一户,3380.00万,2.45%,-,受限流通股,2,2019-09-30
601952,全国社保基金一零三组合,3299.97万,2.39%,-,流通A股,3,2019-09-30
601952,江苏农垦诚鼎创业投资合伙企业(有限合伙),1330.23万,0.97%,-,流通A股,4,2019-09-30
601952,全国社保基金六零四组合,597.63万,0.43%,-,流通A股,5,2019-09-30
601952,中国银行-易方达积极成长证券投资基金,580.00万,0.42%,-,流通A股,6,2019-09-30
601952,全国社保基金一零九组合,400.00万,0.29%,-,流通A股,7,2019-09-30
601952,基本养老保险基金八零一组合,300.01万,0.22%,-,流通A股,8,2019-09-30
601958,金堆城钼业集团有限公司,24.19亿,74.98%,-,流通A股,1,2019-09-30
601958,中国证券金融股份有限公司,6258.81万,1.94%,-,流通A股,2,2019-09-30
601958,香港中央结算有限公司,6003.43万,1.86%,-,流通A股,3,2019-09-30
601958,中央汇金资产管理有限责任公司,2564.06万,0.79%,-,流通A股,4,2019-09-30
601958,太原钢铁(集团)有限公司,1669.82万,0.52%,-,流通A股,5,2019-09-30
601958,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1050.72万,0.33%,-,流通A股,7,2019-09-30
601958,中色(宁夏)东方集团有限公司,1000.00万,0.31%,-,流通A股,8,2019-09-30
601958,阿布达比投资局,881.58万,0.27%,-,流通A股,9,2019-09-30
601965,中国通用技术(集团)控股有限责任公司,6.12亿,63.11%,-,流通A股,1,2019-09-30
601965,平安基金-中国平安人寿保险股份有限公司-平安人寿-平安基金权益委托投资1号单一资产管理计划,592.94万,0.61%,-,流通A股,10,2019-09-30
601965,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金,1975.85万,2.04%,-,流通A股,2,2019-09-30
601965,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,1547.46万,1.60%,-,流通A股,3,2019-09-30
601965,中国机械进出口(集团)有限公司,1288.76万,1.33%,-,流通A股,4,2019-09-30
601965,中央汇金资产管理有限责任公司,1137.72万,1.17%,-,流通A股,6,2019-09-30
601965,中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金,1073.07万,1.11%,-,流通A股,7,2019-09-30
601965,中国技术进出口集团有限公司,966.57万,1.00%,-,流通A股,8,2019-09-30
601965,平安基金-中国平安人寿保险股份有限公司-分红-个险分红-平安人寿-平安基金权益委托投资2号单一资产管理计划,932.44万,0.96%,-,流通A股,9,2019-09-30
601966,玲珑集团有限公司,6.04亿,50.35%,-,流通A股,1,2019-09-30
601966,科威特政府投资局-自有资金,794.00万,0.66%,-,流通A股,10,2019-09-30
601966,英诚贸易有限公司,2.01亿,16.78%,-,流通A股,2,2019-09-30
601966,山东玲珑轮胎股份有限公司回购专用证券账户,2200.00万,1.83%,-,流通A股,3,2019-09-30
601966,丰隆集团有限公司,1890.00万,1.57%,-,流通A股,4,2019-09-30
601966,中国农业银行股份有限公司-富兰克林国海弹性市值混合型证券投资基金,1450.01万,1.21%,-,流通A股,5,2019-09-30
601966,中基兰德(北京)投资顾问有限公司,1216.79万,1.01%,-,流通A股,6,2019-09-30
601966,机茂有限公司,1105.66万,0.92%,-,流通A股,7,2019-09-30
601966,中国银行股份有限公司-富兰克林国海中小盘股票型证券投资基金,1102.91万,0.92%,-,流通A股,8,2019-09-30
601966,香港中央结算有限公司,964.81万,0.80%,-,流通A股,9,2019-09-30
601968,宝钢金属有限公司,4.70亿,56.44%,-,流通A股,1,2019-10-09
601968,华宝投资有限公司,1919.87万,2.30%,-,流通A股,2,2019-10-09
601968,宝钢集团南通线材制品有限公司,959.94万,1.15%,-,流通A股,4,2019-10-09
601968,"高华-汇丰-GOLDMAN,SACHS & CO.LLC",748.59万,0.90%,-,流通A股,5,2019-10-09
601968,全国社会保障基金理事会转持二户,416.67万,0.50%,-,流通A股,7,2019-10-09
601969,上海复星产业投资有限公司,6.72亿,34.38%,-,流通A股,1,2019-09-30
601969,海南海钢集团有限公司,6.53亿,33.42%,-,流通A股,2,2019-09-30
601969,上海复星高科技(集团)有限公司,3.36亿,17.19%,-,流通A股,3,2019-09-30
601969,中国证券金融股份有限公司,4004.93万,2.05%,-,流通A股,4,2019-09-30
601969,常州投资集团有限公司,1000.00万,0.51%,-,流通A股,5,2019-09-30
601969,中央汇金资产管理有限责任公司,968.10万,0.50%,-,流通A股,6,2019-09-30
601969,上海并购股权投资基金合伙企业(有限合伙),515.31万,0.26%,-,流通A股,7,2019-09-30
601969,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,413.53万,0.21%,-,流通A股,8,2019-09-30
601975,中国外运长航集团有限公司,13.57亿,27.02%,-,受限流通股,1,2019-09-30
601975,中国建设银行股份有限公司江苏省分行,3.88亿,7.72%,-,受限流通股,2,2019-09-30
601975,中国银行股份有限公司江苏省分行,2.50亿,4.98%,-,受限流通股,3,2019-09-30
601975,中国工商银行股份有限公司南京下关支行,2.38亿,4.73%,-,受限流通股,4,2019-09-30
601975,中信银行股份有限公司南京分行,1.89亿,3.76%,-,受限流通股,5,2019-09-30
601975,中国长城资产管理股份有限公司,1.39亿,2.76%,-,受限流通股,6,2019-09-30
601975,中国光大银行股份有限公司南京分行,7625.82万,1.52%,-,受限流通股,9,2019-09-30
601985,中国核工业集团有限公司,108.18亿,69.50%,-,流通A股,1,2019-09-30
601985,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,3932.64万,0.25%,-,流通A股,10,2019-09-30
601985,中国证券金融股份有限公司,4.65亿,2.99%,-,流通A股,2,2019-09-30
601985,香港中央结算有限公司,1.21亿,0.78%,-,流通A股,4,2019-09-30
601985,中国长江三峡集团有限公司,1.13亿,0.73%,-,流通A股,5,2019-09-30
601985,全国社会保障基金理事会转持二户,6611.78万,0.42%,-,流通A股,6,2019-09-30
601985,招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金,5000.00万,0.32%,-,流通A股,7,2019-09-30
601985,中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金,4511.05万,0.29%,-,流通A股,8,2019-09-30
601985,中国工商银行股份有限公司-广发中证央企创新驱动交易型开放式指数证券投资基金,4500.00万,0.29%,-,流通A股,9,2019-09-30
601988,中央汇金投资有限责任公司,1884.62亿,64.02%,-,流通A股,1,2019-09-30
601988,中国太平洋人寿保险股份有限公司-中国太平洋人寿股票红利型产品(寿自营)委托投资(长江养老),3.82亿,0.13%,-,流通A股,10,2019-09-30
601988,香港中央结算(代理人)有限公司,819.21亿,27.83%,-,流通H股,2,2019-09-30
601988,中国证券金融股份有限公司,85.96亿,2.92%,-,流通A股,3,2019-09-30
601988,中央汇金资产管理有限责任公司,18.10亿,0.61%,-,流通A股,4,2019-09-30
601988,梧桐树投资平台有限责任公司,10.60亿,0.36%,-,流通A股,5,2019-09-30
601988,中国人寿保险股份有限公司-分红-个人分红-005L-FH002沪,8.32亿,0.28%,-,流通A股,6,2019-09-30
601988,香港中央结算有限公司,7.27亿,0.25%,-,流通A股,7,2019-09-30
601988,"MUFG Bank,Ltd.",5.20亿,0.18%,-,流通H股,8,2019-09-30
601988,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001沪,4.92亿,0.17%,-,流通A股,9,2019-09-30
601989,中国船舶重工集团有限公司,81.46亿,35.60%,-,"受限流通股,流通A股",1,2019-09-30
601989,中央汇金资产管理有限责任公司,2.71亿,1.19%,-,流通A股,10,2019-09-30
601989,大连船舶投资控股有限公司,18.11亿,7.92%,-,"受限流通股,流通A股",2,2019-09-30
601989,中国国有资本风险投资基金股份有限公司,13.90亿,6.08%,-,受限流通股,3,2019-09-30
