股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
002119,华润深国投信托有限公司-泽熙6期单一资金信托计划,1876.43万,5.00%,无质押,流通A股,3,2019-09-30
002119,中央汇金资产管理有限责任公司,414.32万,1.10%,无质押,流通A股,7,2019-09-30
002119,中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金,134.62万,0.36%,无质押,流通A股,9,2019-09-30
002120,上海罗颉思投资管理有限公司,11.62亿,52.19%,21.46%,受限流通股,1,2019-09-30
002120,香港中央结算有限公司,2045.99万,0.92%,无质押,流通A股,10,2019-09-30
002120,上海丰科投资管理合伙企业(有限合伙),1.30亿,5.86%,3.89%,受限流通股,2,2019-09-30
002120,宁波招银成长拾号投资合伙企业(有限合伙),8481.03万,3.81%,无质押,受限流通股,4,2019-09-30
002120,上海太富祥川股权投资基金合伙企业(有限合伙),8481.03万,3.81%,无质押,受限流通股,5,2019-09-30
002120,上海复星创富股权投资基金合伙企业(有限合伙),5164.85万,2.32%,无质押,流通A股,7,2019-09-30
002120,深圳富海臻界物流二号投资企业(有限合伙),2393.32万,1.07%,无质押,受限流通股,8,2019-09-30
002120,平安资产-工商银行-鑫享3号资产管理产品,2191.38万,0.98%,无质押,流通A股,9,2019-09-30
002121,深圳市远致投资有限公司,3.42亿,24.26%,无质押,流通A股,1,2019-09-30
002122,喀什星河创业投资有限公司,3.56亿,29.97%,100.00%,流通A股,1,2019-09-30
002122,齐齐哈尔市国有资产投资运营管理有限公司,1126.00万,0.95%,无质押,流通A股,10,2019-09-30
002122,霍尔果斯天马创业投资集团有限公司,1.48亿,12.49%,64.04%,流通A股,2,2019-09-30
002122,深圳市中奇信息产业投资咨询有限公司,5244.36万,4.41%,无质押,流通A股,3,2019-09-30
002122,中投发展(深圳)投资咨询有限公司,1500.00万,1.26%,无质押,流通A股,8,2019-09-30
002123,中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金,675.64万,0.83%,无质押,流通A股,10,2019-09-30
002123,深圳市松禾创业投资有限公司,6045.48万,7.47%,42.18%,流通A股,2,2019-09-30
002123,上海域鸿投资管理中心(有限合伙),1895.97万,2.34%,无质押,流通A股,3,2019-09-30
002123,梦网荣信科技集团股份有限公司回购专用证券账户,1329.16万,1.64%,无质押,流通A股,6,2019-09-30
002123,香港中央结算有限公司,882.58万,1.09%,无质押,流通A股,9,2019-09-30
002124,浙江省农村发展集团有限公司,3522.48万,3.04%,无质押,流通A股,3,2019-09-30
002124,金鹰基金-浦发银行-万向信托-万向信托-星辰41号事务管理类单一资金信托,2213.71万,1.91%,无质押,流通A股,4,2019-09-30
002124,香港中央结算有限公司,1221.81万,1.05%,无质押,流通A股,7,2019-09-30
002124,兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF),955.68万,0.82%,无质押,流通A股,8,2019-09-30
002124,中阅资本管理股份公司-中阅产业主题2号私募证券投资基金,931.00万,0.80%,无质押,流通A股,9,2019-09-30
002125,湘潭电化集团有限公司,1.65亿,29.93%,49.31%,流通A股,1,2019-09-30
002125,湘潭振湘国有资产经营投资有限公司,5814.62万,10.52%,44.74%,流通A股,2,2019-09-30
002125,上海智越投资中心(有限合伙),2921.60万,5.28%,无质押,流通A股,3,2019-09-30
002125,深圳市瀚信资产管理有限公司-瀚信定增1号证券投资基金,1259.00万,2.28%,无质押,流通A股,5,2019-09-30
002125,上海景贤投资有限公司,1153.60万,2.09%,无质押,流通A股,6,2019-09-30
002125,农银国际(湖南)投资管理有限公司-潇湘成长资产管理计划,705.60万,1.28%,无质押,流通A股,7,2019-09-30
002125,中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金,536.18万,0.97%,无质押,流通A股,8,2019-09-30
002126,天台银轮实业发展有限公司,8044.40万,10.16%,37.29%,流通A股,1,2019-10-28
002126,天津智链创合企业管理服务中心(有限合伙),1176.47万,1.49%,无质押,流通A股,10,2019-10-28
002126,香港中央结算有限公司,4732.38万,5.97%,无质押,流通A股,2,2019-10-28
002126,基本养老保险基金一零零三组合,3880.17万,4.90%,无质押,流通A股,3,2019-10-28
002126,宁波正奇投资管理中心(有限合伙),3200.00万,4.04%,53.12%,流通A股,5,2019-10-28
002126,全国社保基金一一三组合,2200.01万,2.78%,无质押,流通A股,6,2019-10-28
002126,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),1800.00万,2.27%,无质押,流通A股,7,2019-10-28
002126,浙江银轮机械股份有限公司-第一期员工持股计划,1451.50万,1.83%,无质押,流通A股,8,2019-10-28
002126,中国银行-大成蓝筹稳健证券投资基金,1326.57万,1.67%,无质押,流通A股,9,2019-10-28
002127,汇添富基金管理股份有限公司-社保基金四二三组合,3980.01万,1.62%,无质押,流通A股,10,2019-09-30
002127,吴江新民实业投资有限公司,1.33亿,5.43%,无质押,流通A股,2,2019-09-30
002127,中国工商银行-汇添富成长焦点混合型证券投资基金,5644.90万,2.30%,无质押,流通A股,5,2019-09-30
002127,上海丰南投资中心(有限合伙),5633.91万,2.29%,无质押,流通A股,6,2019-09-30
002127,全国社保基金四一八组合,5464.71万,2.23%,无质押,流通A股,7,2019-09-30
002127,东方新民控股有限公司,4083.00万,1.66%,100.00%,流通A股,9,2019-09-30
002128,中电投蒙东能源集团有限责任公司,11.22亿,58.39%,无质押,"受限流通股,流通A股",1,2019-09-30
002128,财通基金-上海银行-财通基金玉泉870号单一资产管理计划,642.67万,0.33%,无质押,受限流通股,10,2019-09-30
002128,内蒙古霍林河煤业集团有限责任公司,9378.54万,4.88%,50.00%,流通A股,2,2019-09-30
002128,华能国际电力开发公司,6426.74万,3.34%,无质押,受限流通股,3,2019-09-30
002128,云南能投资本投资有限公司,6169.67万,3.21%,无质押,受限流通股,4,2019-09-30
002128,中央汇金资产管理有限责任公司,2197.02万,1.14%,无质押,流通A股,5,2019-09-30
002128,西藏富通达投资有限公司,871.56万,0.45%,无质押,流通A股,7,2019-09-30
002128,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,677.72万,0.35%,无质押,流通A股,9,2019-09-30
002129,天津中环电子信息集团有限公司,7.67亿,27.55%,-,"受限流通股,流通A股",1,2019-09-30
002129,中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金,1009.99万,0.36%,-,流通A股,10,2019-09-30
002129,天津渤海信息产业结构调整股权投资基金有限公司,2.69亿,9.64%,-,流通A股,2,2019-09-30
002129,香港中央结算有限公司,3859.48万,1.39%,-,流通A股,4,2019-09-30
002129,泰康人寿保险有限责任公司-投连-多策略优选,2067.14万,0.74%,-,流通A股,5,2019-09-30
002129,中央汇金资产管理有限责任公司,1900.93万,0.68%,-,流通A股,6,2019-09-30
002129,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1811.26万,0.65%,-,流通A股,7,2019-09-30
002129,汇安基金-兴业银行-汇安基金-北方工业资产管理计划,1450.63万,0.52%,-,流通A股,8,2019-09-30
002129,基本养老保险基金一二零四组合,1034.38万,0.37%,-,流通A股,9,2019-09-30
002130,杭州慧乾投资管理合伙企业(有限合伙),6198.41万,4.92%,-,流通A股,3,2019-09-30
002130,新沃基金-广州农商银行-中国民生信托-中国民生信托·至信252号沃尔核材定向增发集合资金信托计划,1325.38万,1.05%,-,流通A股,4,2019-09-30
002131,华润深国投信托有限公司-华润信托·增利26号单一资金信托,6088.56万,0.92%,无质押,流通A股,10,2019-09-30
002131,台州富浙新兴动力股权投资合伙企业(有限合伙),3.80亿,5.72%,无质押,流通A股,4,2019-09-30
002131,淮安明硕投利明信息咨询中心(有限合伙),8603.26万,1.29%,99.80%,流通A股,6,2019-09-30
002131,中国水务投资有限公司,7659.10万,1.15%,无质押,流通A股,8,2019-09-30
002133,杭州平海投资有限公司,1.35亿,17.41%,-,受限流通股,1,2019-09-30
002133,杭州澜华投资管理有限公司,3296.70万,4.26%,-,流通A股,3,2019-09-30
002133,法泰达管理(杭州)有限公司,1159.00万,1.50%,-,流通A股,5,2019-09-30
002134,天津中环电子信息集团有限公司,6231.46万,25.35%,-,流通A股,1,2019-09-30
002134,上海天倚道投资管理有限公司-天倚道-幻方星辰3号私募基金,108.21万,0.44%,-,流通A股,10,2019-09-30
002134,天津津融投资服务集团有限公司,5033.89万,20.48%,-,流通A股,2,2019-09-30
002134,中央汇金资产管理有限责任公司,338.02万,1.37%,-,流通A股,4,2019-09-30
002134,天津经发投资有限公司,129.65万,0.53%,-,流通A股,8,2019-09-30
002135,浙江东南网架集团有限公司,3.15亿,30.41%,35.61%,流通A股,1,2019-09-30
002135,杭州浩天物业管理有限公司,7486.00万,7.24%,无质押,流通A股,2,2019-09-30
002135,建德市乾盈股权投资基金合伙企业(有限合伙),3597.40万,3.48%,无质押,流通A股,4,2019-09-30
002135,金鹰基金-中信银行-华宝信托-华宝-中信1号单一资金信托,3597.40万,3.48%,无质押,流通A股,5,2019-09-30
002135,金元顺安基金-中信银行-中诚信托-2017年中信银行组合投资单一资金信托,3597.40万,3.48%,无质押,流通A股,6,2019-09-30
002135,宁波梅山保税港区东杲投资合伙企业(有限合伙),2597.40万,2.51%,无质押,流通A股,7,2019-09-30
002135,西藏信托有限公司-西藏信托-智昂5号集合资金信托计划,2089.37万,2.02%,无质押,流通A股,8,2019-09-30
002135,安信基金-农业银行-华宝信托-安心投资【6】号集合资金信托计划,1811.69万,1.75%,无质押,流通A股,9,2019-09-30
002136,铜陵化学工业集团有限公司,6450.58万,30.00%,-,流通A股,1,2019-10-18
002137,新余海和投资管理中心(有限合伙),2337.86万,4.05%,无质押,流通A股,3,2019-09-30
002137,国联证券-南京银行-国联汇金42号集合资产管理计划,1047.15万,1.81%,无质押,流通A股,4,2019-09-30
002138,新余市恒顺通电子科技开发有限公司,6552.00万,8.13%,78.57%,流通A股,2,2019-09-30
002138,香港中央结算有限公司,3510.06万,4.35%,无质押,流通A股,3,2019-09-30
002138,金倡投资有限公司,1787.00万,2.22%,97.93%,流通A股,4,2019-09-30
002138,深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙),1624.08万,2.01%,无质押,流通A股,5,2019-09-30
002138,全国社保基金四零六组合,1388.98万,1.72%,无质押,流通A股,6,2019-09-30
002138,魁北克储蓄投资集团,930.33万,1.15%,无质押,流通A股,7,2019-09-30
002138,BILL & MELINDA GATES FOUNDATION TRUST,855.07万,1.06%,无质押,流通A股,8,2019-09-30
002138,芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金,810.81万,1.01%,无质押,流通A股,9,2019-09-30
002139,广发证券股份有限公司-中庚小盘价值股票型证券投资基金,2681.85万,2.63%,无质押,流通A股,3,2019-09-30
002139,华泰证券股份有限公司-中庚价值领航混合型证券投资基金,2569.13万,2.52%,无质押,流通A股,4,2019-09-30
002139,中国工商银行股份有限公司-博时精选混合型证券投资基金,1507.56万,1.48%,无质押,流通A股,7,2019-09-30
002139,华鑫国际信托有限公司-华鑫信托·国鑫28号集合资金信托计划,764.50万,0.75%,无质押,流通A股,8,2019-09-30
002140,安徽达鑫科技投资有限责任公司,1500.69万,2.80%,无质押,流通A股,2,2019-09-30
002140,中央汇金资产管理有限责任公司,919.40万,1.72%,无质押,流通A股,3,2019-09-30
002140,中国证券金融股份有限公司,247.36万,0.46%,无质押,流通A股,4,2019-09-30
002140,安徽淮化集团有限公司,205.48万,0.38%,100.00%,流通A股,7,2019-09-30
002140,南方基金-农业银行-南方中证金融资产管理计划,189.24万,0.35%,无质押,流通A股,8,2019-09-30
002141,广东贤丰控股有限公司,2.95亿,26.03%,98.93%,受限流通股,1,2019-09-30
002141,贤丰控股集团有限公司,1.59亿,14.03%,71.63%,流通A股,2,2019-09-30
002141,大成创新资本-招商银行-博源恒丰资产管理计划,9845.29万,8.68%,无质押,受限流通股,3,2019-09-30
002141,南方资本-宁波银行-蓉胜超微定向增发2号专项资产管理计划,7383.97万,6.51%,无质押,受限流通股,4,2019-09-30
002141,南方资本-宁波银行-梁雄健,3039.73万,2.68%,无质押,受限流通股,5,2019-09-30
002141,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,456.49万,0.40%,无质押,流通A股,9,2019-09-30
002142,宁波开发投资集团有限公司,11.25亿,19.99%,无质押,"受限流通股,流通A股",1,2019-09-30
002142,中央汇金资产管理有限责任公司,6981.94万,1.24%,无质押,流通A股,10,2019-09-30
002142,新加坡华侨银行有限公司,10.46亿,18.58%,无质押,"受限流通股,流通A股",2,2019-09-30
002142,华茂集团股份有限公司,2.04亿,3.63%,37.01%,流通A股,4,2019-09-30
002142,宁波富邦控股集团有限公司,1.39亿,2.48%,无质押,流通A股,5,2019-09-30
002142,香港中央结算有限公司,1.25亿,2.23%,无质押,流通A股,6,2019-09-30
002142,新加坡华侨银行有限公司(QFII),7979.11万,1.42%,无质押,流通A股,8,2019-09-30
002142,宁兴(宁波)资产管理有限公司,7758.93万,1.38%,无质押,流通A股,9,2019-09-30
002144,中央汇金资产管理有限责任公司,331.55万,1.88%,无质押,流通A股,5,2019-09-30
002144,杭州泉衡投资管理有限公司-泉衡祥瑞一号私募基金,120.00万,0.68%,无质押,流通A股,9,2019-09-30
002146,荣盛控股股份有限公司,15.50亿,35.65%,62.43%,流通A股,1,2019-09-30
002146,全国社保基金一一四组合,1788.02万,0.41%,无质押,流通A股,10,2019-09-30
002146,荣盛建设工程有限公司,6.00亿,13.80%,56.83%,流通A股,2,2019-09-30
002146,香港中央结算有限公司,1.33亿,3.06%,无质押,流通A股,4,2019-09-30
002146,中央汇金资产管理有限责任公司,3975.36万,0.91%,无质押,流通A股,5,2019-09-30
002146,全国社保基金四零三组合,3393.46万,0.78%,无质押,流通A股,6,2019-09-30
002146,全国社保基金一零一组合,3186.01万,0.73%,无质押,流通A股,7,2019-09-30
002146,中国建设银行股份有限公司-万家精选混合型证券投资基金,2523.00万,0.58%,无质押,流通A股,8,2019-09-30
002147,新光控股集团有限公司,11.34亿,62.05%,98.30%,受限流通股,1,2019-09-30
002147,信诚基金-中信银行-信诚基金定众1号分级资产管理计划,6322.94万,3.46%,无质押,流通A股,3,2019-09-30
002147,光大保德信资管-浦发银行-光大保德信耀财富富增4号专项资产管理计划,2658.33万,1.45%,无质押,流通A股,5,2019-09-30
002147,光大保德信资管-浦发银行-光大保德信耀财富富增6号分级专项资产管理计划,2658.33万,1.45%,无质押,流通A股,6,2019-09-30
002147,申万菱信基金-工商银行-创盈定增71号资产管理计划,1524.83万,0.83%,无质押,流通A股,7,2019-09-30
002147,泰达宏利基金-平安银行-龚品忠,1309.36万,0.72%,无质押,流通A股,8,2019-09-30
002148,中央汇金资产管理有限责任公司,258.13万,0.46%,-,流通A股,4,2019-09-30
002149,西北有色金属研究院,1.23亿,28.89%,-,流通A股,1,2019-09-30
002149,中国有色金属工业技术开发交流中心,90.00万,0.21%,-,流通A股,10,2019-09-30
002149,西安航天科技工业有限公司,5232.69万,12.30%,-,流通A股,2,2019-09-30
002149,中央汇金资产管理有限责任公司,795.12万,1.87%,-,流通A股,3,2019-09-30
002149,鞍钢集团资本控股有限公司,140.00万,0.33%,-,流通A股,8,2019-09-30
002150,常熟市千斤顶厂,1.37亿,38.32%,-,流通A股,1,2019-09-30
002150,TORIN JACKS INC.,5811.00万,16.30%,-,流通A股,2,2019-09-30
002150,常熟长城轴承有限公司,930.03万,2.61%,-,流通A股,3,2019-09-30
002150,新余新观念投资管理有限公司,608.40万,1.71%,-,流通A股,4,2019-09-30
002150,中央汇金资产管理有限责任公司,467.13万,1.31%,-,流通A股,5,2019-09-30
002151,国家集成电路产业投资基金股份有限公司,5875.44万,11.98%,无质押,流通A股,2,2019-09-30
002151,浙江正原电气股份有限公司,437.82万,0.89%,无质押,流通A股,5,2019-09-30
002151,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,149.36万,0.30%,无质押,流通A股,8,2019-09-30
002152,广州无线电集团有限公司,12.76亿,52.96%,-,流通A股,1,2019-09-30
002152,安耐德合伙人有限公司-客户资金,1180.44万,0.49%,-,流通A股,10,2019-09-30
002152,广州广电运通金融电子股份有限公司-第一期员工持股计划,8473.40万,3.52%,-,流通A股,2,2019-09-30
002152,梅州敬基实业有限公司,5022.01万,2.08%,-,流通A股,3,2019-09-30
002152,香港中央结算有限公司,3267.99万,1.36%,-,流通A股,4,2019-09-30
002152,全国社保基金四一三组合,1500.00万,0.62%,-,流通A股,7,2019-09-30
002152,中央汇金资产管理有限责任公司,1410.57万,0.59%,-,流通A股,8,2019-09-30
002152,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1301.51万,0.54%,-,流通A股,9,2019-09-30
002153,全国社保基金一一一组合,836.06万,0.78%,-,流通A股,10,2019-09-30
002153,淘宝(中国)软件有限公司,1.39亿,13.04%,-,受限流通股,2,2019-09-30
002153,北京业勤投资有限公司,3660.00万,3.42%,-,流通A股,4,2019-09-30
002153,中央汇金资产管理有限责任公司,1801.08万,1.68%,-,流通A股,5,2019-09-30
002153,香港中央结算有限公司,1180.84万,1.10%,-,流通A股,6,2019-09-30
002153,全国社保基金一一二组合,938.42万,0.88%,-,流通A股,7,2019-09-30
002153,中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金,864.68万,0.81%,-,流通A股,9,2019-09-30
002154,中国人民财产保险股份有限公司-传统-普通保险产品,1848.36万,1.52%,无质押,流通A股,6,2019-09-30
002154,中央汇金资产管理有限责任公司,1158.76万,0.95%,无质押,流通A股,7,2019-09-30
002155,湖南黄金集团有限责任公司,4.80亿,39.91%,-,流通A股,1,2019-09-30
002155,全国社保基金六零四组合,433.87万,0.36%,-,流通A股,10,2019-09-30
002155,株洲市国有资产投资控股集团有限公司,4385.96万,3.65%,-,流通A股,2,2019-09-30
002155,中央汇金资产管理有限责任公司,2500.11万,2.08%,-,流通A股,3,2019-09-30
002155,中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金,1199.98万,1.00%,-,流通A股,4,2019-09-30
002155,中信证券股份有限公司-前海开源金银珠宝主题精选灵活配置混合型证券投资基金,1034.21万,0.86%,-,流通A股,5,2019-09-30
002155,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,908.54万,0.76%,-,流通A股,6,2019-09-30
002155,湖南银太集团有限公司,575.88万,0.48%,-,流通A股,7,2019-09-30
002155,香港中央结算有限公司,572.72万,0.48%,-,流通A股,8,2019-09-30
002155,基本养老保险基金八零一组合,500.09万,0.42%,-,流通A股,9,2019-09-30
002156,南通华达微电子集团股份有限公司,3.27亿,28.35%,41.74%,流通A股,1,2019-10-24
002156,国家集成电路产业投资基金股份有限公司,2.51亿,21.72%,无质押,流通A股,2,2019-10-24
002157,江西永联农业控股有限公司,5.29亿,21.63%,-,"受限流通股,流通A股",1,2019-12-11
002157,正邦集团有限公司,4.72亿,19.24%,-,流通A股,2,2019-12-11
002157,LIEW KENNETH THOW JIUN,1.77亿,7.22%,-,"受限流通股,流通A股",3,2019-12-11
002158,巴拿马海尔梅斯公司,1.75亿,32.67%,-,流通A股,1,2019-09-30
002158,CAPITAL HARVEST TECHNOLOGY LIMITED,1.53亿,28.61%,-,流通A股,2,2019-09-30
002158,泰康人寿保险有限责任公司-投连-平衡配置,175.68万,0.33%,-,流通A股,4,2019-09-30
002158,香港中央结算有限公司,115.34万,0.22%,-,流通A股,8,2019-09-30
002158,中泰证券股份有限公司,114.38万,0.21%,-,流通A股,9,2019-09-30
002159,武汉当代城市建设发展有限公司,2786.13万,20.09%,76.49%,流通A股,1,2019-09-30
002159,中南建筑设计院股份有限公司,119.34万,0.86%,无质押,流通A股,11,2019-09-30
002159,武汉东湖新技术开发区发展总公司,1076.33万,7.76%,无质押,流通A股,2,2019-09-30
002159,武汉当代科技产业集团股份有限公司,690.00万,4.98%,71.01%,流通A股,3,2019-09-30
002159,中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金,643.00万,4.64%,无质押,流通A股,4,2019-09-30
002159,广东筠业投资有限公司,419.08万,3.02%,无质押,流通A股,5,2019-09-30
002159,招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金,350.00万,2.52%,无质押,流通A股,7,2019-09-30
002159,中国工商银行-国联安德盛小盘精选证券投资基金,156.00万,1.13%,无质押,流通A股,9,2019-09-30
002160,常熟市铝箔厂有限责任公司,1.85亿,23.31%,-,流通A股,1,2019-11-14
002160,上海朗诣实业发展有限公司,6379.68万,8.02%,-,流通A股,2,2019-11-14
002161,香港中央结算有限公司,203.07万,0.27%,无质押,流通A股,10,2019-09-30
002161,中国工商银行股份有限公司-南方大数据100指数证券投资基金,338.56万,0.46%,无质押,流通A股,5,2019-09-30
002161,中央汇金资产管理有限责任公司,322.88万,0.44%,无质押,流通A股,6,2019-09-30
002162,CIMIC INDUSTRIAL INC.(斯米克工业有限公司),4.00亿,46.83%,-,流通A股,1,2019-09-30
002162,DIGITAL PACIFIC INC.(太平洋数码有限公司),6160.74万,7.22%,-,流通A股,2,2019-09-30
002162,上海杜行工业投资发展公司,2116.12万,2.48%,-,流通A股,3,2019-09-30
002162,中央汇金资产管理有限责任公司,185.98万,0.22%,-,流通A股,7,2019-09-30
002163,深圳贵航实业有限公司,1.10亿,13.74%,-,流通A股,1,2019-09-30
002163,中国贵州航空工业(集团)有限责任公司,1.08亿,13.42%,-,流通A股,2,2019-09-30
002163,中航通用飞机有限责任公司,1896.27万,2.36%,-,流通A股,3,2019-09-30
002163,中航基金-浙商银行-中航基金同达1号资产管理计划,747.66万,0.93%,-,流通A股,7,2019-09-30
002164,东力控股集团有限公司,1.39亿,19.80%,98.92%,流通A股,1,2019-09-30
002164,上海亚商华谊投资中心(有限合伙),378.06万,0.54%,无质押,受限流通股,10,2019-09-30
002164,深圳富裕控股有限公司,1.29亿,18.38%,无质押,受限流通股,2,2019-09-30
002164,九江易维长和信息管理咨询合伙企业(有限合伙),2520.42万,3.60%,无质押,受限流通股,4,2019-09-30
002164,苏州亚商创业投资中心(有限合伙),441.07万,0.63%,无质押,受限流通股,9,2019-09-30
002165,江苏宝源投资管理有限公司,1.69亿,28.00%,67.04%,流通A股,1,2019-09-30
002165,南京高淳国有资产经营控股集团有限公司,2879.53万,4.78%,无质押,流通A股,2,2019-09-30
002165,博时基金管理有限公司-社保基金四一九组合,1500.03万,2.49%,无质押,流通A股,4,2019-09-30
002165,红宝丽集团股份有限公司-第一期员工持股计划,1053.50万,1.75%,无质押,流通A股,6,2019-09-30
002165,北京金证汇通投资中心(有限合伙),875.66万,1.45%,无质押,流通A股,7,2019-09-30
002165,中央汇金资产管理有限责任公司,797.86万,1.33%,无质押,流通A股,8,2019-09-30
002165,兴全睿众资产-招商银行-兴全睿众-兴全睿众定增9号特定多客户资产管理计划,785.80万,1.31%,无质押,流通A股,9,2019-09-30
002166,中央汇金资产管理有限责任公司,1949.16万,3.45%,无质押,流通A股,7,2019-09-30
002167,中国核工业集团有限公司,9721.08万,15.66%,无质押,流通A股,1,2019-09-30
002167,青岛国信金融控股有限公司,1475.51万,2.38%,无质押,流通A股,3,2019-09-30
002167,金华市农业生产资料有限公司,733.57万,1.18%,无质押,流通A股,4,2019-09-30
002167,金华市裕华棉茧有限公司,708.79万,1.14%,无质押,流通A股,5,2019-09-30
002167,金华市穗丰农资有限公司,634.80万,1.02%,无质押,流通A股,6,2019-09-30
002167,华宝信托有限责任公司-华宝-裕祥1号集合资金信托计划,430.00万,0.69%,无质押,流通A股,8,2019-09-30
002168,共青城信中利宝信投资合伙企业(有限合伙),1.10亿,13.67%,无质押,流通A股,1,2019-09-30
002168,中驰惠程企业管理有限公司,8455.74万,10.54%,61.50%,流通A股,2,2019-09-30
002168,中央汇金资产管理有限责任公司,2888.22万,3.60%,无质押,流通A股,3,2019-09-30
002168,北京信中利投资股份有限公司,2715.37万,3.39%,无质押,流通A股,4,2019-09-30
002168,深圳市惠程信息科技股份有限公司回购专用证券账户,1776.62万,2.22%,无质押,流通A股,5,2019-09-30
002168,共青城中源信投资管理合伙企业(有限合伙),1722.38万,2.15%,无质押,流通A股,6,2019-09-30
002168,香港中央结算有限公司,1323.67万,1.65%,无质押,流通A股,7,2019-09-30
002168,北京天象道通资产管理有限公司-天象8号私募证券投资基金,443.33万,0.55%,无质押,流通A股,9,2019-09-30
002169,广州市金誉实业投资集团有限公司,1.52亿,19.32%,69.87%,流通A股,1,2019-09-30
002169,华融国际信托有限责任公司,1641.03万,2.08%,无质押,流通A股,3,2019-09-30
002169,广州市美宣贸易有限公司,1125.33万,1.43%,无质押,流通A股,6,2019-09-30
002170,广州市康腾投资管理有限公司-知本复利叁号私募证券投资基金,215.49万,0.24%,无质押,流通A股,10,2019-09-30
002170,来宾和君企业管理合伙企业(有限合伙),7042.67万,7.94%,无质押,流通A股,2,2019-09-30
002170,墨脱县诚长投资有限责任公司,722.56万,0.81%,无质押,流通A股,4,2019-09-30
002170,红塔红土基金-浙商银行-渤海国际信托-芭田股份平层投资单一资金信托,439.84万,0.50%,无质押,流通A股,5,2019-09-30
002170,广东西域投资管理有限公司-西域诚长稳赢壹号私募基金,260.00万,0.29%,无质押,流通A股,8,2019-09-30
002171,安徽楚江投资集团有限公司,4.32亿,32.37%,45.54%,流通A股,1,2019-10-21
002171,皓熙股权投资管理(上海)有限公司-南京高科皓熙定增私募证券投资基金,1807.31万,1.36%,无质押,流通A股,10,2019-10-21
002171,新疆顶立汇智股权投资合伙企业(有限合伙),2776.03万,2.08%,75.65%,"流通A股,受限流通股",4,2019-10-21
002171,上海诺铁资产管理有限公司-合肥中安海通股权投资基金合伙企业(有限合伙),2713.69万,2.03%,无质押,流通A股,5,2019-10-21
002171,安徽楚江科技新材料股份有限公司-第1期员工持股计划,2325.58万,1.74%,无质押,流通A股,7,2019-10-21
002171,安徽楚江科技新材料股份有限公司-第三期员工持股计划,2111.58万,1.58%,无质押,流通A股,8,2019-10-21
002172,澳洋集团有限公司,3.05亿,39.30%,74.06%,流通A股,1,2019-09-30
002172,张家港锦泰金泓投资管理有限公司-张家港市乐鑫投资合伙企业(有限合伙),2073.05万,2.67%,无质押,流通A股,2,2019-09-30
002173,上海康瀚投资管理中心(有限合伙),4495.74万,9.88%,100.00%,受限流通股,2,2019-09-30
002173,杭州昌健投资合伙企业(有限合伙),3395.59万,7.47%,无质押,流通A股,4,2019-09-30
002173,上海岩衡投资管理合伙企业(有限合伙),1697.79万,3.73%,无质押,流通A股,6,2019-09-30
002173,杭州岚创投资合伙企业(有限合伙),1273.34万,2.80%,无质押,流通A股,7,2019-09-30
002173,齐齐哈尔建恒投资管理合伙企业(有限合伙),1130.49万,2.49%,100.00%,受限流通股,8,2019-09-30
002175,南通东柏文化发展合伙企业(有限合伙),4059.25万,5.39%,46.98%,流通A股,2,2019-10-11
002176,江西江特电气集团有限公司,2.41亿,14.12%,45.17%,流通A股,1,2019-09-30
002176,宜春市袁州区国有资产运营有限公司,5764.02万,3.38%,47.71%,流通A股,2,2019-09-30
002176,宜春市袁州区金融控股有限公司,4742.87万,2.78%,48.49%,受限流通股,3,2019-09-30
002176,财通基金-宁波银行-财通基金-安吉61号单一资产管理计划,4742.87万,2.78%,无质押,受限流通股,4,2019-09-30
002176,天津远方资产管理有限公司-扬州远方产业扶持基金合伙企业(有限合伙),3557.15万,2.08%,无质押,受限流通股,5,2019-09-30
002176,中央企业贫困地区(江西)产业投资基金合伙企业(有限合伙),3557.15万,2.08%,无质押,受限流通股,6,2019-09-30
002176,宜春市城市建设投资开发有限公司,3557.15万,2.08%,无质押,受限流通股,7,2019-09-30
002176,财通基金-宁波银行-财通基金-安吉62号单一资产管理计划,2371.43万,1.39%,无质押,受限流通股,8,2019-09-30
002177,中央汇金资产管理有限责任公司,200.62万,0.26%,无质押,流通A股,5,2019-09-30
