股票代码,公司名称,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
600777,宁波启坤股权投资合伙企业(有限合伙),8067.94万,1.99%,流通A股,6,2019-09-30
600777,宁波祺顺股权投资合伙企业(有限合伙),8067.94万,1.99%,流通A股,7,2019-09-30
600777,上海锁利投资中心(有限合伙),7458.29万,1.84%,流通A股,8,2019-09-30
600777,西藏天籁投资管理合伙企业(有限合伙),7458.29万,1.84%,流通A股,9,2019-09-30
600778,大商集团有限公司,7787.27万,25.03%,流通A股,1,2019-09-30
600778,乌鲁木齐国有资产经营(集团)有限公司,1698.77万,5.46%,流通A股,2,2019-09-30
600778,乌鲁木齐城市建设投资(集团)有限公司,1417.00万,4.56%,流通A股,3,2019-09-30
600778,深圳市前关商贸投资管理有限公司,271.52万,0.87%,流通A股,7,2019-09-30
600779,四川成都水井坊集团有限公司,1.94亿,39.73%,流通A股,1,2019-09-30
600779,GRAND METROPOLITAN INTERNATIONAL HOLDINGS LIMITED,1.14亿,23.44%,流通A股,2,2019-09-30
600779,香港中央结算有限公司,3963.55万,8.12%,流通A股,3,2019-09-30
600779,中国银行股份有限公司-易方达中小盘混合型证券投资基金,1300.01万,2.66%,流通A股,4,2019-09-30
600779,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,628.37万,1.29%,流通A股,5,2019-09-30
600779,中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,530.01万,1.09%,流通A股,6,2019-09-30
600779,天津礼仁投资管理合伙企业(有限合伙)-卓越长青私募证券投资基金,353.80万,0.72%,流通A股,7,2019-09-30
600779,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,269.65万,0.55%,流通A股,8,2019-09-30
600779,中国工商银行股份有限公司-鹏华策略回报灵活配置混合型证券投资基金,256.01万,0.52%,流通A股,9,2019-09-30
600780,山西国际电力集团有限公司,6.57亿,57.33%,流通A股,1,2019-09-30
600780,中欧基金-农业银行-中欧中证金融资产管理计划,496.88万,0.43%,流通A股,10,2019-09-30
600780,广发基金-农业银行-广发中证金融资产管理计划,496.88万,0.43%,流通A股,11,2019-09-30
600780,南方基金-农业银行-南方中证金融资产管理计划,496.88万,0.43%,流通A股,12,2019-09-30
600780,博时基金-农业银行-博时中证金融资产管理计划,496.88万,0.43%,流通A股,13,2019-09-30
600780,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,496.88万,0.43%,流通A股,14,2019-09-30
600780,大成基金-农业银行-大成中证金融资产管理计划,496.88万,0.43%,流通A股,15,2019-09-30
600780,易方达基金-农业银行-易方达中证金融资产管理计划,496.88万,0.43%,流通A股,16,2019-09-30
600780,华夏基金-农业银行-华夏中证金融资产管理计划,496.88万,0.43%,流通A股,17,2019-09-30
600780,银华基金-农业银行-银华中证金融资产管理计划,496.88万,0.43%,流通A股,18,2019-09-30
600780,太原钢铁(集团)有限公司,3586.16万,3.13%,流通A股,2,2019-09-30
600780,中国证券金融股份有限公司,2372.13万,2.07%,流通A股,3,2019-09-30
600780,中央汇金资产管理有限责任公司,2107.63万,1.84%,流通A股,4,2019-09-30
600780,山西统配煤炭经销有限公司,1197.37万,1.04%,流通A股,5,2019-09-30
600780,北京默名资产管理有限公司-默名融智阳光12期基金,536.70万,0.47%,流通A股,7,2019-09-30
600780,阳泉煤业(集团)有限责任公司,513.16万,0.45%,流通A股,8,2019-09-30
600780,嘉实基金-农业银行-嘉实中证金融资产管理计划,496.88万,0.43%,流通A股,9,2019-09-30
600781,辅仁药业集团有限公司,5401.50万,14.43%,流通A股,1,2019-09-30
600781,香港中央结算有限公司,252.53万,0.67%,流通A股,10,2019-09-30
600781,天津市津诚豫药医药科技合伙企业(有限合伙),4212.37万,11.26%,流通A股,2,2019-09-30
600781,深圳市平嘉鑫元股权投资合伙企业(有限合伙),4114.89万,10.99%,流通A股,3,2019-09-30
600781,福州万佳鑫旺股权投资中心(有限合伙),2508.64万,6.70%,流通A股,4,2019-09-30
600781,深圳市珠峰基石股权投资合伙企业(有限合伙),995.08万,2.66%,流通A股,5,2019-09-30
600781,上海鼎亮开耀投资中心(有限合伙),742.05万,1.98%,流通A股,6,2019-09-30
600781,深圳市领军基石股权投资合伙企业(有限合伙),632.49万,1.69%,流通A股,7,2019-09-30
600781,深圳市东土大唐投资管理合伙企业(有限合伙),417.00万,1.11%,流通A股,8,2019-09-30
600782,新余钢铁集团有限公司,12.17亿,38.17%,流通A股,1,2019-09-30
600782,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1725.39万,0.54%,流通A股,10,2019-09-30
600782,新钢集团-华泰联合证券-19新钢EB担保及信托财产专户,5.55亿,17.41%,流通A股,2,2019-09-30
600782,香港中央结算有限公司,6450.77万,2.02%,流通A股,3,2019-09-30
600782,建信基金-工商银行-华润深国投信托-华润信托·兴晟2号集合资金信托计划,5910.73万,1.85%,流通A股,4,2019-09-30
600782,建信基金-工商银行-华润深国投信托-华润信托·兴晟3号集合资金信托计划,3013.71万,0.95%,流通A股,5,2019-09-30
600782,国华人寿保险股份有限公司-传统二号,2283.11万,0.72%,流通A股,6,2019-09-30
600782,全国社保基金一零六组合,2283.11万,0.72%,流通A股,7,2019-09-30
600782,中国太平洋人寿保险股份有限公司-分红-个人分红,2010.00万,0.63%,流通A股,9,2019-09-30
600783,山东省鲁信投资控股集团有限公司,5.18亿,69.57%,流通A股,1,2019-09-30
600783,湖北品农商用车服务有限公司,215.96万,0.29%,流通A股,2,2019-09-30
600783,淄博华至资本投资有限公司,93.00万,0.12%,流通A股,6,2019-09-30
600783,武汉金楚阳贸易有限公司,78.98万,0.11%,流通A股,8,2019-09-30
600784,山东国惠投资有限公司,1.35亿,23.73%,流通A股,1,2019-09-30
600784,山东省国有资产投资控股有限公司,2827.80万,4.98%,流通A股,2,2019-09-30
600784,杭州九硕实业有限公司,375.03万,0.66%,流通A股,6,2019-09-30
600784,淄博金益经贸有限公司,217.60万,0.38%,流通A股,9,2019-09-30
600785,物美科技集团有限公司,8136.03万,36.06%,流通A股,1,2019-09-30
600785,上海宝银创赢投资管理有限公司-上海宝银创赢最具巴菲特潜力对冲基金3期,6541.56万,28.99%,流通A股,2,2019-09-30
600785,必拓电子商务有限公司,1100.00万,4.88%,流通A股,3,2019-09-30
600785,安庆聚德贸易有限责任公司,895.85万,3.97%,流通A股,4,2019-09-30
600785,北京绿色安全农产品物流信息中心有限公司,454.60万,2.01%,流通A股,5,2019-09-30
600785,物美津投(天津)商业管理有限公司,441.03万,1.95%,流通A股,6,2019-09-30
600785,上海宝银创赢投资管理有限公司-上海宝银创赢最具巴菲特潜力对冲基金16期,418.02万,1.85%,流通A股,7,2019-09-30
600785,宁夏通信服务有限公司,252.35万,1.12%,流通A股,9,2019-09-30
600787,中国物资储运集团有限公司,10.06亿,45.74%,流通A股,1,2019-09-30
600787,CLH 12(HK)Limited,3.40亿,15.45%,流通A股,2,2019-09-30
600787,香港中央结算有限公司,1.06亿,4.84%,流通A股,3,2019-09-30
600787,中国证券金融股份有限公司,2483.47万,1.13%,流通A股,4,2019-09-30
600787,中央汇金资产管理有限责任公司,2108.71万,0.96%,流通A股,5,2019-09-30
600787,北京阿特斯投资有限公司,1153.67万,0.52%,流通A股,6,2019-09-30
600787,国家第一养老金信托公司-自有资金,978.19万,0.44%,流通A股,7,2019-09-30
600787,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,949.19万,0.43%,流通A股,8,2019-09-30
600787,魁北克储蓄投资集团,879.88万,0.40%,流通A股,9,2019-09-30
600789,山东省人民政府国有资产监督管理委员会,1.86亿,21.82%,流通A股,1,2019-09-30
600789,山东发展投资控股集团有限公司,2810.81万,3.30%,流通A股,2,2019-09-30
600789,济南文景投资合伙企业(有限合伙),767.18万,0.90%,流通A股,3,2019-09-30
600789,财通基金-浦发银行-财通基金-浦发银行-山东社会保障基金1号资产管理计划,702.70万,0.82%,流通A股,4,2019-09-30
600789,鲁资创业投资有限公司,676.35万,0.79%,流通A股,5,2019-09-30
600789,济南国惠兴鲁股权投资基金合伙企业(有限合伙),669.85万,0.79%,流通A股,6,2019-09-30
600789,财通基金-中国银行-财通基金-富春创益定增4号资产管理计划,483.91万,0.57%,流通A股,7,2019-09-30
600789,山东运金股权投资有限公司,393.52万,0.46%,流通A股,9,2019-09-30
600790,绍兴市柯桥区中国轻纺城市场开发经营集团有限公司,5.53亿,37.75%,流通A股,1,2019-09-30
600790,大成基金管理有限公司-社保基金1101组合,901.61万,0.62%,流通A股,10,2019-09-30
600790,浙江精功控股有限公司,6370.00万,4.35%,流通A股,2,2019-09-30
600790,全国社保基金一零三组合,3000.00万,2.05%,流通A股,3,2019-09-30
600790,浙江省财务开发公司,2442.80万,1.67%,流通A股,4,2019-09-30
600790,绍兴市柯桥区柯桥街道红建股份经济合作社,1073.80万,0.73%,流通A股,6,2019-09-30
600790,平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金,994.97万,0.68%,流通A股,7,2019-09-30
600790,中国证券金融股份有限公司,910.21万,0.62%,流通A股,9,2019-09-30
600791,北京能源集团有限责任公司,2.05亿,45.32%,流通A股,1,2019-09-30
600791,贵州省技术改造投资有限责任公司,203.00万,0.45%,流通A股,3,2019-09-30
600791,哈尔滨市道里区慈善基金会,173.52万,0.38%,流通A股,5,2019-09-30
600792,昆明钢铁控股有限公司,5.96亿,60.19%,流通A股,1,2019-09-30
600792,云天化集团有限责任公司,1.02亿,10.31%,流通A股,2,2019-09-30
600792,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,461.66万,0.47%,流通A股,3,2019-09-30
600792,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),241.05万,0.24%,流通A股,5,2019-09-30
600792,中央汇金资产管理有限责任公司,189.90万,0.19%,流通A股,8,2019-09-30
600793,四川省宜宾五粮液集团有限公司,5669.18万,53.84%,流通A股,1,2019-09-30
600793,银河资本-民生银行-阳岚1号价值成长资产管理计划,95.21万,0.90%,流通A股,4,2019-09-30
600793,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,56.71万,0.54%,流通A股,9,2019-09-30
600794,张家港保税区金港资产经营有限公司,4.33亿,35.68%,流通A股,1,2019-09-30
600794,深圳市前海益华投资有限公司,1360.17万,1.12%,流通A股,2,2019-09-30
600794,张家港保税科技股份有限公司-2015年度员工持股计划,1027.79万,0.85%,流通A股,3,2019-09-30
600794,商丘富悦达商贸有限公司,795.03万,0.66%,流通A股,4,2019-09-30
600794,中国建设银行股份有限公司-交银施罗德经济新动力混合型证券投资基金,390.25万,0.32%,流通A股,6,2019-09-30
600795,国家能源投资集团有限责任公司,90.39亿,46.00%,流通A股,1,2019-09-30
600795,银华基金-农业银行-银华中证金融资产管理计划,1.43亿,0.73%,流通A股,10,2019-09-30
600795,广发基金-农业银行-广发中证金融资产管理计划,1.43亿,0.73%,流通A股,11,2019-09-30
600795,嘉实基金-农业银行-嘉实中证金融资产管理计划,1.43亿,0.73%,流通A股,12,2019-09-30
600795,易方达基金-农业银行-易方达中证金融资产管理计划,1.43亿,0.73%,流通A股,13,2019-09-30
600795,南方基金-农业银行-南方中证金融资产管理计划,1.43亿,0.73%,流通A股,14,2019-09-30
600795,中欧基金-农业银行-中欧中证金融资产管理计划,1.43亿,0.73%,流通A股,15,2019-09-30
600795,中国证券金融股份有限公司,9.59亿,4.88%,流通A股,2,2019-09-30
600795,香港中央结算有限公司,2.16亿,1.10%,流通A股,3,2019-09-30
600795,中央汇金资产管理有限责任公司,2.14亿,1.09%,流通A股,4,2019-09-30
600795,上海电气(集团)总公司,1.99亿,1.01%,流通A股,5,2019-09-30
600795,大成基金-农业银行-大成中证金融资产管理计划,1.43亿,0.73%,流通A股,6,2019-09-30
600795,博时基金-农业银行-博时中证金融资产管理计划,1.43亿,0.73%,流通A股,7,2019-09-30
600795,华夏基金-农业银行-华夏中证金融资产管理计划,1.43亿,0.73%,流通A股,8,2019-09-30
600795,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,1.43亿,0.73%,流通A股,9,2019-09-30
600796,海宁市资产经营公司,1.00亿,33.30%,流通A股,1,2019-09-30
600796,中国工商银行股份有限公司-创金合信沪港深研究精选灵活配置混合型证券投资基金,198.89万,0.66%,流通A股,2,2019-09-30
600796,中国国际金融(香港)有限公司-中金稳定收益专户,186.11万,0.62%,流通A股,3,2019-09-30
600796,海宁市实业投资集团有限公司,156.68万,0.52%,流通A股,4,2019-09-30
600796,平安信托有限责任公司-金蕴21期(泓璞1号)集合资金信托,120.31万,0.40%,流通A股,7,2019-09-30
600797,浙江浙大网新集团有限公司,1.60亿,15.60%,流通A股,1,2019-09-30
600797,宁波嘉越云通创业投资合伙企业(有限合伙),491.39万,0.48%,流通A股,10,2019-09-30
600797,上海趵虎投资管理中心(有限合伙),4133.86万,4.04%,流通A股,2,2019-09-30
600797,华数网通信息港有限公司,2470.33万,2.41%,流通A股,3,2019-09-30
600797,中央汇金资产管理有限责任公司,1648.47万,1.61%,流通A股,4,2019-09-30
600797,浙大网新科技股份有限公司回购专用证券账户,599.08万,0.59%,流通A股,8,2019-09-30
600798,宁波海运集团有限公司,3.65亿,35.41%,流通A股,1,2019-09-30
600798,浙江华云清洁能源有限公司,4434.61万,4.30%,流通A股,2,2019-09-30
600798,宁波保税区路远投资有限公司,2672.00万,2.59%,流通A股,3,2019-09-30
600798,天津港(集团)有限公司,1500.00万,1.46%,流通A股,4,2019-09-30
600798,宁波江北富搏企业管理咨询公司,726.83万,0.71%,流通A股,5,2019-09-30
600798,宁波交通投资控股有限公司,260.66万,0.25%,流通A股,8,2019-09-30
600800,天津环球磁卡集团有限公司,1.72亿,28.11%,流通A股,1,2019-09-30
600800,北京元和盛德投资有限责任公司,399.00万,0.65%,流通A股,3,2019-09-30
600800,天津一德投资集团有限公司,152.14万,0.25%,流通A股,7,2019-09-30
600801,HOLCHIN B.V.,8.36亿,39.85%,"流通A股,流通B股",1,2019-09-30
600801,TEMPLETON GLOBAL INVESTMENT TRUST-TEMPLETON EMERGING MARKETS SMALL CAP FUND,941.65万,0.45%,流通B股,10,2019-09-30
600801,华新集团有限公司,3.36亿,16.00%,流通A股,2,2019-09-30
600801,香港中央结算有限公司,1.09亿,5.21%,流通A股,3,2019-09-30
600801,HOLPAC LIMITED,4169.18万,1.99%,流通B股,4,2019-09-30
600801,中央汇金资产管理有限责任公司,3047.62万,1.45%,流通A股,5,2019-09-30
600801,FTIF-TEMPLETON ASIAN SMALLER COMPANIES FUND,1380.54万,0.66%,流通B股,6,2019-09-30
600801,中国铁路武汉局集团有限公司,1128.96万,0.54%,流通A股,8,2019-09-30
600801,交通银行-融通行业景气证券投资基金,998.59万,0.48%,流通A股,9,2019-09-30
600802,福建省建材(控股)有限责任公司,1.10亿,28.78%,流通A股,1,2019-09-30
600802,南方水泥有限公司,2009.10万,5.26%,流通A股,2,2019-09-30
600802,福建煤电股份有限公司,1210.08万,3.17%,流通A股,3,2019-09-30
600802,福建省投资开发集团有限责任公司,200.09万,0.52%,流通A股,4,2019-09-30
600803,新奥控股投资有限公司,3.82亿,31.04%,流通A股,1,2019-09-30
600803,国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划,1130.74万,0.92%,流通A股,10,2019-09-30
600803,弘创(深圳)投资中心(有限合伙),1.19亿,9.70%,流通A股,2,2019-09-30
600803,廊坊合源投资中心(有限合伙),9836.07万,8.00%,流通A股,3,2019-09-30
