pid,股票代码,职务,薪酬,直接持股数,高管类型
30948,000050,独立董事,12.8万,-,董事会
29267,000055,职工监事,-,1.91万,监事会
31329,000055,职工董事,71.57万,-,董事会
52011,000055,监事,46.89万,-,监事会
25348,000055,董事,95.44万,-,董事会
11157,000055,董事,85.1万,-,董事会
44617,000055,"董事长,职工董事",222.6万,189万,董事会
37234,000055,监事会召集人,47.03万,-,监事会
16697,000055,独立董事,8万,-,董事会
10917,000055,独立董事,8万,-,董事会
14945,000055,独立董事,8万,-,董事会
12259,000055,副总裁,82.6万,-,监事会
25605,000056,董事,205.6万,-,董事会
53903,000056,监事,2万,-,监事会
13223,000056,独立董事,-,-,董事会
356,000056,董事,138.2万,85万,董事会
21641,000056,董事,122.4万,50.94万,董事会
23345,000056,监事,-,-,监事会
23136,000056,独立董事,8万,-,董事会
28449,000056,职工监事,57.84万,27.18万,监事会
48108,000056,"副董事长,董事",7500,254.7万,董事会
9922,000056,"董事长,董事",74.08万,137.2万,董事会
49176,000056,职工董事,244.9万,255万,董事会
53358,000056,独立董事,-,-,董事会
2137,000056,职工监事,-,-,监事会
9064,000056,监事会主席,104.2万,-,监事会
50752,000058,"副总经理,财务负责人",-,-,监事会
5261,000058,独立董事,-,-,董事会
36590,000058,职工监事,-,-,监事会
14611,000058,董事,-,-,董事会
1686,000058,监事会主席,46.44万,2万,监事会
8028,000058,独立董事,-,-,董事会
11098,000058,"董事长,董事",-,3.7万,董事会
27813,000058,"董事会秘书,副总经理",45.16万,1.71万,监事会
30107,000058,职工监事,-,-,监事会
13181,000058,董事,-,-,董事会
14081,000058,监事,-,-,监事会
25428,000058,董事,-,-,董事会
15931,000058,副总经理,-,-,监事会
25327,000058,监事,-,-,监事会
53487,000058,董事,-,-,董事会
21546,000058,独立董事,-,-,董事会
28542,000059,董事,150.7万,-,董事会
26295,000059,职工监事,130.7万,-,监事会
21317,000059,独立董事,6.49万,-,董事会
19116,000059,董事,147.6万,-,董事会
39113,000059,副总经理,41.8万,-,监事会
35516,000059,副总经理,153.4万,-,监事会
12160,000059,副总经理,79.74万,-,监事会
14157,000059,独立董事,6.49万,-,董事会
33693,000059,副总经理,135.9万,-,监事会
19081,000059,"董事长,董事",119.5万,-,董事会
42324,000059,"副董事长,董事",167.5万,-,董事会
36608,000059,监事,130.7万,-,监事会
15808,000059,董事,156万,-,董事会
17754,000059,董事,142.8万,-,董事会
5472,000059,副总经理,59.95万,-,监事会
22483,000059,监事会主席,134万,-,监事会
21088,000059,副总经理,77.77万,-,监事会
37691,000059,独立董事,6.49万,-,董事会
13662,000060,独立董事,12万,-,董事会
31465,000060,监事,-,-,监事会
53721,000060,副总裁,278.8万,28.5万,监事会
32412,000060,"董事局主席,董事",301.4万,15万,董事会
52267,000060,副总裁,257.3万,41.58万,监事会
39150,000060,独立董事,12万,-,董事会
8217,000060,董事,290.7万,12万,董事会
43319,000060,董事,-,-,董事会
48312,000060,董事,-,-,董事会
41427,000060,监事会主席,-,-,监事会
31869,000060,董事,-,-,董事会
4412,000060,独立董事,12万,-,董事会
42395,000060,董事,-,-,董事会
52328,000060,副总裁,-,-,监事会
23706,000060,副总裁,257.3万,4.5万,监事会
26834,000060,职工监事,147.1万,-,监事会
11483,000060,董事局秘书,80.84万,-,监事会
40498,000060,副总裁,207.5万,6万,监事会
47602,000061,"董事长,董事",37.2万,-,董事会
27648,000061,独立董事,15万,-,董事会
31767,000061,董事,110.7万,-,董事会
3830,000061,职工监事,-,1000,监事会
7386,000061,独立董事,15万,-,董事会
48246,000061,监事,50.24万,-,监事会
13641,000061,独立董事,15万,-,董事会
32072,000061,董事,50万,-,董事会
16869,000061,监事会主席,50万,-,监事会
47561,000061,副总裁,109.4万,-,监事会
6606,000061,职工监事,55.94万,-,监事会
11916,000061,独立董事,15万,-,董事会
14405,000061,董事会秘书,79.04万,-,监事会
20637,000061,副总裁,108.6万,1.7万,监事会
36339,000061,独立董事,15万,-,董事会
37351,000061,董事,-,-,董事会
35736,000061,监事,-,-,监事会
40434,000061,副总裁,110.3万,1.95万,监事会
34144,000061,董事,111.9万,33.61万,董事会
43196,000061,董事,-,-,董事会
5466,000061,董事,-,-,董事会
7711,000061,董事,74.95万,-,董事会
38077,000062,副总经理,100万,-,监事会
22283,000062,副总经理,130万,435,监事会
47401,000062,独立董事,6.85万,-,董事会
42544,000062,独立董事,6.85万,-,董事会
12458,000062,董事,-,-,董事会
30698,000062,董事,-,-,董事会
54001,000062,董事,-,-,董事会
1826,000062,董事,110万,50.86万,董事会
44183,000062,监事,-,-,监事会
15474,000062,"董事长,董事",200万,66.85万,董事会
8305,000062,监事会主席,-,-,监事会
16697,000062,独立董事,6.85万,-,董事会
4541,000062,董事,145万,50.86万,董事会
33575,000062,职工监事,83万,-,监事会
35408,000063,董事会秘书,-,-,监事会
42651,000063,独立非执行董事,12.5万,-,董事会
25902,000063,职工监事,84万,5.093万,监事会
12284,000063,监事,-,-,监事会
41465,000063,监事,-,-,监事会
23134,000063,执行董事,195.7万,-,董事会
13885,000063,非执行董事,5万,-,董事会
13384,000063,职工监事,105.5万,-,监事会
48805,000063,非执行董事,5万,-,董事会
43425,000063,"董事长,执行董事",53.7万,-,董事会
44240,000063,"财务总监,执行副总裁",185.6万,1800,监事会
39701,000063,执行副总裁,190.7万,-,监事会
37757,000063,独立非执行董事,12.5万,-,董事会
50719,000063,非执行董事,5万,-,董事会
46898,000063,监事会主席,157.1万,49.58万,监事会
40760,000063,执行副总裁,-,-,监事会
39,000063,执行董事,46.8万,-,董事会
42997,000063,独立非执行董事,12.5万,-,董事会
16174,000065,独立董事,8万,-,董事会
41435,000065,董事,-,-,董事会
37604,000065,监事会召集人,-,-,监事会
27894,000065,副总经理,101.4万,-,监事会
14512,000065,董事,82.79万,-,董事会
44174,000065,董事,-,-,董事会
40419,000065,副总经理,99.96万,-,监事会
12799,000065,"董事长,董事",-,-,董事会
12238,000065,副总经理,102.9万,-,监事会
7703,000065,副总经理,102.9万,-,监事会
27308,000065,职工监事,50.88万,-,监事会
14506,000065,独立董事,7.5万,-,董事会
4820,000065,董事,124.2万,-,董事会
10763,000065,副总经理,20.5万,-,监事会
34663,000065,监事,-,-,监事会
6843,000065,董事,-,-,董事会
30358,000065,独立董事,8.5万,-,董事会
27220,000066,财务总监,124.5万,6万,监事会
16868,000066,董事,-,-,董事会
15347,000066,高级副总裁,124.1万,6万,监事会
27807,000066,高级副总裁,124万,9.768万,监事会
5636,000066,董事,-,-,董事会
28857,000066,"董事长,董事",-,-,董事会
4247,000066,董事,-,-,董事会
18885,000066,董事,124.4万,6万,董事会
7091,000066,高级副总裁,124.1万,6万,监事会
25750,000066,独立董事,-,-,董事会
42498,000066,董事,-,-,董事会
53865,000066,职工监事,42.77万,-,监事会
9343,000066,监事,-,-,监事会
39271,000066,"高级副总裁,总法律顾问",168.1万,2万,监事会
11787,000066,独立董事,9.5万,-,董事会
49023,000066,独立董事,9.5万,-,董事会
14177,000066,董事会秘书,87.07万,2.8万,监事会
42269,000066,监事会主席,128.8万,-,监事会
41730,000068,董事会秘书,83.16万,-,监事会
2097,000068,独立董事,10万,-,董事会
36026,000068,董事,-,-,董事会
8140,000068,独立董事,10万,-,董事会
1686,000068,监事会主席,-,-,监事会
21751,000068,董事,-,-,董事会
2923,000068,职工监事,27.15万,-,监事会
10830,000068,副总经理,150.5万,-,监事会
4135,000068,监事,-,-,监事会
9839,000068,副总经理,148.6万,1200,监事会
16579,000068,独立董事,10万,-,董事会
3422,000068,董事,-,-,董事会
50550,000068,财务总监,147.7万,-,监事会
45683,000068,副总经理,149.7万,-,监事会
25428,000068,"副董事长,董事",-,-,董事会
37966,000068,独立董事,10万,-,董事会
40599,000068,"董事长,董事",-,-,董事会
19156,000069,独立董事,6万,-,董事会
24969,000069,董事会秘书,271.7万,41.28万,监事会
16355,000069,职工监事,47.19万,15万,监事会
17658,000069,独立董事,6万,-,董事会
31665,000069,独立董事,6万,-,董事会
40709,000069,"副董事长,董事",-,284.1万,董事会
25531,000069,副总裁,367.1万,149.1万,监事会
5898,000069,副总裁,34.2万,44.25万,监事会
28927,000069,"董事长,董事",-,-,董事会
4263,000069,董事,-,-,董事会
17939,000069,董事,-,238.5万,董事会
7006,000069,副总裁,307.2万,110.6万,监事会
11364,000069,监事,-,-,监事会
51705,000069,独立董事,6万,-,董事会
45734,000069,监事长,263万,-,监事会
14573,000070,副总经理,69.1万,-,监事会
24826,000070,副总经理,79.72万,1.8万,监事会
32425,000070,监事,-,-,监事会
33412,000070,独立董事,1.67万,-,董事会
37701,000070,董事,-,-,董事会
30456,000070,"董事会秘书,副总经理",74.47万,1.818万,监事会
36384,000070,职工监事,12.84万,-,监事会
27277,000070,董事,40.28万,-,董事会
37117,000070,董事,-,-,董事会
6224,000070,董事,22.8万,12万,董事会
53159,000070,独立董事,9万,-,董事会
49599,000070,监事会主席,55.56万,-,监事会
22732,000070,"董事长,董事",99.06万,6.03万,董事会
35433,000070,董事,-,-,董事会
26502,000070,独立董事,9万,-,董事会
15384,000070,副总经理,74.47万,-,监事会
11788,000078,"董事局副主席,董事",423万,1150万,董事会
38513,000078,独立董事,15万,-,董事会
37589,000078,副总裁,-,-,监事会
12390,000078,副总裁,-,-,监事会
44500,000078,"董事局主席,董事",15万,340.2万,董事会
49242,000078,"董事局副主席,董事",25万,133.1万,董事会
22661,000078,常务副总裁,-,-,监事会
33945,000078,监事,-,-,监事会
27167,000078,董事,180万,200万,董事会
30414,000078,独立董事,-,-,董事会
49250,000078,副总裁,-,-,监事会
34778,000078,职工监事,-,-,监事会
29120,000078,独立董事,15万,-,董事会
4063,000078,董事,-,-,董事会
2912,000078,董事,-,-,董事会
8937,000078,监事会主席,-,-,监事会
53031,000088,"董事长,董事",-,-,董事会
45887,000088,副总经理,70.72万,-,监事会
39681,000088,财务总监,57.12万,-,监事会
25806,000088,董事,-,-,董事会
49243,000088,监事会主席,75万,-,监事会
40404,000088,副总经理,27.68万,-,监事会
37449,000088,董事,-,-,董事会
35240,000088,独立董事,11.9万,-,董事会
42540,000088,董事,-,-,董事会
37323,000088,副总经理,70.72万,-,监事会
13118,000088,总工程师,59.61万,-,监事会
31024,000088,独立董事,11.9万,-,董事会
36134,000088,董事,-,-,董事会
20199,000088,监事,-,-,监事会
47168,000088,职工监事,70.72万,-,监事会
13614,000088,董事,-,-,董事会
25354,000088,董事会秘书,61.72万,-,监事会
18286,000088,副总经理,70.72万,-,监事会
9791,000088,独立董事,11.9万,-,董事会
42361,000089,监事会主席,-,-,监事会
36558,000089,董事会秘书,77.42万,-,监事会
26747,000089,监事,-,-,监事会
43292,000089,董事,75.22万,-,董事会
2948,000089,副总经理,-,-,监事会
36679,000089,独立董事,10万,-,董事会
35557,000089,董事,-,-,董事会
9185,000089,职工监事,56.7万,-,监事会
18146,000089,"副总经理,财务负责人",79.62万,-,监事会
17509,000089,独立董事,-,-,董事会
22297,000089,独立董事,10万,-,董事会
24100,000089,职工董事,56.35万,-,董事会
27900,000089,"董事长,董事",-,-,董事会
49454,000089,董事,95.16万,-,董事会
8391,000089,董事,-,-,董事会
27375,000089,副总经理,73.02万,-,监事会
34205,000090,副总经理,147.2万,-,监事会
50014,000090,监事,-,-,监事会
33284,000090,职工监事,82.99万,-,监事会
43259,000090,董事,188.2万,-,董事会
24764,000090,副总经理,82.81万,-,监事会
44915,000090,董事,29.17万,-,董事会
32502,000090,独立董事,4.17万,-,董事会
38010,000090,"董事会秘书,副总裁,副总经理",28.07万,-,监事会
44908,000090,董事,28.07万,-,董事会
41174,000090,总工程师,-,-,监事会
49954,000090,独立董事,10万,-,董事会
20485,000090,监事会主席,50万,-,监事会
48854,000090,监事,-,-,监事会
18409,000090,独立董事,10万,-,董事会
35411,000090,"副总裁,副总经理",123.1万,-,监事会
33419,000090,"董事长,董事",78.26万,12万,董事会
8771,000090,职工监事,80.14万,-,监事会
46074,000096,副总经理,90.89万,-,监事会
37700,000096,独立董事,5.93万,-,董事会
8081,000096,独立董事,5.33万,-,董事会
28202,000096,"董事会秘书,副总经理",79.14万,-,监事会
36612,000096,"董事长,董事",160万,-,董事会
13427,000096,董事,7.14万,-,董事会
28870,000096,职工监事,2.85万,-,监事会
20243,000096,董事,7.14万,-,董事会
14069,000096,董事,125万,-,董事会
27939,000096,独立董事,5.93万,-,董事会
6046,000096,董事,7.14万,-,董事会
23018,000096,职工监事,4.28万,-,监事会
17978,000096,监事会主席,7.14万,-,监事会
11650,000096,独立董事,5.93万,-,董事会
7043,000096,董事,7.14万,-,董事会
41293,000096,"副董事长,董事",1.96万,-,董事会
6727,000096,副总经理,89.67万,-,监事会
53466,000096,副总经理,68.29万,-,监事会
8110,000099,"副总经理,财务负责人",150.8万,-,监事会
6187,000099,独立董事,6万,-,董事会
21968,000099,"副董事长,董事",-,-,董事会
48793,000099,职工监事,51.32万,-,监事会
28924,000099,监事会主席,-,-,监事会
46951,000099,独立董事,6万,-,董事会
27075,000099,董事会秘书,179.5万,-,监事会
31089,000099,董事,-,-,董事会
50384,000099,董事,-,-,董事会
42943,000099,董事,-,-,董事会
11717,000099,"董事长,董事",8.91万,-,董事会
44982,000099,独立董事,6万,-,董事会
17522,000099,"副董事长,董事",221.8万,-,董事会
11771,000099,独立董事,6万,-,董事会
40260,000099,董事,-,-,董事会
16460,000099,副总经理,187.3万,700,监事会
3783,000099,董事,-,-,董事会
36657,000099,"副董事长,董事",-,-,董事会
5341,000099,独立董事,6万,-,董事会
2768,000099,副总经理,183.1万,-,监事会
7907,000099,"副董事长,董事",235万,-,董事会
52340,000099,监事,-,-,监事会
5537,000100,监事会主席,16万,-,监事会
34186,000100,"副董事长,非执行董事",16万,-,董事会
7581,000100,独立董事,16万,-,董事会
9397,000100,独立董事,20万,-,董事会
52346,000100,独立董事,16万,-,董事会
8532,000100,执行董事,108.8万,-,董事会
46229,000100,"董事长,执行董事",299.1万,8.129亿,董事会
9388,000100,执行董事,121.4万,-,董事会
28374,000100,职工监事,43.25万,-,监事会
49830,000100,高级副总裁,153.9万,-,监事会
24248,000100,监事,10万,-,监事会
5209,000100,董事,986.8万,-,董事会
26623,000100,"高级副总裁,首席技术官",177.3万,59.95万,监事会
53568,000100,独立董事,16万,-,董事会
33348,000100,执行董事,152.7万,-,董事会
2253,000150,董事,46.37万,-,董事会
27305,000150,职工监事,10.76万,-,监事会
35705,000150,独立董事,15万,-,董事会
4319,000150,监事会主席,-,-,监事会
19894,000150,董事,-,-,董事会
38632,000150,独立董事,15万,-,董事会
20348,000150,独立董事,3.75万,-,董事会
10746,000150,"董事会秘书,副总经理",-,-,监事会
21450,000150,"董事长,董事",55.33万,-,董事会
16908,000150,监事,6.52万,-,监事会
53407,000151,独立董事,8万,-,董事会
572,000151,总工程师,134.7万,-,监事会
37097,000151,"董事长,董事",-,-,董事会
22561,000151,职工监事,28.38万,-,监事会
3474,000151,董事,118.3万,-,董事会
10362,000151,董事,136.2万,-,董事会
27873,000151,独立董事,8万,-,董事会
13912,000151,独立董事,8万,-,董事会
