股票代码,主营业务
002479,发电电力业务;蒸汽、热水生产;热电技术咨询;精密冷轧薄板的生产、销售
002481,主要从事粉丝、淀粉及淀粉制品的生产、加工与销售
002480,桥梁功能部件、轨道交通、搅拌设备、路面施工机械、特种汽车、超级电容系统等
002483,物料搬运业务(主要包括起重装备、立体停车设备等产品)以及海工与船舶业务(主要包括海洋工程装备、船舶配套装备等产品)产品的设计、研发、制造、销售及服务
002482,建筑装饰工程的设计与施工
002485,设计、生产和销售西装、衬衫及其他服饰类产品
002484,铝电解电容器、化成箔、薄膜电容器、酚醛盖板等产品的研发、生产、销售和服务。
002486,面向户外运动的高档织物面料及成衣的生产和销售
002487,从事风电塔架、火电锅炉钢结构生产和销售
002489,户外休闲家具及用品的设计研发、生产和销售。
002488,钢制滚型车轮的研发、生产和销售
002491,通信光缆、电缆的研发、生产、销售
002490,设计、制造及销售抽油机、抽油杆、抽油泵、油管、套管及相关石油钻采机械配件。
002492,液体化工产品的码头、仓储的建设与经营；汽油、煤油、柴油和植物油产品的仓储及公共保税仓库
002493,化工品和化学纤维的开发、生产和销售
002494,主要从事裘皮服装、裘皮饰品、裘皮面料、裘皮皮张的生产与销售。
002495,鸡粉、鸡精产品的研发、生产和销售
002496,化学农药产品的研发、生产及销售
002498,电线电缆及电缆附件的研发、生产、销售与安装服务
002497,各类民用爆炸物品的研发、生产与销售
002497,为客户提供特定的工程爆破解决方案及相关服务。
002499,布局进入光伏发电新能源领域、开拓大气污染治理、工业VOCs治理等异味治理新市场
002499,环保除尘设备、垃圾焚烧设备、脱硫脱硝技术装置及冶金行业节能设备的设计、生产、安装及工程总承包
002500,证券经纪业务、融资融券业务、证券自营业务、证券承销业务、受托资产管理业务、商品期货经纪、金融期货经纪业务及投资与资产管理等。
002502,从事各类玩具的设计、生产、销售
002502,制作、发行广播剧、电视剧及手游的研发、运营。
002503,“潮流前线”品牌服装的研发和销售、供应链管理、原材料销售
002504,工程设计、景观设计、家具设计、工艺美术品设计和建筑装修装饰工程专业承包
002505,畜禽产品养殖及销售、饲料生产及销售、屠宰、乳制品(含婴幼儿奶粉)生产、加工、进口及销售、贸易
002501,铝型材及深加工产品的研发、生产与销售业务
002507,榨菜产品、榨菜酱油和其他佐餐开胃菜等方便食品的研制、生产和销售
002506,研发、生产和销售晶体硅太阳能电池
002508,厨房电器产品的研发、生产、销售和综合服务
002509,消防产品与消防工程业务。
002510,从事汽车模具的设计与制造、汽车冲压件的加工等
002511,生产和销售高档生活用纸系列产品
002512,专注于非接触式智能卡、智能电子标签和RFID读卡设备的研发、生产和销售
002513,从事杀菌剂、杀虫剂、除草剂原药及制剂、精细化工中间体产品的生产和销售业务
002514,运用数控钣金技术
002514,研发、设计、生产、销售工业级数控钣金结构件产品
002515,医药医疗健康产业和火腿及肉制品产业
002517,网络游戏的开发及运营与移动应用产品分发
002516,汽车面料及光伏电力
002518,研发、生产及销售UPS、太阳能逆变器及UPS配套的阀控式密封铅酸蓄电池
002519,一是数字电视智能终端业务;二是智能机电设备业务;三是新能源电动汽车关键部件业务。
002520,数控机床的研制、生产与销售
002521,高档装饰原纸的研发、生产和销售
002523,桥门式起重机产品、选煤机械产品研发、设计、制造、销售
002522,多层共挤聚烯烃热收缩薄膜（简称POF热收缩膜）产品的研发、生产和销售
002526,煤机产品的研发、生产和销售
002524,能源与钢结构业务、眼科医院的投资、管理业务
002527,变频器与电梯控制系统的研发、生产及销售
002527,机器人与运动控制类产品的研发、生产及销售
002528,电子安防产品的研发、设计、生产和销售。
002529,依托公司在智能装备的领先优势
002529,向复合材料轻量化领域延展
002529,构建了从复合材料装备、工艺、材料、模具开发、制品设计到复合材料制品生产及销售的完整产业链。
002530,热处理设备的研发、生产和销售
002530,以及专业热处理加工服务；互联网财税服务
002531,风塔及相关产品的生产和销售
002532,从事各类水泵及控制设备的研发、生产与销售
002534,余热锅炉、电站锅炉、电站辅机、工业锅炉等产品咨询、研发、生产、销售、安装及工程总承包业务
002534,为客户提供节能环保发电设备以及余热利用整体解决方案。
002533,"电磁线、电力电缆、裸导线、电气装备用电线、特种电线电缆,新能源汽车动力电池,新能源汽车租赁。"
002535,煤矿机械、防爆电器、机器人产品制造、销售、维修及租赁服务;煤炭销售;矿建工程服务和生铁及铁精粉业务
002537,汽车及汽车配件制造、家电配件制造、电机及配件制造;第三方支付服务、大数据服务、移动信息服务、跨境电商服务及运营商计费结算服务业务
002536,汽车零部件及其机械产品的研发、制造、销售。
002538,从事高浓度磷复肥、测土配方专用肥及水溶肥产品研发、生产和销售
002539,复合肥、调味品（品种盐及川菜调味品）及农村电商
002540,精密铝管、专用型材和高精度棒材等汽车铝挤压材及其他工业铝挤压材的研发、生产和销售
002541,钢结构产品加工制造、新型建材产品生产销售、钢结构工程承包、智能立体车库生产销售、钢结构绿色建筑的设计生产施工一体化服务
002542,工程服务
002543,围绕生活热水供应和燃气具的主线
002543,研发、制造、销售燃气热水器、电热水器、混合动力热水系统及燃气具、吸油烟机、消毒碗柜等产品
002545,钢结构与钾肥业务
002546,用电信息采集系统及设备的研发、生产和销售
002547,精密轻金属结构件、移动通信射频器件、消费电子产品塑胶结构件以及冲压钣金件的研发和制造业务、汽车零部件领域的精密铝合金结构件、电子元器件分销
002548,全系猪用饲料研产销、种猪繁育、动物保健、基于电信运营商的计费能力服务、生物医药技术研发应用能力。
002550,药品生产许可证范围内的冻干粉、冻干粉针剂(含抗肿瘤药)、小容量注射剂(非最终灭菌)、片剂、硬胶囊剂、颗粒剂、原料药的研发、生产和销售。
002549,以食品添加剂液体二氧化碳的生产及销售为主
002549,并进行干冰及其他工业气体的生产及销售
002551,提供现代化医院建设整体解决方案
002551,具体包括医院整体建设及后勤托管服务、医疗设备的生产与销售、医疗耗材的生产与销售、医院的投资与管理四大业务板块。
002552,大型铸锻件的研发、生产和销售
002554,从事油气田开发地面系统的工艺技术研发、系统设计、装备提供、工程技术服务及油气资源开发及利用业务。
002553,开发、制造和销售滚针轴承、单向滑轮总成和摩托车单向离合器等
002556,化肥农药内外贸业务和化工产品经营
002557,从事各类休闲食品的生产和销售
002555,手机游戏和网页游戏的研发、发行和运营
002559,数控金属板材成形机床及生产线制造、加工、销售
002558,网络游戏
002560,电线、电缆的生产、销售
002562,主要从事维生素和皮革化学品的研发、生产与销售等业务
002561,百货、零售。
002564,工程项目设计咨询与工程总承包服务
002563,主要从事休闲服及儿童服饰经营
002566,"药品、保健品、蜂制品、化妆品的研发、生产和销售,以及中药材种植等相关业务。"
002565,真空镀铝纸的开发、生产、加工、销售。
