股票代码,申万二级行业
300092,通用机械
300093,玻璃制造
300094,渔业
300095,通用机械
300096,计算机应用
300098,通信设备
300099,专用设备
300100,汽车零部件
300101,航天装备
300102,光学光电子
300103,专用设备
300105,电源设备
300106,食品加工
300107,化学制品
300108,中药Ⅱ
300109,医疗服务Ⅱ
300110,化学制药
300111,电源设备
300112,仪器仪表
300113,互联网传媒
300114,仪器仪表
300115,电子制造
300116,电源设备
300117,其他建材
300118,电源设备
300119,动物保健
300120,光学光电子
300121,橡胶
300122,生物制品Ⅱ
300123,地面兵装
300124,电气自动化设备
300125,电力
300126,通用机械
300127,金属非金属新材料
300128,光学光电子
300129,电源设备
300130,计算机设备
300131,电子制造
300132,化学制品
300133,文化传媒
300134,通信设备
300135,石油化工
300136,电子制造
300137,环保工程及服务
300138,农产品加工
300139,半导体
300140,环保工程及服务
300141,电源设备
300142,生物制品Ⅱ
300143,医疗服务Ⅱ
300144,景点
300145,通用机械
300146,食品加工
300147,中药Ⅱ
300148,互联网传媒
300149,医疗服务Ⅱ
300150,计算机应用
300151,专用设备
300152,环保工程及服务
300153,电源设备
300154,通用机械
300155,计算机设备
300156,环保工程及服务
300157,采掘服务
300158,化学制药
300159,航空装备
300160,白色家电
300161,通用机械
300162,光学光电子
300163,化学制品
300164,采掘服务
300165,仪器仪表
300166,计算机应用
300167,计算机应用
300168,计算机应用
300169,化学制品
300170,计算机应用
300171,专用设备
300172,环保工程及服务
300173,专用设备
300174,化学制品
300175,农产品加工
300176,计算机应用
300177,计算机设备
300178,旅游综合Ⅱ
300179,通用机械
300180,塑料Ⅱ
300181,中药Ⅱ
300182,文化传媒
300183,通信设备
300184,其他电子
300185,电源设备
300187,环保工程及服务
300188,计算机应用
300189,种植业
300190,环保工程及服务
300191,采掘服务
300192,文化传媒
300193,通用机械
300194,化学制药
300195,专用设备
300196,化学制品
300197,环保工程及服务
300198,其他建材
300199,化学制药
300200,化学制品
300201,专用设备
300202,计算机设备
300203,环保工程及服务
300204,生物制品Ⅱ
300205,通信设备
300206,医疗器械Ⅱ
300207,电子制造
300208,电气自动化设备
300209,计算机应用
300210,专用设备
300211,通信设备
300212,计算机应用
300213,通信设备
300214,化学制品
300215,高低压设备
300217,白色家电
300218,塑料Ⅱ
300219,光学光电子
300220,其他电子
300221,塑料Ⅱ
300222,通用机械
300223,半导体
300224,金属非金属新材料
300225,化学制品
300226,互联网传媒
300227,电子制造
300228,金属制品
300229,计算机应用
300230,塑料Ⅱ
300231,计算机应用
300232,光学光电子
300233,化学制药
300234,其他建材
300235,计算机应用
300236,化学制品
300237,园林工程
300238,医疗器械Ⅱ
300239,生物制品Ⅱ
300240,物流Ⅱ
300241,光学光电子
300242,营销传播
300243,化学制品
300244,医疗器械Ⅱ
300245,计算机应用
300246,医疗器械Ⅱ
300247,白色家电
300248,计算机应用
300249,计算机应用
300250,计算机应用
300251,文化传媒
300252,通信设备
300253,计算机应用
300254,化学制药
300255,生物制品Ⅱ
300256,电子制造
300257,通用机械
300258,汽车零部件
300259,仪器仪表
300260,通用机械
300261,化学制品
300262,环保工程及服务
300263,环保工程及服务
300264,计算机应用
300265,高低压设备
300266,环保工程及服务
300267,化学制药
300268,农产品加工
300269,营销传播
300270,计算机设备
300271,计算机应用
300272,白色家电
300273,医疗器械Ⅱ
300274,电源设备
300275,专用设备
300276,专用设备
300277,计算机应用
300278,通用机械
300279,电子制造
300280,营销传播
300281,专用设备
300282,文化传媒
300283,高低压设备
300284,基础建设
300285,金属非金属新材料
300286,电气自动化设备
300287,计算机应用
300288,计算机应用
300289,医疗器械Ⅱ
300290,计算机应用
300291,文化传媒
300292,互联网传媒
300293,专用设备
300294,生物制品Ⅱ
300295,互联网传媒
300296,光学光电子
300297,计算机应用
300298,医疗器械Ⅱ
300299,互联网传媒
300300,计算机应用
300301,光学光电子
300302,计算机设备
300303,光学光电子
300304,汽车零部件
300305,塑料Ⅱ
300306,仪器仪表
300307,专用设备
300308,通信设备
300309,多元金融
300310,通信设备
300311,计算机应用
300312,通信设备
300313,畜禽养殖
300314,医疗器械Ⅱ
300315,互联网传媒
300316,电源设备
300317,电源设备
300318,医疗器械Ⅱ
300319,光学光电子
300320,橡胶
300321,塑料Ⅱ
300322,电子制造
300323,光学光电子
300324,计算机应用
300325,塑料Ⅱ
300326,医疗器械Ⅱ
300327,半导体
300328,工业金属
300329,家用轻工
300330,计算机应用
300331,光学光电子
300332,环保工程及服务
300333,计算机设备
300334,环保工程及服务
300335,环保工程及服务
300336,营销传播
300337,工业金属
300338,文化传媒
300339,计算机应用
300340,其他电子
300341,仪器仪表
300342,白色家电
300343,营销传播
300344,计算机应用
300345,通用机械
300346,半导体
300347,医疗服务Ⅱ
300348,计算机应用
300349,仪器仪表
300350,物流Ⅱ
300351,运输设备
300352,计算机应用
300353,通信设备
300354,仪器仪表
300355,环保工程及服务
300356,电气自动化设备
300357,生物制品Ⅱ
300358,医疗器械Ⅱ
300359,互联网传媒
300360,电气自动化设备
300362,专用设备
300363,化学制药
300364,互联网传媒
300365,计算机应用
300366,计算机应用
300367,计算机应用
300368,计算机设备
300369,计算机应用
300370,仪器仪表
300371,仪器仪表
300373,半导体
300374,其他建材
300375,汽车零部件
300376,电源设备
300377,计算机应用
300378,计算机应用
300379,计算机应用
300380,计算机应用
300381,生物制品Ⅱ
300382,专用设备
300383,通信设备
300384,专业工程
300385,专用设备
300386,计算机设备
300387,化学制品
300388,水务Ⅱ
300389,光学光电子
300390,其他电子
300391,电源设备
300392,营销传播
300393,电源设备
300394,通信设备
300395,金属非金属新材料
300396,医疗器械Ⅱ
300398,化学制品
300399,计算机应用
300400,通用机械
300401,化学制药
300402,金属制品
300403,白色家电
300404,医疗服务Ⅱ
300405,化学制品
300406,医疗器械Ⅱ
300407,电气自动化设备
300408,元件Ⅱ
300409,化学制品
300410,其他电子
300411,专用设备
300412,专用设备
300413,互联网传媒
300415,专用设备
300416,仪器仪表
300417,仪器仪表
300418,互联网传媒
300419,计算机应用
300420,通用机械
300421,通用机械
300422,环保工程及服务
300423,高低压设备
300424,航空装备
300425,环保工程及服务
300426,文化传媒
300427,电气自动化设备
300428,汽车零部件
300429,化学制品
300430,通用机械
300431,互联网传媒
300432,汽车零部件
300433,电子制造
300434,化学制药
300435,通用机械
300436,化学制药
300437,化学制品
300438,其他电子
300439,医疗器械Ⅱ
300440,计算机应用
300441,通用机械
300442,专用设备
300443,电源设备
300444,高低压设备
300445,仪器仪表
300446,化学制品
300447,高低压设备
300448,计算机应用
300449,计算机设备
300451,计算机应用
300452,化学制药
300453,医疗器械Ⅱ
300454,计算机应用
300455,计算机设备
300456,航天装备
300457,专用设备
300458,半导体
300459,互联网传媒
300460,元件Ⅱ
300461,专用设备
300462,计算机设备
300463,医疗器械Ⅱ
300464,通用机械
300465,计算机应用
300466,电气自动化设备
300467,互联网传媒
300468,计算机应用
300469,计算机应用
300470,通用机械
300471,专用设备
300472,专用设备
300473,汽车零部件
300474,航天装备
300475,白色家电
300476,元件Ⅱ
300477,高低压设备
300478,塑料Ⅱ
300479,计算机设备
300480,专用设备
300481,化学制品
300482,医疗器械Ⅱ
300483,专用设备
300484,电气自动化设备
300485,生物制品Ⅱ
300486,专用设备
300488,通用机械
300489,金属非金属新材料
300490,电气自动化设备
300491,电源设备
300492,房屋建设
300493,半导体
300494,互联网传媒
300495,环保工程及服务
300496,计算机应用
300497,化学制药
300498,畜禽养殖
300499,专用设备
300500,房屋建设
300501,包装印刷Ⅱ
300502,通信设备
300503,通用机械
300504,通信设备
300505,化学制品
300506,装修装饰
300507,汽车零部件
300508,计算机应用
300509,专用设备
300510,高低压设备
300511,种植业
300512,专用设备
300513,通信设备
300514,电气自动化设备
300515,仪器仪表
300516,其他电子
300517,专业工程
300518,互联网传媒
300519,中药Ⅱ
300520,计算机应用
300521,专用设备
300522,化学制品
300523,计算机应用
300525,计算机应用
300526,服装家纺
300527,地面兵装
300528,文化传媒
300529,医疗器械Ⅱ
300530,化学制品
300531,通信设备
300532,计算机应用
300533,互联网传媒
300534,中药Ⅱ
300535,化学制品
300536,园林工程
300537,化学制品
300538,塑料Ⅱ
300539,塑料Ⅱ
300540,专用设备
300541,计算机应用
300542,计算机应用
300543,电子制造
300545,光学光电子
300546,计算机设备
300547,汽车零部件
300548,通信设备
300549,专用设备
300550,计算机应用
300551,专用设备
300552,计算机应用
300553,仪器仪表
300554,通用机械
300555,通信设备
300556,计算机应用
300557,仪器仪表
300558,化学制药
300559,计算机应用
300560,通信设备
300561,计算机应用
300562,医疗器械Ⅱ
300563,通信设备
300564,房屋建设
300565,通信设备
300566,光学光电子
300567,仪器仪表
300568,化学制品
300569,电源设备
300570,通信设备
300571,互联网传媒
300572,仪器仪表
300573,化学制药
300575,化学制品
300576,化学制品
300577,纺织制造
300578,通信运营
300579,计算机应用
300580,汽车零部件
300581,航空装备
300582,光学光电子
300583,化学制药
300584,化学制药
300585,汽车零部件
300586,塑料Ⅱ
300587,橡胶
300588,计算机应用
300589,船舶制造
300590,通信设备
300591,服装家纺
300592,装修装饰
300593,电源设备
300594,运输设备
300595,医疗器械Ⅱ
300596,化学制品
300597,通信设备
300598,计算机应用
300599,其他建材
300600,船舶制造
300601,生物制品Ⅱ
300602,电子制造
300603,通信设备
300604,专用设备
300605,计算机应用
300606,通用机械
300607,通用机械
300608,计算机应用
300609,计算机应用
300610,化学制品
300611,汽车零部件
300612,营销传播
300613,半导体
300615,通信设备
300616,家用轻工
300617,高低压设备
300618,稀有金属
300619,专用设备
300620,通信设备
300621,装修装饰
300622,专业零售
300623,半导体
300624,计算机应用
300625,光学光电子
300626,电机
300627,通信设备
300628,通信设备
300629,通用机械
300630,化学制药
300631,环保工程及服务
300632,光学光电子
300633,医疗器械Ⅱ
300634,计算机应用
300635,专业工程
300636,化学制药
300637,化学制品
300638,通信设备
300639,医疗器械Ⅱ
300640,家用轻工
300641,化学制品
300642,医疗器械Ⅱ
300643,汽车零部件
300644,塑料Ⅱ
300645,计算机应用
300647,电子制造
300648,仪器仪表
300649,园林工程
300650,光学光电子
300651,家用轻工
300652,汽车零部件
300653,医疗器械Ⅱ
300654,文化传媒
300655,化学原料
300656,其他电子
300657,元件Ⅱ
300658,纺织制造
300659,计算机应用
300660,电机
300661,半导体
300662,计算机应用
300663,计算机应用
300664,水务Ⅱ
300665,化学制品
300666,半导体
300667,电气自动化设备
300668,房屋建设
300669,专用设备
300670,高低压设备
300671,半导体
300672,半导体
300673,饲料Ⅱ
300674,计算机应用
300675,房屋建设
300676,医疗器械Ⅱ
300677,医疗器械Ⅱ
300678,计算机应用
300679,电子制造
300680,汽车零部件
300681,汽车零部件
300682,计算机应用
300683,生物制品Ⅱ
300684,化学制品
300685,医疗器械Ⅱ
300686,电子制造
300687,计算机应用
300688,文化传媒
300689,通信设备
300690,化学制品
300691,光学光电子
300692,水务Ⅱ
300693,电源设备
300694,汽车零部件
300695,汽车零部件
300696,航空装备
300697,工业金属
300698,通信设备
300699,化学纤维
300700,通用机械
300701,光学光电子
300702,化学制药
300703,家用轻工
300705,化学制药
300706,半导体
300707,汽车零部件
300708,光学光电子
300709,电子制造
300710,通信设备
300711,通信设备
300712,基础建设
300713,电源设备
300715,其他建材
300716,塑料Ⅱ
300717,塑料Ⅱ
300718,通用机械
300719,航空装备
300720,仪器仪表
300721,化学制品
300722,航天装备
300723,化学制药
300724,电源设备
300725,化学制药
300726,元件Ⅱ
300727,化学制品
300729,家用轻工
300730,计算机应用
300731,橡胶
300732,基础建设
300733,汽车零部件
300735,电子制造
300736,其他电子
300737,其他建材
300738,计算机应用
300739,元件Ⅱ
300740,化学制品
300741,食品加工
300742,汽车零部件
300743,化学制品
300745,汽车零部件
300746,房屋建设
300747,其他电子
300748,金属非金属新材料
300749,家用轻工
300750,电源设备
300751,电源设备
300752,光学光电子
300753,医疗器械Ⅱ
300755,专业零售
300756,专用设备
300757,电源设备
300758,化学制品
300759,医疗服务Ⅱ
300760,医疗器械Ⅱ
300761,畜禽养殖
300762,地面兵装
300763,电源设备
300765,化学制药
300766,互联网传媒
300767,橡胶
300768,计算机应用
300769,化学制品
300770,互联网传媒
300771,专用设备
300772,电源设备
300773,计算机应用
300776,电源设备
300777,化学纤维
300778,房屋建设
300779,环保工程及服务
300780,通用机械
300781,营销传播
300782,半导体
300783,食品加工
300785,互联网传媒
300786,专用设备
300787,电子制造
300788,文化传媒
300789,运输设备
300790,光学光电子
300791,食品加工
300792,营销传播
300793,电子制造
300795,营销传播
300796,化学制品
300797,综合Ⅱ
300798,化学制品
300799,计算机应用
300800,环保工程及服务
300801,化学制品
300802,专用设备
300803,计算机应用
300805,营销传播
300806,化学制品
300808,光学光电子
430142,有色冶炼加工
430198,通信设备
430223,传媒
430229,计算机应用
430372,基础化学
430447,高低压设备
430515,计算机应用
430532,白色家电
430539,家用轻工
600000,银行
600004,机场Ⅱ
600006,汽车整车
600007,房地产开发Ⅱ
600008,水务Ⅱ
600009,机场Ⅱ
600010,钢铁
600011,电力
600012,高速公路Ⅱ
600015,银行
600016,银行
600017,港口Ⅱ
600018,港口Ⅱ
600019,钢铁
600020,高速公路Ⅱ
600021,电力
600022,钢铁
600023,电力
600025,电力
600026,航运Ⅱ
600027,电力
600028,石油化工
600029,航空运输Ⅱ
600030,证券
600031,专用设备
600033,高速公路Ⅱ
600035,高速公路Ⅱ
600036,银行
600037,文化传媒
600038,航空装备
600039,基础建设
600048,房地产开发Ⅱ
600050,通信运营
600051,房地产开发Ⅱ
600052,文化传媒
600053,多元金融
600054,景点
600055,医疗器械Ⅱ
600056,医药商业Ⅱ
600057,物流Ⅱ
600058,贸易Ⅱ
600059,饮料制造
600060,视听器材
600061,证券
600062,化学制药
600063,化学纤维
600064,园区开发Ⅱ
600066,汽车整车
600067,房地产开发Ⅱ
600068,基础建设
600069,造纸Ⅱ
600070,综合Ⅱ
600071,其他电子
600072,船舶制造
600073,食品加工
600075,化学原料
600076,林业Ⅱ
600077,房地产开发Ⅱ
600078,化学制品
600079,化学制药
600080,生物制品Ⅱ
600081,汽车零部件
600082,园区开发Ⅱ
600083,综合Ⅱ
600084,饮料制造
600085,中药Ⅱ
600086,家用轻工
600088,景点
600089,高低压设备
600090,医药商业Ⅱ
600091,化学原料
600093,物流Ⅱ
600094,房地产开发Ⅱ
600095,房地产开发Ⅱ
600096,化学制品
600097,渔业
600098,电力
600099,其他交运设备
600100,计算机设备
600101,电力
600103,造纸Ⅱ
600104,汽车整车
600105,通信设备
600106,高速公路Ⅱ
600107,服装家纺
600108,种植业
600109,证券
600110,其他电子
600111,稀有金属
600112,高低压设备
600113,商业物业经营
600114,金属非金属新材料
600115,航空运输Ⅱ
600116,电力
600117,钢铁
600118,航天装备
600119,物流Ⅱ
600120,多元金融
600121,煤炭开采Ⅱ
600122,专业零售
600123,煤炭开采Ⅱ
600125,铁路运输Ⅱ
600126,钢铁
600127,农产品加工
600128,贸易Ⅱ
600129,中药Ⅱ
600130,通信设备
600131,电力
600132,饮料制造
600133,基础建设
600135,家用轻工
600136,文化传媒
600137,服装家纺
600138,旅游综合Ⅱ
600139,综合Ⅱ
600141,化学制品
600143,塑料Ⅱ
600146,服装家纺
600148,汽车零部件
600149,综合Ⅱ
600150,船舶制造
600151,汽车零部件
600152,其他电子
600153,物流Ⅱ
600155,证券
600156,纺织制造
600157,煤炭开采Ⅱ
600158,房地产开发Ⅱ
600159,房地产开发Ⅱ
600160,化学制品
600161,生物制品Ⅱ
600162,房地产开发Ⅱ
600163,电力
600165,化学制品
600166,汽车整车
600167,电力
600168,水务Ⅱ
600169,专用设备
600170,房屋建设
600171,半导体
600172,通用机械
600173,房地产开发Ⅱ
600175,综合Ⅱ
600176,化学制品
600177,服装家纺
600178,汽车零部件
600179,物流Ⅱ
600180,物流Ⅱ
600182,橡胶
600183,元件Ⅱ
600184,地面兵装
600185,房地产开发Ⅱ
600186,食品加工
600187,水务Ⅱ
600188,煤炭开采Ⅱ
600189,饮料制造
600190,港口Ⅱ
600191,农产品加工
600192,高低压设备
600193,装修装饰
600195,动物保健
600196,生物制品Ⅱ
600197,饮料制造
600198,半导体
600199,饮料制造
600200,化学制药
600201,动物保健
600202,电源设备
600203,通信设备
600206,金属非金属新材料
600207,燃气Ⅱ
600208,房地产开发Ⅱ
600209,装修装饰
600210,包装印刷Ⅱ
600211,中药Ⅱ
600212,电力
600213,汽车整车
600215,园区开发Ⅱ
600216,化学制药
600217,环保工程及服务
600218,通用机械
600219,工业金属
600220,纺织制造
600221,航空运输Ⅱ
600222,中药Ⅱ
600223,房地产开发Ⅱ
600225,房地产开发Ⅱ
600226,互联网传媒
600227,化学制药
600228,化学原料
600229,文化传媒
600230,化学制品
600231,钢铁
600232,专用设备
600233,物流Ⅱ
600234,综合Ⅱ
600235,造纸Ⅱ
600236,电力
600237,元件Ⅱ
600238,饮料制造
600239,房地产开发Ⅱ
600241,电源设备
600242,营销传播
600243,通用机械
600246,房地产开发Ⅱ
600247,贸易Ⅱ
600248,专业工程
600249,化学制品
600250,贸易Ⅱ
600251,农产品加工
600252,中药Ⅱ
600255,工业金属
600256,石油化工
600257,渔业
600258,酒店Ⅱ
600259,稀有金属
600260,通信设备
600261,光学光电子
600262,专用设备
600265,林业Ⅱ
600266,房地产开发Ⅱ
600267,化学制药
600268,电气自动化设备
600269,高速公路Ⅱ
600271,计算机应用
600272,医药商业Ⅱ
600273,化学制品
600275,渔业
600276,化学制药
600277,化学原料
600278,贸易Ⅱ
600279,港口Ⅱ
600280,一般零售
600281,综合Ⅱ
600282,钢铁
600283,水务Ⅱ
600284,基础建设
600285,中药Ⅱ
600287,贸易Ⅱ
600288,其他电子
600289,通信设备
600290,电源设备
600291,保险
600292,环保工程及服务
600293,通信设备
600295,其他采掘Ⅱ
600297,汽车服务
600298,农产品加工
600299,化学制品
600300,饮料制造
600301,贸易Ⅱ
600302,专用设备
600303,汽车整车
600305,食品加工
600306,一般零售
600307,钢铁
600308,造纸Ⅱ
600309,化学制品
600310,电力
600311,黄金
600312,高低压设备
600313,种植业
600315,化学制品
600316,航空装备
600317,港口Ⅱ
600318,多元金融
600319,化学原料
600320,专用设备
600321,其他建材
600322,房地产开发Ⅱ
600323,环保工程及服务
600325,房地产开发Ⅱ
600326,水泥制造
600327,汽车服务
600328,化学原料
600329,中药Ⅱ
600330,金属非金属新材料
600331,工业金属
600332,中药Ⅱ
600333,燃气Ⅱ
600335,汽车服务
600336,白色家电
600337,家用轻工
600338,工业金属
600339,采掘服务
600340,房地产开发Ⅱ
600343,航天装备
600345,通信设备
600346,化学纤维
600348,煤炭开采Ⅱ
600350,高速公路Ⅱ
600351,中药Ⅱ
600352,化学制品
600353,其他电子
600355,通信设备
600356,造纸Ⅱ
600358,营销传播
600359,种植业
600360,半导体
600361,一般零售
600362,工业金属
600363,光学光电子
600365,饮料制造
600366,金属非金属新材料
600367,化学原料
600368,高速公路Ⅱ
600369,证券
600370,电力
600371,种植业
600372,航空装备
600373,互联网传媒
600375,汽车整车
600376,房地产开发Ⅱ
600377,高速公路Ⅱ
600378,化学制品
600379,高低压设备
600380,化学制药
600381,营销传播
600382,综合Ⅱ
600383,房地产开发Ⅱ
600385,黄金
600386,营销传播
600387,石油化工
600388,专用设备
600389,化学制品
600390,多元金融
600391,航空装备
600392,稀有金属
600393,房地产开发Ⅱ
600395,煤炭开采Ⅱ
600396,电力
600397,煤炭开采Ⅱ
600398,服装家纺
600399,钢铁
600400,服装家纺
600403,煤炭开采Ⅱ
600405,电源设备
600406,电气自动化设备
600408,煤炭开采Ⅱ
600409,化学原料
600410,计算机应用
600415,商业物业经营
600416,电源设备
600418,汽车整车
600419,食品加工
600420,化学制药
600421,综合Ⅱ
600422,中药Ⅱ
600423,化学制品
600425,水泥制造
600426,化学制品
600428,航运Ⅱ
600429,食品加工
600433,造纸Ⅱ
600435,地面兵装
600436,中药Ⅱ
600438,电源设备
600439,家用轻工
600444,专用设备
600446,计算机应用
600448,纺织制造
600449,水泥制造
600452,电力
600456,稀有金属
600458,化学制品
600459,稀有金属
600460,半导体
600461,水务Ⅱ
600462,物流Ⅱ
600463,园区开发Ⅱ
600466,房地产开发Ⅱ
600467,渔业
600468,高低压设备
600469,橡胶
600470,化学制品
600475,电源设备
600476,计算机应用
600477,专业工程
600478,电子制造
600479,中药Ⅱ
600480,汽车零部件
600481,通用机械
600482,船舶制造
600483,电力
600485,通信设备
600486,化学制品
600487,通信设备
600488,化学制药
600489,黄金
600490,工业金属
600491,房屋建设
600493,纺织制造
600495,运输设备
600496,专业工程
600497,工业金属
600498,通信设备
600499,专用设备
600500,化学制品
600501,专用设备
600502,基础建设
600503,房地产开发Ⅱ
600505,电力
600506,种植业
600507,钢铁
600508,煤炭开采Ⅱ
600509,电力
600510,房地产开发Ⅱ
600511,医药商业Ⅱ
600512,基础建设
600513,化学制药
600515,房地产开发Ⅱ
600516,金属非金属新材料
600517,高低压设备
600518,中药Ⅱ
600519,饮料制造
600520,专用设备
600521,化学制药
600522,通信设备
600523,汽车零部件
600525,电气自动化设备
600526,专用设备
600527,化学纤维
600528,运输设备
600529,医疗器械Ⅱ
600530,生物制品Ⅱ
600531,工业金属
600532,其他采掘Ⅱ
600533,房地产开发Ⅱ
600535,中药Ⅱ
600536,计算机应用
600537,电源设备
600538,中药Ⅱ
600539,家用轻工
600540,种植业
600543,饮料制造
600545,专用设备
600546,煤炭开采Ⅱ
600547,黄金
600548,高速公路Ⅱ
600549,稀有金属
600550,高低压设备
600551,文化传媒
600552,光学光电子
600555,旅游综合Ⅱ
600556,综合Ⅱ
600557,中药Ⅱ
600558,金属制品
600559,饮料制造
600560,专用设备
600561,公交Ⅱ
600562,地面兵装
600563,元件Ⅱ
600565,房地产开发Ⅱ
600566,中药Ⅱ
600567,造纸Ⅱ
600568,房地产开发Ⅱ
600569,钢铁
600570,计算机应用
600571,计算机应用
600572,中药Ⅱ
600573,饮料制造
600575,物流Ⅱ
600576,文化传媒
600577,高低压设备
600578,电力
600579,专用设备
600580,电机
600581,钢铁
600582,专用设备
600583,采掘服务
600584,半导体
600585,水泥制造
600586,玻璃制造
600587,医疗器械Ⅱ
600588,计算机应用
600589,化学制品
600590,电气自动化设备
600592,通用机械
600593,景点
600594,中药Ⅱ
600595,工业金属
600596,化学制品
600597,食品加工
600598,种植业
600599,多元金融
600600,饮料制造
600601,元件Ⅱ
600602,计算机应用
600603,物流Ⅱ
600604,园区开发Ⅱ
600605,电力
600606,房地产开发Ⅱ
600608,贸易Ⅱ
600609,汽车零部件
600611,公交Ⅱ
600612,家用轻工
600614,金属非金属新材料
600615,金属非金属新材料
600616,饮料制造
600617,燃气Ⅱ
600618,化学原料
600619,白色家电
600620,综合Ⅱ
600621,证券
600622,房地产开发Ⅱ
600623,化学制品
600624,化学制药
600626,纺织制造
600628,一般零售
600629,房屋建设
600630,服装家纺
600633,互联网传媒
600634,互联网传媒
600635,燃气Ⅱ
600636,文化传媒
600637,文化传媒
600638,房地产开发Ⅱ
600639,园区开发Ⅱ
600640,互联网传媒
600641,房地产开发Ⅱ
600642,电力
600643,多元金融
600644,电力
600645,生物制品Ⅱ
600647,房地产开发Ⅱ
600648,园区开发Ⅱ
600649,房地产开发Ⅱ
600650,公交Ⅱ
600652,互联网传媒
600653,汽车服务
600654,计算机应用
600655,专业零售
600657,房地产开发Ⅱ
600658,园区开发Ⅱ
600660,汽车零部件
600661,文化传媒
600662,公交Ⅱ
600663,园区开发Ⅱ
600664,化学制药
600665,房地产开发Ⅱ
600666,光学光电子
600667,半导体
600668,水泥制造
600671,中药Ⅱ
600673,化学制药
600674,电力
600675,房地产开发Ⅱ
600676,汽车零部件
600677,航天装备
600678,其他建材
600679,其他交运设备
600681,燃气Ⅱ
600682,一般零售
600683,房地产开发Ⅱ
600684,房地产开发Ⅱ
600685,船舶制造
600686,汽车整车
600687,黄金
600688,石油化工
600689,纺织制造
600690,白色家电
600691,化学制品
600692,房地产开发Ⅱ
600693,一般零售
600694,一般零售
600695,多元金融
600696,综合Ⅱ
600697,一般零售
600698,汽车零部件
600699,汽车零部件
600701,计算机应用
600702,饮料制造
600703,光学光电子
600704,物流Ⅱ
600705,多元金融
600707,光学光电子
600708,房地产开发Ⅱ
600710,贸易Ⅱ
600711,稀有金属
600712,一般零售
600713,医药商业Ⅱ
600714,化学原料
600715,文化传媒
600716,房地产开发Ⅱ
600717,港口Ⅱ
600718,计算机应用
600719,电力
600720,水泥制造
600721,医疗服务Ⅱ
600722,化学原料
600723,一般零售
600724,房地产开发Ⅱ
600725,贸易Ⅱ
600726,电力
600727,化学制品
600728,计算机应用
600729,一般零售
600730,综合Ⅱ
600731,化学制品
600732,电源设备
600733,汽车整车
600734,通信设备
600735,家用轻工
600736,房地产开发Ⅱ
600737,农产品加工
600738,商业物业经营
600739,生物制品Ⅱ
600740,煤炭开采Ⅱ
600741,汽车零部件
600742,汽车零部件
600743,房地产开发Ⅱ
600744,电力
600745,电子制造
600746,化学制品
600747,综合Ⅱ
600748,房地产开发Ⅱ
600749,景点
600750,中药Ⅱ
600751,其他电子
600753,贸易Ⅱ
600754,酒店Ⅱ
600755,贸易Ⅱ
600756,计算机应用
600757,文化传媒
600758,煤炭开采Ⅱ
600759,石油开采Ⅱ
600760,航空装备
600761,专用设备
600763,医疗服务Ⅱ
600764,地面兵装
600765,通用机械
600766,黄金
600767,医疗服务Ⅱ
600768,工业金属
600769,房屋建设
600770,半导体
600771,中药Ⅱ
600773,房地产开发Ⅱ
600774,一般零售
600775,通信设备
600776,通信设备
600777,石油开采Ⅱ
600778,一般零售
600779,饮料制造
600780,电力
600781,化学制药
600782,钢铁
600783,多元金融
600784,综合Ⅱ
600785,一般零售
600787,物流Ⅱ
600789,化学制药
600790,商业物业经营
600791,房地产开发Ⅱ
600792,煤炭开采Ⅱ
600793,造纸Ⅱ
600794,物流Ⅱ
600795,电力
600796,生物制品Ⅱ
600797,计算机应用
600798,航运Ⅱ
600800,计算机设备
600801,水泥制造
600802,水泥制造
600803,综合Ⅱ
600804,通信设备
600805,高速公路Ⅱ
600807,房地产开发Ⅱ
600808,钢铁
600809,饮料制造
600810,化学纤维
600811,综合Ⅱ
600812,化学制药
600814,一般零售
600815,专用设备
600816,多元金融
600817,综合Ⅱ
600818,其他交运设备
600819,玻璃制造
600820,基础建设
600821,一般零售
600822,贸易Ⅱ
600823,房地产开发Ⅱ
600824,服装家纺
600825,文化传媒
600826,贸易Ⅱ
600827,一般零售
600828,一般零售
600829,医药商业Ⅱ
600830,多元金融
600831,文化传媒
600833,医药商业Ⅱ
600834,公交Ⅱ
600835,专用设备
600836,包装印刷Ⅱ
600837,证券
600838,一般零售
600839,视听器材
600841,通用机械
600843,专用设备
600844,化学制品
600845,计算机应用
600846,房屋建设
600847,电源设备
600848,园区开发Ⅱ
600850,计算机应用
600851,化学制药
600853,基础建设
600854,白色家电
600855,计算机设备
600856,燃气Ⅱ
600857,一般零售
600858,一般零售
600859,一般零售
600860,金属制品
600861,一般零售
600862,航空装备
600863,电力
600864,证券
600865,一般零售
600866,食品加工
600867,生物制品Ⅱ
600868,电力
600869,高低压设备
600870,贸易Ⅱ
600871,采掘服务
600872,食品加工
600873,农产品加工
600874,水务Ⅱ
600875,电源设备
600876,玻璃制造
600877,电源设备
600879,航天装备
600880,文化传媒
600881,水泥制造
600882,食品加工
600883,水泥制造
600884,其他电子
600885,高低压设备
600886,电力
600887,食品加工
600888,工业金属
600889,化学纤维
600890,房地产开发Ⅱ
600891,家用轻工
600892,互联网传媒
600893,航空装备
600894,专用设备
600895,园区开发Ⅱ
600896,医疗服务Ⅱ
600897,机场Ⅱ
600898,通信设备
600900,电力
600901,多元金融
600903,燃气Ⅱ
