股票代码,经营范围
603708,卷烟
603708,"图书报刊的零售,住宿服务,餐饮服务,停车场收费管理服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
603711,饮料（固体饮料类
603711,液体饮料
603711,乳制品）生产，自产产品销售，食品经营（凭许可证经营）
603711,自动售货机的销售
603711,租赁
603711,安装
603711,运营管理及相关技术咨询，纸制品
603711,塑料制品的销售，食品生产技术咨询及产品研发，人力资源服务（凭许可证经营），货物及技术的进出口，分支机构经营场所设在湖州市凤凰西区西凤路1318号1号楼。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603709,家具生产及销售；家具配件
603709,床垫
603709,按摩器材
603709,电子产品销售；货物进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603712,电子产品
603712,通信设备
603712,模具
603712,机械零件
603712,计算机软件
603712,硬件及外围设备
603712,机械设备和配件
603712,家用电器
603712,汽车电子配件的加工
603712,制造
603712,维修
603712,批发兼零售；电子产品
603712,通信设备
603712,模具
603712,表面处理
603712,机械零件
603712,计算机软件
603712,硬件及外围设备
603712,生产技术装备
603712,家用电器
603712,汽车电子配件的技术开发
603712,技术转让
603712,技术服务
603712,技术咨询；房屋租赁；自有设备租赁（不含汽车租赁）；进出口业务；移动电话机
603712,环境监测专用仪器仪表
603712,环境及安全监测设备的加工
603712,制造
603712,维修
603712,批发兼零售；移动电话机
603712,环境监测专用仪器仪表
603712,环境及安全监测设备的技术开发
603712,技术转让
603712,技术服务
603712,技术咨询；建筑智能化系统工程设计
603712,施工；机电设备安装工程；软件开发及计算机信息系统集成。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603713,承办海运
603713,公路
603713,航空进出口货物的国际运输代理业务，包括揽货
603713,订舱
603713,仓储
603713,中转
603713,集装箱拼装拆箱
603713,结算运杂费
603713,报关
603713,报验及咨询业务，民用航空运输销售代理，在上海海关的关区内从事报关业务，商务咨询，销售
603713,租赁
603713,维修集装箱，机电设备租赁，道路搬运装卸，企业管理；无船承运业务，从事货物及技术的进出口业务，化工原料及产品（除危险化学品
603713,监控化学品
603713,烟花爆竹
603713,民用爆炸物品
603713,易制毒化学品）的销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603716,自动化设备
603716,机电
603716,仪器设备的维护修理；设备租赁；相关产品技术咨询；化工产品（不含化学危险品），医用器械软件开发；生物科技品
603716,医用电子设备及配套消耗品
603716,试剂等进出口业务及批发业务；货物专用运输（冷藏保鲜）；实验室科教仪器及耗材的批发兼零售；销售临床及科研用检验仪器
603716,检验试剂
603716,新型诊断试剂
603716,生物技术科研产品。第Ⅰ
603716,Ⅱ
603716,Ⅲ类医疗器械及体外诊断试剂（含医疗器械类和药品类）和耗材的批发和零售。为其他医疗器械生产经营企业提供第Ⅰ
603716,Ⅱ
603716,Ⅲ类医疗器械贮存
603716,配送服务（含体外诊断试剂
603716,冷藏
603716,冷冻库）。（依法须经批准的项目，经相关部门审批后方可开展经营活动）。
603717,城市园林绿化壹级；园林绿化工程设计
603717,施工及养护；市政公用工程施工总承包；造林绿化施工；环境综合治理；河湖流域污染治理；土壤污染治理与修复；盐碱地治理；环保科技领域内的技术开发
603717,技术转让
603717,技术咨询；观赏植物新品种及其种子技术研发；种植
603717,销售观赏植物。[依法须经批准的项目，经相关部门批准后方可开展经营活动]
603718,兽用活疫苗
603718,灭活疫苗
603718,动物血清及动物制品
603718,兽用诊断试剂及仪器的生产，销售公司自产产品；相关技术转让
603718,技术服务
603718,技术开发
603718,技术咨询；养殖设备（限家禽及家畜饲养机械）
603718,兽用器械
603718,饲料添加剂
603718,兽药
603718,兽用诊断试剂
603718,消毒剂，相关原辅材料的进出口
603718,批发；农副产品收购（稻谷
603718,玉米
603718,小麦除外）。（不涉及国营贸易管理商品，涉及配额
603718,许可证管理商品的，按国家有关规定办理申请）【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603721,广播电视节目制作经营；围绕自主生产的视频内容的衍生价值开发；代理各类广告（长沙地区除外）；艺人经纪；设备租赁
603721,汽车租赁
603721,场地租赁。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603725,生产
603725,加工
603725,经营：压延薄膜
603725,尼龙贴合布
603725,塑胶和真皮印花，压延发泡人造革
603725,汽车内饰材料
603725,高分子材料；货物进出口
603725,技术进出口（法律
603725,行政法规禁止的项目除外；法律
603725,行政法规限制的项目须取得许可后方可经营）。
603722,丙烯酸树脂
603722,聚酯树脂
603722,脂环族环氧树脂
603722,改性环氧树脂
603722,脂肪胺
603722,聚酯光学材料的研发
603722,生产
603722,销售；国内贸易（不含国内限制及禁止类项目）；自营和代理各类商品和技术的进出口业务（但国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经有关部门批准后方可开展经营活动）
603726,叶轮机械
603726,通风设备
603726,电子产品
603726,厨房设备
603726,家用电器
603726,塑料制品的制造
603726,加工；模具的开发
603726,设计
603726,制造
603726,加工；电动机
603726,发电机及其零部件的生产
603726,销售；经营本企业生产所需的原辅材料
603726,仪器仪表
603726,机械设备
603726,零配件及技术的进出口业务(国家限定公司经营和国家禁止出口的商品除外)；经营进料加工和“三来一补”业务。
603728,生产传感器
603728,步进电机
603728,直流电机
603728,仪动传感装置
603728,销售自产产品，上述产品同类商品
603728,进出口
603728,佣金代理（拍卖除外），并提供相关配套服务（不涉及国营贸易管理商品，涉及配额
603728,许可证管理商品的，按国家有关规定办理申请）。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603727,钢结构的建造和维修；船舶维修及有关的技术开发和技术服务；机电设备的安装
603727,维修；代办保税货物仓储；机电设备
603727,仪器仪表的展销；石油开发设备设施的设计
603727,建造
603727,安装和调试，自有房屋租赁；自营及代理进出口；承包与其实力
603727,规模
603727,业绩相适应的国外工程项目，对外派遣实施上述境外工程所需的劳务人员。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603730,汽车方向盘
603730,遮阳板
603730,换挡手柄
603730,座椅总成和内饰件产品的生产
603730,销售，并提供相关的技术咨询和技术服务，从事货物与技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603729,承接各类广告设计
603729,制作，代理国内（外）广告业务，展览展示服务，企业形象策划，市场营销策划，企业管理咨询，娱乐咨询，从事信息技术领域内的技术开发
603729,技术转让
603729,技术咨询
603729,技术服务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603733,纸
603733,纸浆和纸制品的研发；纸制造，纸深加工，机械零部件的加工；纸浆及原料（不含危险化学品及易制毒物品）零售；货物进出口；仓储服务（不含危险品）；道路货运经营；投资管理
603733,投资咨询服务；售电业务经营。
603737,涂料(不含危险化学品及易制毒化学品)的制造;危险化学品生产(具体详见编号为(闽)WH安许证字[2007]000022(换)号的《安全生产许可证》);化工产品(不含危险化学品及易制毒化学品)
603737,建材
603737,五金产品的生产
603737,销售;质检技术服务;防水材料
603737,防腐材料
603737,保温材料
603737,建筑成套设备技术研发
603737,制造
603737,销售
603737,"技术服务;自营或代理各类商品和技术的进出口业务(但国家限定公司经营或者禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
603739,生物技术开发
603739,转让
603739,咨询；货物和技术的进出口；自有资金投资；饲料添加剂的代理和销售；兽药制剂（不含生物药品）（经营地址限：城阳区青大工业园双元路东）；兽用生物制品（兽药经营许可证1，兽药经营许可证2，有效期限以许可证为准）；畜牧兽医技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603738,频控器件
603738,微声学器件
603738,电子元器件
603738,高速高稳通讯网络器件及组件
603738,汽车电子及模组智能应用
603738,精密冲压组件及部件
603738,智能装备的研发
603738,生产
603738,销售及技术服务。（上述涉及许可经营项目，应取得相关部门许可后方可经营）
603755,生产经营调味料（液态
603755,半固态
603755,固态
603755,调味油）
603755,食品添加剂（焦糖色及复配食品添加剂）
603755,其他食品（依据食药部门核发的《食品生产许可证》开展经营活动）；批发兼零售预包装食品；食品技术开发及技术服务；货物及技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603757,泵和真空设备及其零件
603757,电机及其零件制造
603757,销售；机械和设备修理；投资与资产管理；货物进出口
603757,技术进出口，太阳能光伏发电
603757,售电服务（凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603766,开发
603766,生产
603766,销售内燃机（在许可证核定范围及有效期内经营）；开发
603766,销售摩托车及零部件
603766,汽油机及零部件
603766,汽车零部件；开发
603766,生产
603766,销售农业机具
603766,林业机具
603766,园林机械
603766,非公路用车
603766,普通机械及电器产品；批发
603766,零售金属材料
603766,橡塑制品
603766,货物及技术进出口(不含国家禁止或限制进出口项目)；商贸信息咨询。（法律
603766,行政法规禁止的不得经营；法律
603766,行政法规规定需许可审批的，取得许可审批后从事经营）。
603758,"许可项目：道路货物运输(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以相关部门批准文件或许可证件为准)一般项目：设计"
603758,开发
603758,制造
603758,销售汽车配件
603758,汽车变速器及配件
603758,游艇配件
603758,建筑工程机械配件
603758,农用机械配件
603758,摩托车配件
603758,轿车ABS系统产品
603758,"微型汽车QA474Q发动机(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)"
603767,齿轮
603767,传动部件
603767,汽车变速器
603767,摩托车配件制造
603767,销售，太阳能光伏发电
603767,售电服务（凭许可证经营），货物进出口
603767,技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603768,汽车零部件
603768,模具的研发
603768,生产
603768,销售与技术咨询;机械产品的加工
603768,制造与销售;土地
603768,房屋
603768,设备租赁;仓储(除危险品)服务;股权投资;自营和代理各类商品和技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);物业管理;光伏发电
603768,电力销售;钢材加工
603768,"销售及技术咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
603773,超薄电子玻璃
603773,触摸屏玻璃
603773,触控模组
603773,显示器件
603773,玻璃制品
603773,光学镜片
603773,金属配件
603773,电子元器件的生产
603773,销售及研发；电子行业真空镀膜技术咨询
603773,服务及应用；电子产品配套设备
603773,零配件及原辅材料生产销售；非金属废料和碎屑加工处理；进出口贸易（国家限制
603773,禁止类产品及有专项规定的产品除外）。（依法须经批准的项目，经相关部门批准后，方可开展经营活动）
603776,公共自行车系统的开发
603776,制造
603776,集成
603776,安装
603776,调试
603776,"销售及公共自行车系统信息技术服务,运营管理服务;电子计算机外部设备"
603776,通信设备
603776,电子设备
603776,IC卡读写机的开发
603776,制造
603776,销售和服务;自行车
603776,电动自行车
603776,电动三轮车
603776,电动滑板车
603776,电动汽车
603776,自动售货机
603776,人工智能设备的开发
603776,制造
603776,销售
603776,租赁和服务;计算机应用软件的开发及系统集成;车棚
603776,服务亭
603776,监控系统
603776,计算机软硬件
603776,太阳能供电系统的销售及安装调试;技术开发
603776,技术推广
603776,技术转让
603776,技术咨询
603776,技术服务;机械设备租赁;设计
603776,制作
603776,代理
603776,"发布国内各类广告业务;自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外);网络预约出租车服务(限《网络预约出租汽车经营许可证》核定范围)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
603777,食品流通，餐饮服务，食用农产品（不含生猪产品
603777,牛羊肉品）
603777,花卉
603777,工艺礼品
603777,电子产品
603777,通讯器材
603777,体育用品
603777,文具用品
603777,日用百货
603777,汽摩配件
603777,化妆品
603777,玩具
603777,金银饰品
603777,珠宝饰品
603777,化工产品（不含危险化学品）
603777,电脑及配件
603777,通信设备及相关产品的批发
603777,零售，销售计算机配件及相关智能卡，电子商务（不得从事增值电信
603777,金融业务），仓储（除危险品）
603777,企业投资与资产管理
603777,企业管理咨询，计算机网络系统开发
603777,软件开发设计，商务咨询
603777,从事货物及技术的进出口业务，包装服务，票务代理，从事通信设备领域内的技术服务，自有房屋租赁，供应链管理，道路货物运输，国内货运代理，国际海上
603777,国际陆路
603777,国际航空货运代理，以服务外包方式从事计算机数据处理，附设分支机构。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603778,专业承包；城市园林绿化；风景园林工程设计；城市园林规划；技术咨询；苗木种植；销售苗木；苗木租赁。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
603779,葡萄酒及果酒
603779,其他酒的加工销售（有效期限以许可证为准）。日用百货
603779,土畜产品（不含烟花爆竹）
603779,五金建材
603779,钢材
603779,包装材料及制品的销售；以自有资金对食品行业进行投资（未经金融监管部门批准，不得从事吸收存款
603779,融资担保
603779,代客理财等金融业务）；仓储服务（不含危险化学品）；自有房屋租赁；货物及技术进出口（法律法规禁止的除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603786,汽车电子产品的研发
603786,生产
603786,销售，电子控制单元和系统及相关产品的研发
603786,销售，电子设备及机械设备的研发
603786,销售，电子元器件的销售，提供相关技术的技术咨询
603786,技术服务
603786,技术转让，从事货物与技术的进出口，自有房屋租赁。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603788,车辆变速
603788,"加速操纵控制系统,车辆电子控制系统,车辆拉索,软轴,车辆零部件的设计"
603788,制造
603788,"销售;自营和代理货物和技术的进出口,但国家限制经营或禁止进出口的货物或技术除外。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
603787,电动两轮摩托车
603787,电动正三轮摩托车
603787,电动自行车及其零部件
603787,观光敞车及其零部件
603787,蓄电池及充电器及其零部件
603787,家用电器及其零部件的制造
603787,加工
603787,销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603789,农业机械的开发
603789,设计
603789,制造
603789,销售与服务，金属材料（除稀贵金属外）
603789,机械零部件的销售，货物及技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
603790,化工产品（除危险化学品
603790,监控化学品
603790,烟花爆竹
603790,民用爆炸物品
603790,易制毒化学品）销售，染料
603790,颜料和助剂的生产（限分公司），化工科技领域内的技术咨询
603790,技术开发
603790,技术转让
603790,技术服务，纺织技术咨询服务，从事货物进出口及技术进出口业务。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
603798,生产
603798,加工：制动液
603798,防冻液
603798,添加剂
603798,润滑油
603798,润滑脂
603798,清洁剂
603798,蜡制品等汽车养护用品
603798,半成品及售后服务；汽车用品及电子元器件的批发；上述相关货物及技术进出口。日用品
603798,办公用品
603798,劳保用品
603798,纺织服装
603798,数码产品附件
603798,汽车维修保养设备
603798,货架
603798,展架的销售；与润滑油
603798,防冻液
603798,汽车养护用品有关的设计
603798,研究开发
603798,检验测试
603798,技术成果转让
603798,技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603797,市政给水
603797,污水处理项目
603797,生态环境治理工程的投资及运营;再生资源回收利用加工与销售;环境污染防治专用设备的生产和销售
603797,"技术咨询及配套服务;高科技产品开发。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)"
603799,研发
603799,生产
603799,销售：钴
603799,镍
603799,铜氧化物，钴
603799,镍
603799,铜盐类，钴
603799,镍
603799,铜金属及制品，钴粉，镍粉，铜粉，氢氧化钴，钴酸锂，氯化铵；金属矿产品和粗制品进口及进口佣金代理，生产设备进口及进口佣金代理。（上述涉及配额
603799,许可证及专项规定管理的商品按国家有关规定办理），对外承包工程业务（范围详见《中华人民共和国对外承包工程资格证书》）。
603800,一般项目：石油钻采专用设备制造；深海石油钻探设备制造；水下系统和作业装备制造；普通阀门和旋塞制造；通用零部件制造；液力动力机械及元件制造；气压动力机械及元件制造；模具制造；机械零件
603800,零部件加工；锻件及粉末冶金制品制造；金属材料批发；海洋工程装备研发；技术服务
603800,技术开发
603800,技术咨询
603800,技术交流
603800,技术转让
603800,技术推广；机械设备租赁；专用设备修理；通用设备修理（依法须经批准的项目，经相关部门批准后方可开展经营业活动）
603801,厨房家具
603801,厨房装饰工程施工，橱柜配件
603801,厨房用品
603801,厨房电器
603801,装饰材料的销售与安装；家具
603801,木门
603801,衣帽间
603801,卫浴柜
603801,居家饰品的制造
603801,销售及安装；家居以及厨房的整体设计及安装；品牌加盟服务；房屋租赁。
603803,技术开发；技术推广；销售通讯设备；货物进出口；代理进出口；技术进出口；计算机系统集成；制造通讯设备（限分支机构经营）。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
603806,太阳能电池胶膜
603806,太阳能电池背板
603806,感光干膜
603806,挠性覆铜板
603806,有机硅材料
603806,热熔胶膜（热熔胶）
603806,热熔网膜（双面胶）
603806,服装辅料（衬布）的生产；太阳能电池组件
603806,电池片
603806,多晶硅
603806,高分子材料
603806,化工原料及产品（除危化品及易制毒品）
603806,机械设备及配件的销售；新材料
603806,新能源
603806,新设备的技术开发，光伏设备和分布式发电系统的安装，实业投资，经营进出口业务。
603808,生产经营各类服装
603808,服饰
603808,内衣。从事货物
603808,技术进出口业务（不含分销
603808,国家专营专控商品）；服饰
603808,珠宝首饰（不含裸钻及金
603808,银等贵重金属原材料）
603808,箱包
603808,眼镜
603808,手套
603808,头饰
603808,鞋帽
603808,袜子
603808,化妆品
603808,香水
603808,家纺
603808,床上用品的设计
603808,批发和零售（涉及专项规定管理的商品，按国家有关规定办理申请）；以特许经营方式从事商业活动；自有厂房出租（仅限深圳市福田区滨河大道北深业泰然大厦10C01
603808,10C02
603808,10C03
603808,10C04
603808,10C05）；经济信息咨询
603808,企业管理咨询
603808,商业管理咨询
603809,生产
603809,销售：汽车及摩托车零部件；机械设备及零部件；五金交电制品，塑料制品；汽车（不含小轿车）及摩托车销售；销售：有色金属材料（不含稀贵金属）
603809,建材（不含油漆）；货物及技术进出口（法律
603809,行政法规禁止的项目除外；法律
603809,行政法规限制的项目取得许可后方可经营，国家有专项规定的除外）。
603811,硬胶囊剂
603811,小容量注射剂
603811,片剂
603811,颗粒剂
603811,散剂
603811,原料药生产（在《药品生产许可证》有效期内经营）；医药中间体（不含危险化学品
603811,监控化学品及易制毒品）生产
603811,销售；货物进出口
603811,技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603810,农药研发
603810,生产并销售本公司产品（按许可证所列项目经营）；化工中间体（除危险化学品）研发
603810,生产
603810,销售；有机肥料及其他化工产品（除农药及其他危险化学品）批发
603810,零售；瓦楞纸箱
603810,纸盒
603810,塑料制品
603810,滤布
603810,滤袋制造
603810,批发
603810,零售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；酒店管理；房屋租赁；包装装潢印刷品印刷，其他印刷品印刷；内河港口经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603815,公路
603815,桥梁工程施工，公路养护工程
603815,机场设施施工，道路
603815,桥梁护栏安装，市政公用工程
603815,水利水电工程
603815,隧道工程
603815,港口与航道工程，生态环境治理，工程机械
603815,房屋租赁。(以上依法须经批准的项目经相关部门批准之后方可开展经营活动)。
603813,"信息技术咨询服务;自动化高架立体仓储设施,包装"
603813,加工
603813,配送业务相关的仓储一体化设施建设
603813,经营;水果批发;其他农产品仓储;金属包装容器制造;仓储货物堆放架制造;贸易代理;装卸搬运;蔬菜批发;货物进出口(涉及外资准入特别管理规定和许可审批的商品除外);商品批发贸易(涉及外资准入特别管理规定和许可审批的商品除外);运输货物打包服务;交通运输咨询服务;物流代理服务;收购农副产品;建材
603813,装饰材料批发;国际货运代理;其他仓储业(不含原油
603813,成品油仓储
603813,燃气仓储
603813,危险品仓储);航空货运代理服务;道路货物运输代理;信息系统集成服务;蔬菜收购;钢材批发;信息电子技术服务;仓储咨询服务;软件产品开发
603813,生产;计算机网络系统工程服务;网络技术的研究
603813,开发;供应链管理;数据处理和存储服务;托盘及集装单元共用系统建设
603813,经营;许可经营项目米
603813,面制品及食用油批发;货物专用运输(冷藏保鲜);货物专用运输(集装箱);散装食品批发;道路货物运输;大米批发;预包装食品批发。
603816,沙发
603816,床
603816,餐桌
603816,椅
603816,茶几及相关零配件的设计
603816,生产；销售：自产产品；从事上述产品及其同类产品的批发
603816,特许经营及进出口业务，佣金代理（拍卖除外）（以上商品进出口不涉及国营贸易
603816,进出口配额许可证
603816,出口配额招标
603816,出口许可证等专项管理的商品）；从事装饰材料和工艺美术品的进出口业务（以上商品进出口不涉及国营贸易
603816,进出口配额许可证
603816,出口配额招标
603816,出口许可证等专项管理的商品）；企业信息咨询服务；家用电器销售；家电产品的安装
603816,维修及售后服务。
603817,污水处理及其再生利用；对污水厂及污水收集
603817,处理
603817,排放设施的投资
603817,建设
603817,管理
603817,维护；给排水工程的咨询
603817,设计
603817,设备销售安装；污水处理
603817,污泥处理的研究
603817,开发
603817,技术转让；城市污水处理作业人员的培训考核鉴定工作；水污染治理；固体废物治理及发电（不含危险废物处理）；垃圾渗沥液处理劳务。
603818,制造家具；普通货物运输；家庭装饰装潢；销售百货
603818,五金交电
603818,化工原料
603818,民用建材
603818,工艺美术品
603818,家具；企业经营本企业和本企业成员企业自身产品及相关技术的出口业务；经营本企业和本企业成员企业生产
603818,科研所需的原辅料，机械设备
603818,仪器仪表
603818,零配件及相关技术的进口业务（国家限定公司经营或禁止进口的商品除外）；经营本企业的进料加工和“三来一补”业务。（未取得专项许可的项目除外）（依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动。）
603819,交流电机
603819,直流电机及其配件
603819,五金工具制造
603819,加工；冲压件
603819,机械零部件加工；自营或代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603823,化工原料及产品（不含危险品及易制毒化学品）的生产
603823,销售，危险化学品的生产（凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603822,生产销售增塑剂和热稳定剂（具体限定品种详见嘉兴市环保局批文）；化学改性的动
603822,植物油
603822,脂；甲酸盐；环保产品
603822,环保工程研发，植物油脂精炼（限桐乡市洲泉镇工业园区德胜路388号的分支机构经营）化工原料及产品（不含危险化学品及易制毒化学品）的销售，从事进出口业务，道路货物运输（凭许可证经营）。（涉及许可证或国家专项管理规定的，凭许可证经营或照相关规定另行报批）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603825,技术开发
603825,技术转让
603825,技术服务；计算机技术培训；网络技术服务；经济贸易咨询；设计
603825,制作
603825,代理
603825,发布广告；组织文化艺术交流活动（不含演出）；企业形象策划；公共关系服务；会议服务；承办展览展示活动；出版物印刷。（企业依法自主选择经营项目，开展经营活动；出版印刷及依法须经批准的项目，经相关部分批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
603826,珠光材料
603826,云母研发
603826,生产
603826,销售。自营和代理本企业产品的进出口，但国家限定公司经营或禁止进出口的产品除外；研发
603826,生产和销售磷酸铁锂
603826,钛酸锂等锂电池正负极材料及以石墨烯等材料予以改性的终端产品（不含危险化学品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603829,机电设备及配件
603829,电器开关零部件及附件制造；自营和代理各类商品及技术的进出口业务，但国家限定企业经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603828,承包境外建筑装修装饰
603828,建筑幕墙
603828,金属门窗工程和境内国际招标工程；承包境外建筑装饰
603828,建筑幕墙工程的勘测
603828,咨询
603828,设计和监理项目；上述境外工程所需的设备
603828,材料出口；对外派遣实施上述境外工程所需的劳务人员；承接室内外装饰工程
603828,建筑门窗
603828,幕墙
603828,钢结构
603828,机电安装及建筑智能化工程的设计
603828,安装
603828,施工以及上述工程所需设备材料的采购与销售；消防设施工程的设计和施工；金属工艺产品的研发；国内外各类民用建设项目
603828,园林与景观项目及工业工程项目的工程咨询
603828,工程设计
603828,工程监理
603828,项目管理
603828,工程总承包及所需设备材料的采购和销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
603838,设计
603838,生产
603838,销售：陶瓷制品
603838,卫生洁具
603838,瓷泥
603838,瓷釉
603838,纸制品（不含印刷品）
603838,服装制品
603838,包装制品（不含印刷品）
603838,陶瓷颜料（不含化学危险品），以及陶瓷相关配套的竹
603838,木
603838,布
603838,树脂
603838,蜡
603838,玻璃
603838,灯具
603838,灯饰
603838,五金
603838,塑料制品；销售：石艺制品；废瓷回收技术研究和开发；自营和代理货物进出口
603838,技术进出口；实业投资；展览展示服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
603839,纺织品
603839,针织品
603839,床上用品
603839,经编织物
603839,服装
603839,服饰制品
603839,手套
603839,鞋
603839,帽
603839,袜子
603839,箱包的生产销售；国内展览展销服务；经营进出口业务（危险化学品
603839,易制毒化学品及国家限制和禁止经营的除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603843,公路工程施工总承包壹级；公路路面工程专业承包壹级；桥梁工程专业承包壹级；公路路基工程专业承包壹级；市政公用工程施工总承包壹级；防腐保温工程专业承包贰级；铁路工程施工总承包叁级；土石方工程专业承包壹级；隧道工程专业承包壹级；水利水电工程施工总承包贰级；高等级公路养护
603843,交通工程养护及设施维修
603843,桥梁中大修
603843,隧道加固与维修
603843,公路路面养护；公路交通工程专业承包交通安全设施；土地整理；场地拆迁（不含爆破）；绿化工程施工；河道治理；生态环境治理。（以上经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动）
603848,工程和技术研究和实验发展；电子
603848,通信与自动控制技术研究
603848,开发；机械工程设计服务
603848,网络技术的研究
603848,开发；计算机技术开发
603848,技术服务；智能化安装工程服务；金属建筑装饰材料制造；金属日用杂品制造；家用电器批发；百货零售（食品零售除外）；日用杂品综合零售；金属装饰材料零售；
603856,聚乙烯（PE）管材管件
603856,钢丝网骨架塑料（聚乙烯）复合管材管件
603856,PVC-O管材管件
603856,PVC管材管件
603856,耐磨复合管
603856,3PE防腐钢管
603856,涂层复合钢管
603856,聚氨酯防腐保温管
603856,钢带增强聚乙烯螺旋波纹管
603856,螺旋焊管
603856,螺旋焊接波纹管
603856,PPR管材管件
603856,PE-RT系列管材管件
603856,RTP复合管材管件的开发
603856,制造与销售；管道工程安装
603856,维护及技术服务
603856,智能管道系统开发与应用；PE类树脂料
603856,粘接树脂
603856,3PE胶黏剂
603856,耐磨料
603856,聚乙烯涂塑粉末
603856,环氧树脂涂塑粉末
603856,色母料
603856,双抗母料
603856,阻燃母料
603856,抗静电母料
603856,薄膜材料
603856,夹克料等其他高分子功能母料的开发
603856,制造与销售；标准件类
603856,钢材类
603856,矿用设备
603856,配件的制造
603856,销售；货物及技术进出口业务（国家限定公司经营或者禁止公司经营的货物和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
603858,片剂
603858,硬胶囊剂
603858,颗粒剂
603858,丸剂（蜜丸
603858,浓缩丸
603858,水丸
603858,水蜜丸）
603858,口服液。（依法须经批准的项目，经相关部门批准后方可开展经营活动，有效期以许可证为准）。
603859,技术开发；技术服务；技术推广；技术咨询；软件开发；计算机系统服务；能源管理；产品设计；模型设计；航空航天技术开发；力学环境试验设备技术开发；电动汽车充电设备技术开发；销售电气设备
603859,机械设备
603859,机电设备
603859,撬装设备
603859,充电设备
603859,车载电子产品
603859,安全技术防范产品
603859,仪器仪表
603859,建筑材料
603859,装饰材料
603859,电线电缆；货物进出口（国营贸易管理货物除外）
603859,代理进出口
603859,技术进出口；施工总承包
603859,专业承包；安装机电设备；出租办公用房；制造全数字式低
603859,中高压晶闸管固态软起动器柜和集成高中低压变频器
603859,无功补偿
603859,电能质量设备
