股票代码,经营范围
002119,制造和销售各种引线框架及半导体元器件，半导体元器件键合金丝和蒸发用金丝，键合铜丝，合金铜丝，智能卡载带，提供售后服务；自营和代理各类商品和技术的进出口。
002120,实业投资，企业管理咨询，商务信息咨询，汽车租赁，信息科技专业领域内的技术开发
002120,技术服务
002120,技术咨询；各类广告的设计
002120,制作
002120,代理，利用自有媒体发布各类广告。
002122,轴承
002122,机床及配件的销售，经营进出口业务，投资管理，初级食用农产品的销售（范围详见外经贸部门批文）。
002124,食品经营；饲料技术咨询服务；饲料
002124,饲料原料的批发
002124,零售；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。以下限分支机构经营：配合饲料的制造；水产苗种生产；水产品养殖；鲜活水产品销售；种畜禽生产
002124,生猪养殖；兽药生产，兽药经营；工程监理；环保工程
002124,房屋建筑工程
002124,钢结构工程
002124,电气工程
002124,工业自动化工程施工；机械设备制造
002124,销售
002124,安装
002124,维护及技术咨询；环保材料
002124,环保设备的研发
002124,制造
002124,销售；有机肥料
002124,微生物肥料制造
002124,销售；农作物种植
002124,销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002123,计算机软硬件
002123,电子产品技术开发与销售，网络信息技术服务，无功补偿设备
002123,输变电设备
002123,变频调速设备及其控制系统的研发
002123,生产
002123,销售和售后维修，电力电子元件
002123,仪器仪表生产与销售，电力电子产品及技术进出口经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002125,锰矿石开采与加工;研究
002125,开发
002125,生产
002125,销售二氧化锰
002125,电解金属锰
002125,电池材料及其它能源新材料;蒸汽的生产
002125,销售;利用蒸汽的余热
002125,余压发电;金属材料
002125,润滑油
002125,石油沥青
002125,化工产品
002125,建筑材料
002125,机电产品
002125,法律法规允许经营的矿产品的销售;再生资料回收;经营商品和技术的进出口业务。
002126,实业投资；汽车零部件
002126,船用配件
002126,摩托车配件
002126,机械配件
002126,电子产品
002126,基础工程设备
002126,化工设备的设计
002126,制造
002126,销售，商用车
002126,金属材料的销售；机械技术服务；经营进出口业务（国家法律法规禁止
002126,限制的除外）。
002127,从事互联网零售
002127,对外贸易;对外投资
002127,投资管理及咨询
002127,企业管理信息咨询;电子商务技术支持及信息咨询
002127,商务咨询
002127,"市场营销策划;会务服务,品牌设计,品牌管理,公关活动策划,文化艺术交流活动策划,企业形象策划,展览展示服务,摄影服务,文化教育信息咨询;农产品加工与销售;网络技术"
002127,信息技术及纺织技术的开发
002127,转让
002127,咨询及服务;质量管理咨询及技术服务;针纺织品
002127,服装服饰
002127,皮革制品
002127,箱包
002127,鞋帽
002127,床上用品
002127,工艺礼品
002127,洗涤用品
002127,宠物用品
002127,化妆品
002127,护肤用品
002127,摄影器材
002127,玩具
002127,音响设备及器材
002127,劳防用品
002127,金属制品
002127,家具
002127,家用电器
002127,厨房用品
002127,通讯设备
002127,电子产品
002127,水处理净化设备
002127,五金交电
002127,文教用品
002127,办公用品
002127,服装面料
002127,服装辅料的销售;预包装食品(不含冷藏冷冻食品)销售;设计
002127,制作
002127,代理
002127,"发布各类广告;软件研发。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
002128,煤炭产品生产
002128,销售；土石方剥离；地质勘探；工程与地籍测绘测量，煤炭经营；道路普通货物运输。矿山设备
002128,工程机械
002128,发动机
002128,电机
002128,建材
002128,化工产品（危险化学品除外），金属材料（除专营）销售；电器安装与维修；普通机械制造；机电
002128,机械配件加工及经销；疏干及防排水设计及施工；水资源再利用；仓储；房屋
002128,机电产品
002128,机械设备租赁；技术服务
002128,信息咨询；腐植酸生产与销售；分布式光伏发电，风力发电
002128,太阳能发电
002128,风电供热等清洁能源项目的开发
002128,投资
002128,建设
002128,运营
002128,管理；煤炭工程建设咨询
002128,招投标代理；工程质量检测（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002130,"化工产品,电子元器件的购销,高压电器设备,铜铝连接管,电池隔膜,热敏电阻(PTC产品),橡胶新材料及原"
002130,辅材料
002130,制品及线路防护元器件的购销(以上均不含专营
002130,专控
002130,专卖商品及限制项目);投资风力发电项目;经营进出口业务(法律
002130,行政法规
002130,"国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);高端控制"
002130,自动化设备的研发
002130,集成;本公司产品的安装
002130,"维修及相关技术的咨询,高低压输配电设备购销。热缩材料"
002130,冷缩材料
002130,阻燃材料
002130,绝缘材料
002130,耐高温耐腐蚀新型材料
002130,套管
002130,电缆附件
002130,电缆分支箱
002130,热缩材料电子线和电源连接线
002130,环保高温辐射线缆
002130,有机硅线缆
002130,有机氟线缆
002130,热缩材料生产辅助设备
002130,通信产品及设备的技术开发
002130,"生产及购销,高低压输配电设备生产制造,电力金具的研发及生产及销售。"
002129,半导体材料
002129,半导体器件
002129,电子元件的制造
002129,加工
002129,批发
002129,零售；电子仪器
002129,设备整机及零部件制造
002129,加工
002129,批发
002129,零售；房屋租赁；经营本企业自产产品及技术的出口业务和本企业所需的机械设备
002129,零配件
002129,原辅材料及技术的进口业务；太阳能电池
002129,组件的研发
002129,制造
002129,销售；光伏发电系统及部件的制造
002129,安装
002129,销售；光伏电站运营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002131,泵
002131,园林机械
002131,清洁机械设备
002131,电机
002131,汽油机
002131,阀门
002131,模具
002131,五金工具
002131,电气控制柜
002131,成套供水设备
002131,农业机械
002131,机械设备
002131,环保设备
002131,电器零部件及相关配件的生产
002131,销售，设计
002131,制作
002131,代理
002131,发布国内各类广告，企业营销策划，进出口经营业务，实业投资。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
002132,生产
002132,销售钢帘线
002132,胶管钢丝，镀锌钢丝
002132,镀锌钢绞线及其他金属制品；从事货物和技术进出口业务（上述范围，涉及法律
002132,行政法规规定须审批方可经营的项目，未获审批前，不得经营）。（依法需经批准的项目，经相关部门批准后方可开展经营活动）。
002133,房地产投资
002133,房地产开发经营
002133,商品房销售及出租
002133,实业投资
002133,室内外装饰
002133,工程技术咨询
002133,仓储服务，建筑材料的销售。
002134,印刷电路板及相关产品的生产
002134,销售
002134,委托加工；上述产品及其同类商品和技术的研发
002134,设计
002134,咨询及服务；代收代付水费
002134,电费
002134,蒸气费
002134,燃气费；机械设备销售及维修；自营或代理货物及技术的进出口；自有房屋及设备租赁（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002135,网架
002135,钢结构及其配套板材设计
002135,制造
002135,安装，建筑工程勘察
002135,设计
002135,施工
002135,监理
002135,管理
002135,技术服务，幕墙的设计和施工，钢管的生产和销售，机电安装工程
002135,消防工程
002135,装饰装修工程
002135,园林绿化工程
002135,石油及燃气管道系统工程
002135,水处理工程
002135,市政工程设计与施工，建筑材料
002135,苗木
002135,化工原料及产品（不含危险品及易制毒化学品）的销售；开展对外承包工程业务（范围详见《中华人民共和国对外承包工程资格证书》），房屋租赁，工程机械及设备的维修
002135,租赁
002135,销售，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002136,生产和销售系列钛白粉及相关化工产品（不含危险品）。
002138,研发
002138,设计
002138,生产
002138,销售新型电子元器件；提供技术方案设计和技术转让
002138,咨询服务；销售自产产品。
002137,互联网网上贸易与服务（不含专营
002137,专控
002137,专卖商品及限制项目）；互联网投资；数据处理和数据存储服务，大数据分析及商业应用；智能照明
002137,智能家居管理系统；软件开发
002137,信息系统集成服务
002137,信息技术咨询服务；电子产品
002137,通讯产品
002137,电器
002137,照明灯具及其零部件的技术开发
002137,销售；国内贸易（不含专营
002137,专控
002137,专卖商品及限制项目）；兴办实业（具体项目另行申报）；经营进出口业务（法律
002137,行政法规
002137,国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。互联网信息服务；电子产品
002137,通讯产品
002137,电器
002137,照明灯具及其零部件的生产。
002139,电子产品
002139,照明电器
002139,各类电子智能控制器
002139,电力自动化系统设备
002139,电机及其智能控制器的研发
002139,销售
002139,生产（由分公司经营）；动力电池
002139,电源产品
002139,电脑产品
002139,集成电路
002139,传感器
002139,软件的技术开发与销售；国内贸易（不含专营
002139,专控
002139,专卖商品），经营进出口业务（法律
002139,行政法规
002139,国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。
002140,化工工程
002140,石油化工工程
002140,建筑工程
002140,市政工程设计
002140,监理及工程总承包，技术开发
002140,技术转让
002140,产品研制
002140,生产
002140,销售；承包境外化工
002140,市政及环境治理工程和境内国际招标工程，以及上述境外工程的勘测
002140,咨询
002140,设计和监理项目；上述境外工程所需的设备
002140,材料出口；对外派遣实施上述境外工程所需的劳务人员；自营和代理各类商品及技术的进出口业务（以上经营范围中未取得专项审批的项目以及国家限定公司经营或禁止进口的商品和技术除外）；期刊
002140,资料出版发行
002140,期刊广告（凭许可证经营）。
002141,股权投资
002141,企业管理服务
002141,资产管理
002141,投资管理
002141,控股公司服务
002141,企业自有资金对外投资，生产和销售电线电缆产品（各种漆包线
002141,铜包铝线
002141,镀锡线
002141,三层绝缘线等）
002141,电工电器产品
002141,附件，技术咨询，电器机械及器材
002141,自动化仪表及系统制造
002141,维修
002141,销售，金属材料加工（裸铜线
002141,金属绞线
002141,切割线
002141,合金线），本公司生产所需的原辅材料
002141,仪器仪表
002141,机械设备
002141,零配件及技术进出口业务（不涉及国营贸易管理商品，涉及配额
002141,许可证管理商品的，按国家有关规定办理申请）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
002142,经中国人民银行和中国银行业监督管理委员会批准的下列业务：吸收公众存款；发放短期
002142,中期和长期贷款；办理国内结算；办理票据贴现；发行金融债券；代理发行
002142,代理兑付
002142,承销政府债券；买卖政府债券；从事同业拆借；从事银行卡业务；提供担保；代理收付款项及代理保险业务；提供保管箱业务；办理地方财政信用周转使用资金的委托贷款业务；外汇存款
002142,贷款
002142,汇款；外币兑换；国际结算，结汇
002142,售汇；同业外汇拆借；外币票据的承兑和贴现；外汇担保；经中国银行业监督管理委员会
002142,中国人民银行和国家外汇管理机关批准的其他业务。
002144,许可经营项目：无；一般经营项目：投资管理
002144,资产管理咨询服务
002144,针织及纺织面料
002144,服装
002144,合成革的制造
002144,加工
002144,销售；印染；房屋租赁，化纤丝
002144,染化料（不含危险品)的销售；经营进出口业务（详见《进出口企业资格证书》）。（上述经营范围不含国家法律法规规定禁止
002144,限制和许可经营的项目。）
002145,生产经营钛白粉
002145,硫酸亚铁
002145,改性聚丙烯酰胺
002145,余热发电
002145,硫酸渣，化工新产品研制
002145,开发
002145,生产
002145,销售，化工工程设计，化工设备设计
002145,加工制作，技术开发
002145,咨询
002145,转让
002145,服务（国家限定的除外）。
002146,许可经营项目：房地产开发与经营（一级资质）。
002147,生产
002147,销售回转支承
002147,机械设备
002147,锻压设备；销售金属制品
002147,建材；技术咨询服务；劳动服务；经营本企业自产产品及技术的出口业务和本企业所需的机械设备
002147,零配件
002147,原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。房地产开发和经营；市场开发管理
002147,商铺租赁
002147,建材
002147,装饰材料批发零售；房产信息中介，装饰工程设计。（依法需经批准的项目经相关部门批准后方可经营）。
002148,利用信息网络经营动漫产品
002148,游戏产品(含网络游戏虚拟货币发行)(文化经营许可证有效期至2019年11月11日);第二类增值电信业务中的呼叫中心业务和信息服务(不含固定网电话信息服务和互联网信息服务)(电信企业许可证有效期至2019年09月12日);经营电信业务;技术开发
002148,技术推广
002148,技术咨询
002148,技术服务
002148,技术培训;设计
002148,制作
002148,代理
002148,发布广告;承办展览展示活动;经济信息咨询;货物进出口
002148,技术进出口
002148,代理进出口;销售电子产品
002148,器件和元件
002148,计算机
002148,软件及辅助设备
002148,通讯设备
002148,"广播电视设备;计算机系统服务;演出经纪;从事互联网文化活动;影视策划;电脑图文设计;电脑动画设计;平面设计;摄影服务。(企业依法自主选择经营项目,开展经营活动;从事互联网文化活动"
002148,"经营电信业务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)"
002150,金属工具箱柜
002150,钢制办公家具
002150,精密钣金制品的生产及相关品的科技开发；设计
002150,制造高低压开关柜
002150,高低压电器元件
002150,电气控制设备，并对销售后的产品进行维修服务；太阳能
002150,风能等新能源发电产品的技术研发和技术服务，太阳能
002150,风能等新能源发电电源
002150,控制设备
002150,发电系统等以及新能源系统的相关组配设备的设计
002150,生产和销售。房屋厂房租赁。
002149,稀有金属材料的板
002149,带
002149,箔
002149,丝
002149,棒
002149,管及其深加工产品
002149,复合材料及装备和稀贵金属等新型材料的开发
002149,生产和销售；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料
002149,仪器仪表
002149,机械设备
002149,零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外）；经营进料加工和“三来一补”业务；自有房地产和设备的租赁；物业管理；理化检验；自有技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002151,开发导航定位应用系统及软硬件产品
002151,基于位置的信息系统
002151,地理信息系统和产品
002151,遥感信息系统和产品
002151,通信系统和产品
002151,计算机软硬件系统和产品
002151,自动控制系统和产品
002151,组合导航系统和产品；生产和销售开发后的产品；基于位置的信息系统的系统集成
002151,施工
002151,技术服务；货物进出口
002151,技术进出口
002151,代理进出口；技术检测；技术开发；出租办公用房；出租商业用房；物业管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
002152,技术进出口；自动售货机
002152,售票机
002152,柜员机及零配件的批发；计算机应用电子设备制造；货物进出口（专营专控商品除外）；计算器及货币专用设备制造；软件开发；计算机技术开发
002152,技术服务；计算机和辅助设备修理；信息系统集成服务；信息技术咨询服务；智能化安装工程服务；安全技术防范系统设计
002152,施工
002152,维修；工程勘察设计；室内装饰
002152,装修；室内装饰设计服务。
002154,服装
002154,皮鞋
002154,皮革制品的生产及销售，经营进出口业务，经济信息咨询服务，企业管理与咨询服务，培训服务，企业营销策划，房租租赁，实业投资，投资管理，资产管理，投资咨询，企业管理咨询（未经金融等监管部门批准，不得从事向公众融资存款
002154,融资担保
002154,代客理财等金融服务）。（依法需经批准的项目，经相关部门批准后方可开展经营活动）
002155,在许可证核定项目内从事黄金
002155,锑
002155,钨的勘探
002155,开采
002155,选冶；金锭
002155,锑及锑制品
002155,钨及钨制品的生产
002155,销售；工程测量，控制地形
002155,矿山测量；经营商品和技术的进出口业务；以自有资产对矿山企业
002155,高新技术项目和企业投资，自有资产管理；管理
002155,技术咨询服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002153,技术开发
002153,技术咨询
002153,技术转让
002153,技术服务
002153,技术培训；销售开发后的产品
002153,计算机及外围设备；提供信息源服务；网络技术服务；电子商务（未取得专项审批的项目除外）；安装计算机；货物进出口
002153,技术进出口
002153,代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
002157,畜禽饲料
002157,预混料
002157,饲料添加剂的研发
002157,生产和销售（限分支机构经营）（添加剂预混合饲料生产许可证有效期至2020年5月19日止）；畜禽及水产品养殖
002157,加工和销售；粮食收购；饲料原料贸易。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
002156,研究开发
002156,"生产集成电路等半导体产品，提供相关的技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
002158,研发
002158,生产农渔蔬果等产品储藏
002158,保险
002158,"干燥用的新型螺杆式冷冻冷藏设备,各类真空泵"
002158,气体压缩机及其零部件;合同能源管理并研发节能技术;销售自产产品及相关配套产品
002158,零部件
002158,润滑油
002158,"润滑剂等其他耗材,转让自研技术,租赁自产产品;自产产品"
002158,同类商品及节能产品的批发
002158,进出口
002158,"佣金代理(拍卖除外),并提供技术咨询"
002158,技术服务
002158,"售后服务等相关配套服务;自有房屋租赁。(不涉及国营贸易管理商品,涉及危险化学品"
002158,配额
002158,许可证管理
002158,专项规定
002158,质检
002158,"安检管理等要求的,需按照国家有关规定取得相应许可后开展经营业务)。"
002159,机电一体化客运索道及配套设备的开发
002159,研制
002159,设计
002159,投资建设
002159,经营；计算机及配件
002159,文化办公机械
002159,通信产品零售兼批发；工艺美术品制造
002159,销售；房地产开发及商品房销售（B，需持有效证件经营）。
002160,铝箔
002160,铝材
002160,铝板
002160,铝带制造；自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）；投资管理；医药制造
002160,医疗仪器设备及器械制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002161,电子通讯设备
002161,自动识别产品
002161,射频识别系统及产品
002161,计算机软
002161,硬件系统及其应用网络产品
002161,移动手持终端产品
002161,仪器仪表的研发
002161,生产
002161,销售；射频系统产品的机械加工，机箱机柜
002161,自动化设备及系统
002161,微波通信塔的研发
002161,生产
002161,销售；提供咨询服务；电子通讯设备
002161,自动识别产品
002161,射频识别系统
002161,计算机软硬件等产品的代理及购销；投资兴办实业（具体项目另行申报）；经营进出口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）。
002163,玻璃深加工产品技术开发（不含限制项目）；生产（生产项目另行申办营业执照）
002163,销售建筑安全节能玻璃
002163,光学玻璃
002163,光控玻璃
002163,电子平板玻璃和建筑幕墙，建筑门窗
002163,钢结构
002163,玻璃深加工机械设备；承担建筑幕墙工程设计
002163,施工；进出口业务（按深贸管登记字第2001-086号文件执行）；普通货运；劳务派遣。
002162,"养老机构业务,为老年人提供社区托养"
002162,居家照护等社区养老服务;医疗企业管理咨询(不得从事诊疗活动
002162,心理咨询)
002162,健康管理咨询(不得从事诊疗活动
002162,心理咨询)
002162,投资管理咨询
002162,企业管理咨询(咨询类项目经纪)
002162,会议及展览服务
002162,市场营销策划;从事健康环境科技及医用产品技术领域内的技术开发
002162,自有技术转让
002162,"并提供技术咨询及技术服务;生产销售精密陶瓷,建筑陶瓷,卫生陶瓷,配套件,高性能功能陶瓷产品,室内外建筑装潢五金和超硬工具,建筑保温材料及其他隔热"
002162,隔音
002162,"防火等建筑材料,销售自产产品并提供产品技术服务;在上海市闵行区三鲁公路2121号内从事自有房屋出租;机器设备租赁。(涉及许可证"
002162,专项规定
002162,质检
002162,"安检等管理要求的,需按照国家有关规定取得相应许可后开展经营业务)。【依法须经批准的项目,经相关部门批准后方可开展经营活动】"
002164,传动设备
002164,齿轮箱
002164,电机
002164,门控系统
002164,工业自动控制系统装置的研发
002164,制造
002164,销售
002164,技术咨询；普通货物的仓储；实业项目投资及其咨询服务；机械设备
002164,五金产品批发
002164,零售；自营和代理各类货物和技术的进出口，但国家限定公司经营或禁止进出口的商品及技术除外（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
002165,危险化学品销售；包装装潢印刷品印刷。组合聚醚
002165,单体系列聚醚
002165,软
002165,硬质泡沫原料及制品系列
002165,异丙醇胺系列
002165,塑料制品
002165,复合包装保温材料系列及相关精细化工产品
002165,五金
002165,机械
002165,电子
002165,针纺织品的生产
002165,销售；物资贸易；出口本企业自产的产品；进口本企业生产
002165,科研所需的原辅材料
002165,机械设备
002165,仪器仪表及零配件（国家限定企业经营和禁止进出口的商品及技术除外）；化工产品
002165,五金交电
002165,矿产品
002165,工艺美术品
002165,日用百货销售；经济信息咨询；电子产品研究
002165,开发
002165,生产
002165,销售
002165,技术服务；硬质喷涂和聚氨酯塑胶铺面施工
002165,技术指导。
002166,植物提取物
002166,中药提取物
002166,食品及食品添加剂
002166,饲料和饲料添加剂
002166,植物提取物配方产品
002166,护肤用化妆品及个人护理用品的研发
002166,生产
002166,销售
002166,技术转让及自营进出口（以上项目涉及行政许可审批项目除外）；植物种苗培育及繁育研究
002166,应用
002166,推广及技术转让。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）
002167,生产及销售锆系列制品及结构陶瓷制品。化工产品（不含化学危险品及硅酮结构密封胶）的研制开发
002167,销售及技术服务。经营本公司自产产品及技术的出口业务；经营本公司生产所需的原辅材料
002167,仪器仪表
002167,机械设备
002167,零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外；不单列贸易方式）。
002169,电力电子元器件制造;工业自动控制系统装置制造；电工仪器仪表制造；电气机械设备销售;电子
002169,通信与自动控制技术研究
002169,开发;电力电子技术服务；计算机技术开发
002169,技术服务；机电设备安装服务;货物进出口(专营专控商品除外)；技术进出口；电子产品批发；电子产品零售；计算机批发；计算机零售；(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
002168,电缆分支箱
002168,环网柜
002168,电力电缆附件等高分子绝缘制品及相关材料
002168,高低压电器
002168,高低压成套开关设备
002168,箱式变电站
002168,电力自动化产品
002168,跌落式熔断器
002168,柱上开关
002168,"柱上断路器,管母线等相关电力配网设备的生产"
002168,销售及施工服务;股权投资
002168,资产管理(不得从事信托
002168,金融资产管理
002168,证券资产管理
002168,保险资产管理等业务)
002168,投资咨询(不含限制项目);物业投资
002168,物业经营
002168,物业管理;电工器材的购销(不含专营
002168,专控
002168,专卖商品及限制项目);经营进出口业务(具体按深贸管准证字第2003-525号文件执行);自有产品的售后服务;电网与工控安全
002168,智能配电
002168,新能源汽车充电桩产业链
002168,工业自动化及控制
002168,信息与安防监控系统
002168,智能二次设备
002168,电力网络信息安全系统技术开发
002168,产品研制及工程集成;电动汽车充电设备设计研发
002168,生产
002168,销售;新能源汽车充电设施运营;新能源汽车充换电站规划设计
002168,建设;离网
002168,并网光伏电站的建设和运营;储能系统设备研发制造及运营;动力电池回收;汽车租赁(不含金融租赁);有形动产设备租赁服务;智能设备及软件
002168,机器人及零部件
002168,机器人系统
002168,机器人应用技术
002168,软件产品
002168,无人驾驶物流车整体技术
002168,中低速无人驾驶系统
002168,无人驾驶物流车的研发
002168,设计
002168,生产
002168,销售
002168,咨询及服务。
002170,化工原料的购销（不含易燃易爆物品）；国内贸易（不含专营
002170,专控
002170,专卖商品）；有机肥料的技术开发与研究（不含限制项目）；投资兴办实业（具体项目另行申报）。经营进出口业务（具体按深贸管登证字第2002-159号资格证书经营）；道路货物运输；生产
002170,研发及销售喷灌
002170,微灌
002170,滴灌，农业给水设备，施肥器械及灌溉自动化控制设备（生产项目另行申办营业执照，由分公司经营）；承包农田水利
002170,机电设备
002170,节水农业工程的设计及安装。
002171,有色金属(不含贵金属)材料研发
002171,加工
002171,"销售(矿产资源勘查开采除外),热工设备的研制"
002171,"生产和销售,热处理技术领域内的技术咨询"
002171,"技术研发和技术服务,碳复合材料及制品"
002171,粉末冶金材料及制品的研发
002171,加工
002171,销售和新材料生产领域内的技术咨询
002171,技术研发
002171,"技术服务,锂电池负极材料(除危险化学品)研发"
002171,加工
002171,"销售,3D打印材料的研发"
002171,加工
002171,"销售,自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
002172,健康产业领域的投资
002172,开发;粘胶纤维及粘胶纤维品
002172,可降解纤维
002172,功能性纤维制造
002172,"销售,纺织原料"
002172,纺织品
002172,"化工产品销售,蒸汽热供应,电力生产,自营和代理各类商品及技术的进出口业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
002173,淡水珍珠的养殖与加工。
002174,计算机技术领域内的技术开发
002174,技术转让
002174,技术服务
002174,技术咨询；计算机系统集成；动漫设计；创意服务；图文设计制作；计算机软硬件及辅助设备（除计算机信息系统安全专用产品）的销售；软件技术进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002176,许可经营项目：电动机
002176,发电机及发电机组
002176,通用设备
002176,水轮机及辅机
002176,液压和气压动力机械及元件
002176,专用设备
002176,建筑工程用机械
002176,模具
002176,金属制品的制造
002176,销售；陶瓷土的开采
002176,开发和销售；金属废料和碎屑的加工
002176,处理；机械设备
002176,五金交电有电子产品
002176,矿产品
002176,建材及化工产品的批发
002176,零售
002176,技术服务；房屋及设备租赁；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅料
002176,仪器仪表
002176,机械设备
002176,零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品除外）；除国家汽车目录管理以外的电动车辆的制造与销售；经营进料加工和“三来一补”业务。
002177,一般经营项目：自动售货机
002177,售票机
002177,柜员机及零配件的批发；自动售货机
002177,售票机
002177,柜员机及零配件的零售；信息系统集成服务；集成电路设计；密钥管理类设备和系统制造；安全系统监控服务；安全技术防范产品制造；安全技术防范系统设计
002177,施工
002177,维修；安全技术防范产品批发；安全技术防范产品零售；安全智能卡类设备和系统制造；受金融企业委托提供非金融业务服务；电子
002177,通信与自动控制技术研究
002177,开发；计算器及货币专用设备制造；计算机技术开发
002177,技术服务；计算机应用电子设备制造；计算机信息安全设备制造；信息电子技术服务；软件开发；软件批发；软件零售；软件服务；软件测试服务；电子产品批发；电子产品零售；电子设备工程安装服务；电子产品设计服务；机械设备租赁；工程技术咨询服务；技术进出口；货物进出口（专营专控商品除外）；自有房地产经营活动；房地产开发经营；房地产咨询服务；担保服务（融资性担保除外）；物业管理；投资咨询服务；代驾服务；场地租赁（不含仓储）；企业自有资金投资；投资管理服务；资产管理（不含许可审批项目）；汽车租赁；房屋租赁；房地产中介服务；汽车援救服务。许可经营项目：融资租赁服务。
002178,工程管理，云平台服务
002178,云软件服务，机电设备安装建设工程专业施工，消防设施建设工程设计施工一体化，建筑智能化建设工程设计施工一体化，建筑装修装饰建设工程专业施工，环保建设工程专业施工，信息系统集成服务，计算机网络系统集成，计算机专业四技服务，智能化
002178,信息化与节能的设备与系统的运行维护服务，从事节能领域
002178,医疗信息化领域的技术咨询
002178,技术服务与技术开发
002178,技术转让，合同能源管理，医疗软件
002178,交通软件
002178,能源软件
002178,旅行软件
002178,智能化管理系统的开发与销售，销售电子产品
002178,通信设备
002178,机电产品
002178,仪器仪表
002178,计算机及配件，承包境外建筑智能化工程和境内国际招标工程的勘测
002178,咨询
002178,设计
002178,施工和监理项目，对外派遣实施境外智能化工程所需的劳务人员，从事货物及技术的进出口业务，商务咨询服务，国内贸易(除专项规定），以及对外贷款。
002179,电子元器件及相关设备
002179,新能源汽车充电设备的研发
002179,生产
002179,销售与服务，从事与本企业经营相关的进出口业务。
002180,研究
002180,开发
002180,设计
002180,生产和销售各种类集成电路产品及组件
002180,计算机外设及其部件
002180,相关软件产品；提供信息及网络产品硬件
002180,软件
002180,服务和解决方案；研发
002180,生产
002180,加工和销售激光打印机
002180,多功能（传真）一体机
002180,复印机及激光硒鼓
002180,碳粉，墨盒
002180,墨水
002180,墨盒外壳，色带
002180,带框
002180,电脑外设等打印机耗材及上述产品的配件产品，回收喷墨盒
002180,回收激光打印机碳粉盒的灌装加工和销售，以及上述产品的配件产品的加工和销售；项目投资；项目管理；互联网销售电子产品及其配件组件；科技中介服务；计算机和辅助设备修理等；经国家密码管理机构批准的商用密码产品开发
002180,生产。
002181,设计
002181,制作
002181,代理国内各类广告业务；印刷出版物。销售：建筑材料及设备，金属材料，机电产品，汽车（除小轿车），汽车零部件，皮革制品
002181,五金交电
002181,纺织品
002181,计算机硬件和软件，矿产品，日用百货
002181,化工原料（不含危险化学品）
002181,服装
002181,纸张。文化产业投资，机械与设备租赁，社会经济信息咨询
002181,企业管理咨询
002181,信息技术咨询；普通货运。
002182,金属镁及镁合金产品
002182,金属锶和其它碱土金属及合金
002182,"铝合金的生产和销售,镁"
002182,铝制品的生产和销售;铝
002182,镁废料回收;以上产品设备和辅料的制造
002182,销售;经营本企业自产产品及技术的出口业务;经营本企业生产
002182,科研所需的原辅材料
002182,仪器仪表
002182,机械设备
002182,"零配件及技术的进出口业务(国家限定公司经营和国家禁止进口的商品及技术除外),上述经营范围中涉及国家专项审批规定的,需办理审批后方可经营;经营进料加工和“三来一补”业务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
