股票代码,公司名称,英文名称,曾用名,所属申万行业,主营业务,公司网址,注册资金,员工人数,电话,传真,邮政编码,办公地址,公司简介,所属地域,简写名称
300512,杭州中亚机械股份有限公司,"Hangzhou Zhongya Machinery Co.,Ltd.",-,机械设备 — 专用设备,设计、制造中高端的液态食品包装设备。,www.zhongyagroup.com,2.7亿元,1418,86-0571-86522536,86-0571-88011205,310011,浙江省杭州市拱墅区方家埭路189号,"杭州中亚机械股份有限公司系国家级重点高新技术企业和中国包装龙头企业，创立于1992年，坐落于中国杭州西子湖畔的中亚工业园。园区占地近八万平米，拥有现代化总装车间、精密部件加工车间、研发中心、培训中心、运营中心等建筑设施共计九万余平米。
　　企业全套从德国、日本、美国、瑞士等国引进高精度加工中心和数控加工设备九十余台，依托具有自主知识产权的工业设计基础，以国际市场为导向，致力于研制各类包装机械和塑胶机械，通过十五年的努力，中亚已经拥有十一大类四十余种各类设备，其广泛应用于乳制品、饮料、食品、化妆品、日用品、医药等各类行业。",浙江省,中亚股份
300513,北京恒泰实达科技股份有限公司,"Beijing E-Techstar Co.,Ltd.",恒泰实达,通信 — 通信设备,从服务形式上可划分为系统集成业务、软件开发及销售业务、技术服务业务和商品销售业务,www.techstar.com.cn,3.14亿元,1895,86-010-62670518;86-010-62670506,86-010-62670508,100194,北京市海淀区林风二路39号院1号楼9-11层,北京恒泰实达科技股份有限公司专注于智能控制室集成服务，专注于电力行业，集解决方案设计、系统集成、产品研发、多媒体创意及IT服务于一体的高新技术企业，具有ISO9000质量管理体系认证、计算机信息系统集成资质、安防一级资质和CMMI三级认证资质。,北京市,恒实科技
300514,深圳友讯达科技股份有限公司,"Shenzhen Friendcom Technology Development Co., Ltd.",-,电气设备 — 电气自动化设备,生产销售无线传感网络模块、无线传感网络终端(采集器)和网关(集中器)等信息采集设备,www.friendcom.cn,2亿元,874,86-0755-23230588,86-0755-86026300,518108,广东省深圳市宝安区石岩街道梨园工业区万业隆科技园综合楼,深圳友讯达科技股份有限公司的主营业务为生产销售无线传感网络模块、无线传感网络终端(采集器)和网关(集中器)等信息采集设备，主要产品为无线自组织网、信息采集上行通信系统、集中器、采集器、专变采集终端、配变监测终端、检测设备。公司产品先后获得“国家重点新产品”、“广东省名牌产品”等殊荣，2015 年，公司“Friendcom”商标被评为广东省著名商标。,广东省,友讯达
300515,湖南三德科技股份有限公司,"Hunan Sundy Science And Technology Co.,Ltd.",-,机械设备 — 仪器仪表,实验分析仪器及其解决方案的研发、生产和销售,www.sandegroup.com,2.02亿元,464,86-0731-89864008,86-0731-89864008,410205,湖南省长沙市岳麓区高新开发区桐梓坡西路558号,湖南三德科技股份有限公司始终专注于分析检测、样品制备、智能化等整体解决方案的研发、生产、营销和服务，主要产品包括实验分析仪器设备（含样品制备）、燃料智能化管控系统及相关配件和技术服务。2018年公司新申请专利127项，截至报告期末，公司处于有效授权状态的专利431项（其中发明专利107项）、软件著作权58项。,湖南省,三德科技
300516,湖北久之洋红外系统股份有限公司,"Hubei Jiuzhiyang Infrared System Co.,Ltd",-,电子 — 其他电子,红外热像仪、激光测距仪等产品的研发、生产与销售,www.hbjir.com,1.8亿元,303,86-027-59601200,86-027-59601202,430223,湖北省武汉市江夏区庙山开发区明泽街9号,"湖北久之洋红外系统股份有限公司是一家专门从事红外热像仪、激光测距仪等产品的研发、生产与销售的高新技术企业，获得湖北省科技厅颁发的高新技术企业证书。本公司在红外热成像技术、激光测距技术以及光学系统研发等方面具有综合学科优势，技术水平居国内领先。公司已取得了二级保密资格单位证书、装备承制单位注册证书、武器装备科研生产许可证、中国新时代认证中心GB/T19001-2008/ISO9001:2008质量管理体系认证证书，通过了新时代GJB9001B-2009武器装备质量管理体系的现场审核，是受国家认可的具备独立承担武器装备研制生产能力的科研生产单位。
　　公司目前是中国高科技产业化研究会光电科技产业化...",湖北省,久之洋
300517,海波重型工程科技股份有限公司,"Haibo Heavy Engineering Science And Technology Co.,Ltd.",-,建筑装饰 — 专业工程,"桥梁钢结构的制作和安装,以及相应的技术研发、工艺设计及技术服务",www.haiod.com,1.07亿元,318,86-027-87028626,86-027-87028378,430207,湖北省武汉市江夏区郑店街黄金桥工业园6号,海波重型工程科技股份有限公司的主营业务是桥梁钢结构的制作和安装，以及相应的技术研发、工艺设计及技术服务。公司具有国家住建部颁发的钢结构工程专业承包一级资质、中国钢结构协会特级资质、质量管理体系证书、职业健康管理体系证书、环境管理体系认证证书、中国船级社焊工考试委员会认证证书。,湖北省,海波重科
300518,深圳市盛讯达科技股份有限公司,"Shen Zhen Shengxunda Technology Co.,Ltd",-,传媒 — 互联网传媒,手机游戏开发、销售以及游戏运营业务,www.gamexun.com,9334万元,247,86-0755-82731691,86-0755-23991975,518000,广东省深圳市福田区福田街道福安社区福华一路1号深圳大中华国际交易广场2501,深圳市盛讯达科技股份有限公司主要从事手机游戏开发、销售以及游戏运营业务。公司的主要产品和服务有手机软件许可使用、手机软件受托开发、游戏自有平台运营、游戏第三方平台联合运营、互联网演艺、租赁。公司是国家级高新技术企业，深圳市重点文化企业，先后获得“深圳市2011年优秀软件企业”、“中国版权保护中心‘版权先锋奖’”、“2011年度广东省诚信示范单位”、“深圳市文化创意产业百强（2011-2012）”等荣誉。,广东省,盛讯达
300519,浙江新光药业股份有限公司,"Zhejiang Xinguang Pharmaceutical Co.,Ltd.",-,医药生物 — 中药Ⅱ,中成药的研发、生产和销售,www.xgpharma.com,1.6亿元,317,86-0575-83292898,86-0575-83292898,312400,浙江省绍兴市嵊州市剡湖街道环城西路25号,"浙江新光药业股份有限公司的主营业务是中成药的研发、生产和销售。公司主要产品以治疗心脑血管疾病、外伤科疾病和保健滋补为主，主要产品为黄芪生脉饮、伸筋丹胶囊、西洋参口服液等。
　　公司是国家级高新技术企业、浙江省创新型示范企业、浙江省“五个一批”重点骨干企业，是一家集研究、生产和经营于一体的现代化制药企业。公司荣获1990年度浙江省质量管理奖；2010年获嵊州市市长质量奖；2012年获绍兴市质量进步奖；2012年获绍兴市质量管理星级企业荣誉。2007年“新光”商标被司法认定为“中国驰名商标”。2004年、2008年、2010年、2014年“新光”商标被浙江省工商行政管理局评为“浙江省著名商标”；公...",浙江省,新光药业
300520,科大国创软件股份有限公司,"Guochuang Software Co.,Ltd.",-,计算机 — 计算机应用,"从事行业软件研究、开发和销售,提供IT解决方案,以及相关的信息系统集成、咨询与技术服务。",www.kdgcsoft.com,2.5亿元,2883,86-0551-65396760,86-0551-65396799,230088,安徽省合肥市蜀山区高新区文曲路355号,"科大国创软件股份有限公司专业从事行业软件研究、开发和销售，提供IT解决方案,以及相关的信息系统集成、咨询与技术服务。公司开发的主要行业软件包括行业应用软件和行业平台软件。公司获得了“将Web页面集成作为服务进行注册和监控方法”、“一种电池管理系统多通道唤醒电路”、“中科国创Bugfinder缺陷检测工具”、“科大国创企业级信息集成平台软件V2.0”、“科大国创交通综合信息平台系统V1.0”、“科大国创数据采集交换平台V1.0”、“贵博符合最新快充一致性国标软件V1.0”等一百余项专利和软件著作权；截至2018年末，公司累计获得三百余项专利和软件著作权。",安徽省,科大国创
300521,爱司凯科技股份有限公司,"Amsky Technology Co.,Ltd",-,机械设备 — 专用设备,工业化打印产品的研发、生产和销售。,www.amsky.cc,1.44亿元,314,86-020-28079595,86-020-37816963,510080,广东省广州市越秀区东风东路745号东山紫园商务大厦1401房,"爱司凯科技股份有限公司主要从事工业化打印产品的研发、生产和销售。公司主导产品为计算机直接制版机（CTP），包括胶印直接制版机（胶印CTP）和柔印直接制版机（柔印CTP）。2016年11月30日,公司取得了广东省科学技术厅、广东省财政厅、广东省国家税务局和广东省地方税务局联合颁发的《高新技术企业证书》(证书编号:GR201644003048),认定有效期三年。",广东省,爱司凯
300522,苏州世名科技股份有限公司,"Suzhou Sunmun Technology Co.,Ltd.",-,化工 — 化学制品,从事色浆、添加剂、电脑调色一体化等产品的研发、生产与销售。,www.smcolor.com.cn,1.21亿元,258,86-0512-57667120,86-0512-57666770,215337,江苏省苏州市昆山市黄浦江北路219号,苏州世名科技股份有限公司主营业务为色浆的研发、生产和销售，主要产品为环保型、超细化水性色浆。,江苏省,世名科技
300523,北京辰安科技股份有限公司,"Beijing Global Safety Technology Co.,Ltd.",-,计算机 — 计算机应用,"从事公共安全应急平台软件、应急平台装备的研发、制造、销售及相关服务,兼营煤质煤量检测设备。",www.gsafety.com,2.33亿元,1758,86-010-57930911;86-010-57930906,86-010-57930135,100094,北京市海淀区永丰产业基地丰秀中路3号院1号楼,"北京辰安科技股份有限公司是一家源于清华大学，由清华控股的高科技企业。公司依托清华大学公共安全研究院的技术优势，致力于公共安全和应急技术的产业化，并立足于支持清华大学公共安全学科的长远发展，通过成果转化和社会实践，丰富公共安全科技内涵和产业链，为国家和社会做出贡献。
　　辰安股份的产品和服务包括公共安全综合应急、监测监控、预防预警、救援指挥相关系统和装备。其中现场在线会商、移动应急平台、应急测控飞艇、应急个人装备、应急物联网、工业安全测控等设备，分别在北京、武汉、合肥建有规模化研发生产基地。
　　截至2019年6月30日，公司及下属子公司在公共安全与应急领域已拥有发明、实用新型、外观设计等专利1...",北京市,辰安科技
