股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
002522,62440,574.97万,0.67%,流通A股,9,2019-09-30
002523,70732,1065.00万,0.79%,流通A股,10,2019-09-30
002523,62441,3175.68万,2.35%,流通A股,4,2019-09-30
002523,62445,1544.70万,1.15%,流通A股,5,2019-09-30
002523,70733,1292.65万,0.96%,流通A股,7,2019-09-30
002523,70734,1163.10万,0.86%,流通A股,8,2019-09-30
002523,70735,1160.83万,0.86%,流通A股,9,2019-09-30
002524,40659,629.17万,1.30%,流通A股,2,2019-09-30
002524,62447,496.31万,1.03%,流通A股,4,2019-09-30
002524,62448,403.43万,0.84%,流通A股,5,2019-09-30
002524,62449,379.82万,0.79%,流通A股,6,2019-09-30
002524,62450,349.31万,0.72%,流通A股,7,2019-09-30
002524,62446,267.53万,0.55%,流通A股,9,2019-09-30
002526,62451,3.71亿,22.78%,流通A股,1,2019-09-30
002526,70736,491.30万,0.30%,流通A股,10,2019-09-30
002526,62455,2625.35万,1.61%,流通A股,2,2019-09-30
002526,62456,1630.91万,1.00%,流通A股,3,2019-09-30
002526,62454,1496.21万,0.92%,流通A股,4,2019-09-30
002526,62457,1187.83万,0.73%,流通A股,5,2019-09-30
002526,70737,867.00万,0.53%,流通A股,7,2019-09-30
002526,70738,833.00万,0.51%,流通A股,8,2019-09-30
002526,70739,759.66万,0.47%,流通A股,9,2019-09-30
002527,62459,3922.12万,8.76%,流通A股,1,2019-09-30
002527,70740,370.42万,0.83%,流通A股,10,2019-09-30
002527,44129,2772.90万,6.19%,流通A股,2,2019-09-30
002527,62460,2597.90万,5.80%,流通A股,3,2019-09-30
002527,62461,2076.25万,4.64%,流通A股,4,2019-09-30
002527,44620,896.82万,2.00%,流通A股,5,2019-09-30
002527,62462,819.31万,1.83%,流通A股,6,2019-09-30
002527,70741,783.88万,1.75%,流通A股,7,2019-09-30
002527,148,552.61万,1.23%,流通A股,8,2019-09-30
002527,70742,438.49万,0.98%,流通A股,9,2019-09-30
002528,70743,300.47万,0.29%,流通A股,10,2019-09-30
002528,70744,2007.72万,1.92%,流通A股,6,2019-09-30
002528,70745,1294.48万,1.24%,流通A股,7,2019-09-30
002528,70746,530.51万,0.51%,流通A股,8,2019-09-30
002528,70747,462.45万,0.44%,流通A股,9,2019-09-30
002529,62463,1670.60万,6.43%,流通A股,4,2019-09-30
002529,70748,181.52万,0.70%,流通A股,6,2019-09-30
002529,70749,181.01万,0.70%,流通A股,7,2019-09-30
002529,70750,141.92万,0.55%,流通A股,8,2019-09-30
002530,70751,224.90万,0.60%,流通A股,10,2019-09-30
002530,18101,3205.07万,8.58%,流通A股,2,2019-09-30
002530,62464,1907.90万,5.11%,流通A股,3,2019-09-30
002530,70752,297.66万,0.80%,流通A股,7,2019-09-30
002530,70753,270.70万,0.72%,流通A股,8,2019-09-30
002532,70754,1190.15万,2.76%,流通A股,10,2019-09-30
002532,62467,2688.00万,6.24%,流通A股,2,2019-09-30
002532,52208,2016.28万,4.68%,流通A股,3,2019-09-30
002532,62468,1938.29万,4.50%,流通A股,4,2019-09-30
002532,62469,1778.29万,4.13%,流通A股,5,2019-09-30
002532,62470,1553.28万,3.61%,流通A股,6,2019-09-30
002532,62471,1517.62万,3.52%,流通A股,7,2019-09-30
002532,62472,1458.29万,3.38%,流通A股,8,2019-09-30
002532,62466,1275.22万,2.96%,流通A股,9,2019-09-30
002533,70755,288.44万,0.56%,流通A股,10,2019-09-30
002533,62473,797.70万,1.54%,流通A股,4,2019-09-30
002533,1200,491.80万,0.95%,流通A股,5,2019-09-30
002533,62474,444.40万,0.86%,流通A股,6,2019-09-30
002533,70756,340.98万,0.66%,流通A股,8,2019-09-30
002533,10734,324.80万,0.63%,流通A股,9,2019-09-30
002534,70757,115.60万,0.16%,流通A股,10,2019-09-30
002534,62477,324.93万,0.45%,流通A股,6,2019-09-30
002534,62479,287.87万,0.39%,流通A股,7,2019-09-30
002534,62480,284.55万,0.39%,流通A股,8,2019-09-30
002534,70758,193.11万,0.26%,流通A股,9,2019-09-30
002535,52069,5974.27万,10.49%,流通A股,1,2019-09-30
002535,62481,215.00万,0.38%,流通A股,10,2019-09-30
002535,10629,1763.77万,3.10%,流通A股,2,2019-09-30
002535,62482,1074.20万,1.89%,流通A股,3,2019-09-30
002535,62483,1071.78万,1.88%,流通A股,4,2019-09-30
002535,62484,301.50万,0.53%,流通A股,5,2019-09-30
002535,62485,300.00万,0.53%,流通A股,6,2019-09-30
002535,62486,260.00万,0.46%,流通A股,8,2019-09-30
002535,62487,249.89万,0.44%,流通A股,9,2019-09-30
002536,70759,159.30万,0.34%,流通A股,10,2019-09-30
002536,62488,841.01万,1.78%,流通A股,2,2019-09-30
002536,26334,696.52万,1.48%,流通A股,3,2019-09-30
002536,62489,505.76万,1.07%,流通A股,5,2019-09-30
002536,62490,375.00万,0.80%,流通A股,7,2019-09-30
002536,62491,237.75万,0.50%,流通A股,8,2019-09-30
002538,62492,434.94万,0.62%,流通A股,10,2019-09-30
002538,31605,614.00万,0.88%,流通A股,7,2019-09-30
002538,62493,533.12万,0.76%,流通A股,8,2019-09-30
002538,62494,489.71万,0.70%,流通A股,9,2019-09-30
002539,70760,476.09万,0.79%,流通A股,10,2019-09-30
002539,13104,3080.30万,5.09%,流通A股,4,2019-09-30
002539,2512,2832.07万,4.68%,流通A股,5,2019-09-30
002539,62495,844.10万,1.39%,流通A股,9,2019-09-30
002540,37432,1.24亿,13.87%,流通A股,1,2019-12-12
002540,62496,8675.65万,9.69%,流通A股,2,2019-12-12
002540,62497,5451.71万,6.09%,流通A股,3,2019-12-12
002540,62498,4738.50万,5.29%,流通A股,4,2019-12-12
002541,62499,5736.72万,15.52%,流通A股,1,2019-09-30
002541,70761,480.00万,1.30%,流通A股,10,2019-09-30
002541,20350,4905.15万,13.27%,流通A股,2,2019-09-30
002541,62500,892.47万,2.42%,流通A股,3,2019-09-30
002541,62501,540.00万,1.46%,流通A股,7,2019-09-30
002541,62502,540.00万,1.46%,流通A股,8,2019-09-30
002542,70762,750.00万,0.64%,流通A股,10,2019-10-25
002542,62504,2700.00万,2.30%,流通A股,2,2019-10-25
002542,62505,2579.50万,2.20%,流通A股,3,2019-10-25
002542,62506,2024.47万,1.73%,流通A股,4,2019-10-25
002542,70763,1687.90万,1.44%,流通A股,5,2019-10-25
002542,70764,841.00万,0.72%,流通A股,9,2019-10-25
002543,62507,1.24亿,19.69%,流通A股,2,2019-09-30
002543,24409,1707.96万,2.71%,流通A股,4,2019-09-30
002543,62508,1156.98万,1.83%,流通A股,5,2019-09-30
002543,62509,1155.81万,1.83%,流通A股,6,2019-09-30
002543,62510,1083.94万,1.72%,流通A股,7,2019-09-30
002543,32930,1024.77万,1.62%,流通A股,8,2019-09-30
002543,22929,1024.77万,1.62%,流通A股,9,2019-09-30
002545,62511,4.09亿,53.10%,流通A股,1,2019-09-30
002545,70765,368.51万,0.48%,流通A股,10,2019-09-30
002545,46755,2193.75万,2.84%,流通A股,3,2019-09-30
002545,23009,2193.75万,2.84%,流通A股,4,2019-09-30
002545,62513,1719.92万,2.23%,流通A股,5,2019-09-30
002545,62514,1222.96万,1.59%,流通A股,6,2019-09-30
002545,62515,729.07万,0.95%,流通A股,8,2019-09-30
002545,62512,523.22万,0.68%,流通A股,9,2019-09-30
002546,51847,1093.40万,1.40%,流通A股,3,2019-09-30
002546,70766,362.68万,0.46%,流通A股,5,2019-09-30
002546,70767,340.00万,0.43%,流通A股,6,2019-09-30
002546,70768,300.00万,0.38%,流通A股,8,2019-09-30
002546,20707,298.90万,0.38%,流通A股,9,2019-09-30
002547,62516,1.09亿,14.25%,流通A股,1,2019-09-30
002547,70769,111.85万,0.15%,流通A股,10,2019-09-30
002547,62518,400.00万,0.52%,流通A股,3,2019-09-30
002547,62519,257.39万,0.34%,流通A股,4,2019-09-30
002547,62520,182.77万,0.24%,流通A股,6,2019-09-30
002547,62521,154.81万,0.20%,流通A股,7,2019-09-30
002547,62522,120.00万,0.16%,流通A股,8,2019-09-30
002547,62517,116.82万,0.15%,流通A股,9,2019-09-30
002548,62524,745.06万,1.87%,流通A股,4,2019-09-30
002548,62525,407.45万,1.02%,流通A股,5,2019-09-30
002548,53716,381.82万,0.96%,流通A股,6,2019-09-30
002548,62526,285.79万,0.72%,流通A股,8,2019-09-30
002549,34281,115.50万,0.19%,流通A股,10,2019-09-30
002549,62527,195.18万,0.31%,流通A股,5,2019-09-30
002549,62528,184.37万,0.30%,流通A股,6,2019-09-30
002549,62529,174.06万,0.28%,流通A股,7,2019-09-30
002549,62530,159.38万,0.26%,流通A股,8,2019-09-30
002550,43048,6385.05万,7.06%,流通A股,1,2019-09-30
002550,70770,741.82万,0.82%,流通A股,10,2019-09-30
002550,62532,2675.00万,2.96%,流通A股,2,2019-09-30
002550,21825,2567.53万,2.84%,流通A股,3,2019-09-30
002550,62533,2500.00万,2.76%,流通A股,4,2019-09-30
002550,38816,1064.18万,1.18%,流通A股,5,2019-09-30
002550,44553,955.24万,1.06%,流通A股,6,2019-09-30
002550,62534,872.00万,0.96%,流通A股,7,2019-09-30
002550,62531,800.02万,0.88%,流通A股,8,2019-09-30
002550,70771,770.00万,0.85%,流通A股,9,2019-09-30
002551,12914,6716.29万,15.04%,流通A股,1,2019-09-30
002551,39293,1452.33万,3.25%,流通A股,3,2019-09-30
002551,62535,1276.72万,2.86%,流通A股,4,2019-09-30
002551,62536,255.70万,0.57%,流通A股,8,2019-09-30
002552,62537,4300.00万,21.48%,流通A股,1,2019-09-30
002552,70772,77.64万,0.39%,流通A股,10,2019-09-30
002552,35507,2462.50万,12.30%,流通A股,2,2019-09-30
002552,27782,865.87万,4.33%,流通A股,5,2019-09-30
002552,70773,140.22万,0.70%,流通A股,6,2019-09-30
002552,70774,126.36万,0.63%,流通A股,7,2019-09-30
002552,70775,105.09万,0.53%,流通A股,8,2019-09-30
002552,70776,90.66万,0.45%,流通A股,9,2019-09-30
002553,39470,3445.00万,14.70%,流通A股,1,2019-09-30
002553,70777,119.24万,0.51%,流通A股,10,2019-09-30
002553,62539,2481.40万,10.59%,流通A股,2,2019-09-30
002553,62540,237.40万,1.01%,流通A股,4,2019-09-30
002553,26404,230.00万,0.98%,流通A股,5,2019-09-30
002553,62541,200.00万,0.85%,流通A股,6,2019-09-30
002553,62542,161.73万,0.69%,流通A股,7,2019-09-30
002553,62543,147.90万,0.63%,流通A股,8,2019-09-30
002553,62538,144.49万,0.62%,流通A股,9,2019-09-30
002554,70778,200.68万,0.26%,流通A股,10,2019-09-30
002554,62547,641.71万,0.83%,流通A股,2,2019-09-30
002554,46261,627.48万,0.82%,流通A股,3,2019-09-30
002554,62548,541.60万,0.70%,流通A股,4,2019-09-30
002554,62549,442.55万,0.57%,流通A股,5,2019-09-30
002554,62544,306.39万,0.40%,流通A股,6,2019-09-30
002554,70779,291.42万,0.38%,流通A股,7,2019-09-30
002554,70780,267.60万,0.35%,流通A股,8,2019-09-30
002554,70781,235.00万,0.31%,流通A股,9,2019-09-30
002555,1491,1.01亿,7.66%,流通A股,1,2019-09-30
002555,70782,9533.78万,7.23%,流通A股,2,2019-09-30
002555,50194,9232.60万,7.00%,流通A股,3,2019-09-30
002555,70783,2714.36万,2.06%,流通A股,8,2019-09-30
002556,62551,215.42万,0.30%,流通A股,10,2019-09-30
002556,62552,652.22万,0.91%,流通A股,4,2019-09-30
002556,62553,460.00万,0.64%,流通A股,5,2019-09-30
002556,62554,349.50万,0.49%,流通A股,6,2019-09-30
002556,62555,344.13万,0.48%,流通A股,7,2019-09-30
002556,62556,288.39万,0.40%,流通A股,8,2019-09-30
002556,62557,217.80万,0.30%,流通A股,9,2019-09-30
002557,62558,999.00万,1.97%,流通A股,5,2019-09-30
002558,62559,1920.91万,0.95%,流通A股,10,2019-10-30
002559,62560,1331.22万,2.78%,流通A股,3,2019-09-30
002559,62561,1041.57万,2.18%,流通A股,5,2019-09-30
002559,70784,709.51万,1.48%,流通A股,6,2019-09-30
002559,70785,679.21万,1.42%,流通A股,7,2019-09-30
002559,6885,542.83万,1.14%,流通A股,8,2019-09-30
002559,51464,490.95万,1.03%,流通A股,9,2019-09-30
002560,62562,2720.41万,10.06%,流通A股,1,2019-09-30
002560,70786,100.00万,0.37%,流通A股,10,2019-09-30
002560,25088,1851.19万,6.85%,流通A股,2,2019-09-30
002560,62564,599.60万,2.22%,流通A股,4,2019-09-30
002560,29224,326.28万,1.21%,流通A股,5,2019-09-30
002560,62565,257.31万,0.95%,流通A股,6,2019-09-30
002560,62563,183.11万,0.68%,流通A股,7,2019-09-30
002560,70787,140.00万,0.52%,流通A股,8,2019-09-30
002560,70788,121.73万,0.45%,流通A股,9,2019-09-30
002561,62566,380.34万,0.96%,流通A股,10,2019-09-30
002561,62567,639.01万,1.61%,流通A股,4,2019-09-30
002561,62568,560.64万,1.41%,流通A股,5,2019-09-30
002561,62569,480.00万,1.21%,流通A股,7,2019-09-30
002561,34710,386.40万,0.97%,流通A股,8,2019-09-30
002561,62570,385.58万,0.97%,流通A股,9,2019-09-30
002562,16012,6434.89万,11.94%,流通A股,1,2019-09-30
002562,70789,190.06万,0.35%,流通A股,10,2019-09-30
002562,3633,5354.56万,9.93%,流通A股,2,2019-09-30
002562,62572,465.92万,0.86%,流通A股,3,2019-09-30
002562,62573,318.21万,0.59%,流通A股,5,2019-09-30
002562,62571,225.65万,0.42%,流通A股,7,2019-09-30
002562,70790,219.60万,0.41%,流通A股,8,2019-09-30
002562,70791,196.23万,0.36%,流通A股,9,2019-09-30
002563,9781,2694.70万,1.46%,流通A股,10,2019-09-30
002563,62575,2.48亿,13.41%,流通A股,2,2019-09-30
002563,62576,1.69亿,9.14%,流通A股,3,2019-09-30
002563,62577,1.35亿,7.30%,流通A股,4,2019-09-30
002563,62578,1.20亿,6.49%,流通A股,5,2019-09-30
002563,52107,1.06亿,5.74%,流通A股,6,2019-09-30
002563,24541,8941.06万,4.84%,流通A股,7,2019-09-30
002563,62574,6355.86万,3.44%,流通A股,9,2019-09-30
002564,62579,1.31亿,17.53%,流通A股,2,2019-09-30
002564,62580,1765.80万,2.36%,流通A股,5,2019-09-30
002565,70792,387.00万,0.37%,流通A股,10,2019-09-30
002565,62582,1.21亿,11.45%,流通A股,2,2019-09-30
002565,62583,5219.54万,4.94%,流通A股,3,2019-09-30
002565,62584,2088.13万,1.98%,流通A股,4,2019-09-30
002565,62585,541.83万,0.51%,流通A股,6,2019-09-30
002565,62586,541.75万,0.51%,流通A股,7,2019-09-30
002565,62587,540.92万,0.51%,流通A股,8,2019-09-30
002565,62581,420.00万,0.40%,流通A股,9,2019-09-30
002566,36918,3233.71万,14.11%,流通A股,1,2019-09-30
002566,62589,115.80万,0.51%,流通A股,10,2019-09-30
002566,70793,110.71万,0.48%,流通A股,11,2019-09-30
002566,35746,1654.75万,7.22%,流通A股,2,2019-09-30
002566,62590,393.80万,1.72%,流通A股,3,2019-09-30
002566,62592,276.76万,1.21%,流通A股,4,2019-09-30
002566,62593,250.02万,1.09%,流通A股,5,2019-09-30
002566,62594,147.98万,0.65%,流通A股,6,2019-09-30
002566,62595,134.14万,0.59%,流通A股,7,2019-09-30
002566,62588,120.33万,0.53%,流通A股,8,2019-09-30
002567,62597,833.28万,1.07%,流通A股,9,2019-09-30
002568,32327,5428.42万,15.56%,流通A股,1,2019-09-30
002568,62598,4590.63万,13.16%,流通A股,2,2019-09-30
002568,62599,1976.00万,5.66%,流通A股,3,2019-09-30
002568,62600,900.87万,2.58%,流通A股,8,2019-09-30
002569,62601,212.72万,1.52%,流通A股,10,2019-09-30
002569,62602,604.00万,4.32%,流通A股,3,2019-09-30
002569,62603,514.00万,3.68%,流通A股,4,2019-09-30
002569,62604,431.34万,3.09%,流通A股,5,2019-09-30
002569,62605,383.98万,2.75%,流通A股,7,2019-09-30
002569,62606,276.43万,1.98%,流通A股,9,2019-09-30
002570,70794,401.17万,0.39%,流通A股,10,2019-09-30
002570,70795,1453.12万,1.42%,流通A股,6,2019-09-30
002570,70796,571.84万,0.56%,流通A股,7,2019-09-30
002570,70797,500.00万,0.49%,流通A股,9,2019-09-30
002571,48614,3103.98万,10.92%,流通A股,2,2019-09-30
002571,62607,568.00万,2.00%,流通A股,5,2019-09-30
002571,62608,560.00万,1.97%,流通A股,6,2019-09-30
002571,62609,436.50万,1.54%,流通A股,7,2019-09-30
002571,62610,410.00万,1.44%,流通A股,8,2019-09-30
002571,62611,250.00万,0.88%,流通A股,9,2019-09-30
002572,45628,4676.59万,7.34%,流通A股,2,2019-09-30
002572,772,4428.10万,6.95%,流通A股,3,2019-09-30
002573,70798,3223.00万,2.99%,流通A股,4,2019-09-30
002573,70799,519.00万,0.48%,流通A股,7,2019-09-30
002574,62612,136.94万,0.26%,流通A股,10,2019-09-30
002574,62613,422.08万,0.80%,流通A股,4,2019-09-30
002574,62614,220.19万,0.42%,流通A股,5,2019-09-30
002574,62615,213.06万,0.40%,流通A股,6,2019-09-30
002574,62616,203.67万,0.39%,流通A股,7,2019-09-30
002574,62617,160.05万,0.30%,流通A股,8,2019-09-30
002574,62618,148.45万,0.28%,流通A股,9,2019-09-30
002575,62619,625.00万,1.06%,流通A股,10,2019-09-30
002575,62620,2223.00万,3.78%,流通A股,5,2019-09-30
002575,62621,1177.00万,2.00%,流通A股,7,2019-09-30
002575,62622,1177.00万,2.00%,流通A股,8,2019-09-30
002575,62623,1172.13万,1.99%,流通A股,9,2019-09-30
002576,70800,78.72万,0.48%,流通A股,10,2019-09-30
002576,62625,761.70万,4.63%,流通A股,2,2019-09-30
002576,62626,599.34万,3.65%,流通A股,3,2019-09-30
002576,62627,335.00万,2.04%,流通A股,4,2019-09-30
002576,62628,118.34万,0.72%,流通A股,5,2019-09-30
002576,62629,98.80万,0.60%,流通A股,6,2019-09-30
002576,62630,89.04万,0.54%,流通A股,7,2019-09-30
002576,62631,85.61万,0.52%,流通A股,8,2019-09-30
002576,62624,80.19万,0.49%,流通A股,9,2019-09-30
002577,62633,100.00万,0.36%,流通A股,2,2019-09-30
002577,62634,69.78万,0.25%,流通A股,3,2019-09-30
002577,62635,60.00万,0.21%,流通A股,4,2019-09-30
002577,62636,54.05万,0.19%,流通A股,5,2019-09-30
002577,62637,51.04万,0.18%,流通A股,6,2019-09-30
002577,62638,50.35万,0.18%,流通A股,7,2019-09-30
002577,62639,48.45万,0.17%,流通A股,8,2019-09-30
002578,24464,6882.75万,12.09%,流通A股,1,2019-09-30
002578,70801,842.06万,1.48%,流通A股,10,2019-09-30
002578,62642,2520.00万,4.43%,流通A股,3,2019-09-30
002578,48272,1384.75万,2.43%,流通A股,5,2019-09-30
002578,33842,1384.75万,2.43%,流通A股,6,2019-09-30
002578,62643,1180.59万,2.07%,流通A股,7,2019-09-30
002578,62640,1074.80万,1.89%,流通A股,8,2019-09-30
002578,70802,947.67万,1.66%,流通A股,9,2019-09-30
002579,62644,131.36万,0.38%,流通A股,10,2019-09-30
002579,8198,676.10万,1.94%,流通A股,3,2019-09-30
002579,62645,203.73万,0.58%,流通A股,5,2019-09-30
002579,62646,172.60万,0.50%,流通A股,6,2019-09-30
002579,62647,152.35万,0.44%,流通A股,8,2019-09-30
002579,62648,133.04万,0.38%,流通A股,9,2019-09-30
002580,70803,142.00万,0.45%,流通A股,10,2019-09-30
002580,62649,921.74万,2.95%,流通A股,2,2019-09-30
002580,31951,642.61万,2.06%,流通A股,4,2019-09-30
002580,62650,370.00万,1.18%,流通A股,5,2019-09-30
002580,62651,311.41万,1.00%,流通A股,6,2019-09-30
002580,70804,252.45万,0.81%,流通A股,7,2019-09-30
002580,70805,208.09万,0.67%,流通A股,8,2019-09-30
002580,70806,208.00万,0.67%,流通A股,9,2019-09-30
002581,62653,1.09亿,27.18%,流通A股,1,2019-09-30
002581,70807,188.83万,0.47%,流通A股,10,2019-09-30
002581,62654,2696.08万,6.73%,流通A股,2,2019-09-30
002581,62655,707.98万,1.77%,流通A股,3,2019-09-30
002581,70808,235.90万,0.59%,流通A股,5,2019-09-30
002581,70809,216.01万,0.54%,流通A股,7,2019-09-30
002581,70810,196.46万,0.49%,流通A股,8,2019-09-30
002581,70811,189.40万,0.47%,流通A股,9,2019-09-30
002582,62656,2776.84万,10.02%,流通A股,1,2019-09-30
002582,70812,230.00万,0.83%,流通A股,10,2019-09-30
002582,14638,2574.61万,9.29%,流通A股,2,2019-09-30
002582,70813,756.41万,2.73%,流通A股,5,2019-09-30
002582,70814,392.04万,1.41%,流通A股,7,2019-09-30
002582,70815,283.69万,1.02%,流通A股,8,2019-09-30
002583,24157,2.37亿,22.64%,流通A股,1,2019-09-30
002583,62657,1760.00万,1.68%,流通A股,8,2019-09-30
002584,22145,1862.50万,4.89%,流通A股,2,2019-09-30
002584,38713,1761.34万,4.62%,流通A股,3,2019-09-30
002584,37413,1641.66万,4.31%,流通A股,4,2019-09-30
002584,62659,465.75万,1.22%,流通A股,5,2019-09-30
002584,12565,381.19万,1.00%,流通A股,6,2019-09-30
002584,62660,302.32万,0.79%,流通A股,7,2019-09-30
002584,547,285.89万,0.75%,流通A股,8,2019-09-30
002584,62658,253.00万,0.66%,流通A股,9,2019-09-30
002585,21361,6442.78万,7.56%,流通A股,1,2019-09-30
002585,62661,736.47万,0.86%,流通A股,7,2019-09-30
002586,70816,665.24万,0.90%,流通A股,10,2019-09-30
002586,62664,1632.00万,2.22%,流通A股,3,2019-09-30
002586,62665,1615.95万,2.20%,流通A股,4,2019-09-30
002586,62666,1614.57万,2.20%,流通A股,5,2019-09-30
002586,62662,1392.31万,1.89%,流通A股,6,2019-09-30
002586,53385,894.55万,1.22%,流通A股,7,2019-09-30
002586,70817,689.15万,0.94%,流通A股,9,2019-09-30
002587,2662,4278.92万,11.07%,流通A股,1,2019-09-30
002587,70818,466.61万,1.21%,流通A股,10,2019-09-30
002587,62668,2890.51万,7.48%,流通A股,2,2019-09-30
002587,62670,667.64万,1.73%,流通A股,4,2019-09-30
002587,62667,657.05万,1.70%,流通A股,5,2019-09-30
002587,62669,599.50万,1.55%,流通A股,6,2019-09-30
002587,33763,516.47万,1.34%,流通A股,7,2019-09-30
002587,70819,479.41万,1.24%,流通A股,8,2019-09-30
002587,1423,471.25万,1.22%,流通A股,9,2019-09-30
002588,36226,6612.97万,8.79%,流通A股,1,2019-09-30
002588,22080,1222.59万,1.63%,流通A股,10,2019-09-30
002588,62672,5290.38万,7.03%,流通A股,2,2019-09-30
002588,62674,4890.38万,6.50%,流通A股,3,2019-09-30
002588,62675,4890.38万,6.50%,流通A股,4,2019-09-30
002588,62676,4490.38万,5.97%,流通A股,5,2019-09-30
002588,37386,4360.90万,5.80%,流通A股,6,2019-09-30
002588,62671,1529.00万,2.03%,流通A股,8,2019-09-30
002588,70820,1321.51万,1.76%,流通A股,9,2019-09-30
002589,14422,7196.65万,6.19%,流通A股,2,2019-09-30
002589,1156,3978.55万,3.42%,流通A股,3,2019-09-30
002590,70821,154.77万,0.36%,流通A股,10,2019-09-30
002590,27103,598.50万,1.38%,流通A股,2,2019-09-30
002590,62678,586.91万,1.35%,流通A股,3,2019-09-30
002590,62679,347.37万,0.80%,流通A股,5,2019-09-30
